,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,1.446,2022-04-14 16:40:23.942907,2022-04-14 16:40:33.816628,0 days 00:00:09.873721000,455.8408106851343,39.016785185592525,COMPLETE
1,1,1.450909090909091,2022-04-14 16:40:33.817523,2022-04-14 16:40:48.163959,0 days 00:00:14.346436000,405.2356331574368,64.50105090066937,COMPLETE
2,2,1.4595121951219514,2022-04-14 16:40:48.164808,2022-04-14 16:41:11.526947,0 days 00:00:23.362139000,440.12245590470286,94.37431669224912,COMPLETE
3,3,1.2753488372093023,2022-04-14 16:41:11.527794,2022-04-14 16:41:13.522676,0 days 00:00:01.994882000,312.36014609391964,11.356548492756874,COMPLETE
4,4,1.424761904761905,2022-04-14 16:41:13.523231,2022-04-14 16:41:30.329381,0 days 00:00:16.806150000,453.62621870824097,67.60408232678117,COMPLETE
5,5,1.374222222222222,2022-04-14 16:41:30.329934,2022-04-14 16:41:34.066447,0 days 00:00:03.736513000,162.92134496602384,41.477026939036335,COMPLETE
6,6,1.52,2022-04-14 16:41:34.067352,2022-04-14 16:41:41.311028,0 days 00:00:07.243676000,180.03693639525568,72.6481083012336,COMPLETE
7,7,1.374054054054054,2022-04-14 16:41:41.311585,2022-04-14 16:41:52.361729,0 days 00:00:11.050144000,297.8083710473661,67.24554732900643,COMPLETE
8,8,1.3335,2022-04-14 16:41:52.362291,2022-04-14 16:42:04.825985,0 days 00:00:12.463694000,321.5626720111019,69.05359788463858,COMPLETE
9,9,1.3414285714285714,2022-04-14 16:42:04.826542,2022-04-14 16:42:11.713473,0 days 00:00:06.886931000,129.71645991077247,96.44913568906794,COMPLETE
10,10,1.3253658536585367,2022-04-14 16:42:11.714019,2022-04-14 16:42:21.056742,0 days 00:00:09.342723000,205.31258582658813,81.81180377689422,COMPLETE
11,11,1.4229268292682928,2022-04-14 16:42:21.057590,2022-04-14 16:42:33.656656,0 days 00:00:12.599066000,232.47159542363357,98.8031821087359,COMPLETE
12,12,1.421,2022-04-14 16:42:33.657200,2022-04-14 16:42:51.356998,0 days 00:00:17.699798000,381.1090639511282,84.18911216829119,COMPLETE
13,13,1.4366666666666668,2022-04-14 16:42:51.357532,2022-04-14 16:43:02.891618,0 days 00:00:11.534086000,251.23628153139788,83.22041735744476,COMPLETE
14,14,1.4229268292682928,2022-04-14 16:43:02.892209,2022-04-14 16:43:13.484481,0 days 00:00:10.592272000,382.34768194541334,50.906324408262456,COMPLETE
15,15,1.4009523809523812,2022-04-14 16:43:13.485036,2022-04-14 16:43:18.989034,0 days 00:00:05.503998000,113.62639443830341,88.40180076649179,COMPLETE
16,16,1.3582978723404255,2022-04-14 16:43:18.989599,2022-04-14 16:43:27.213826,0 days 00:00:08.224227000,195.09094571498835,76.12724465645219,COMPLETE
17,17,1.463111111111111,2022-04-14 16:43:27.214675,2022-04-14 16:43:31.929178,0 days 00:00:04.714503000,492.2268486971683,17.275913836093522,COMPLETE
18,18,1.3567441860465117,2022-04-14 16:43:31.929759,2022-04-14 16:43:37.739075,0 days 00:00:05.809316000,490.466796694797,21.13199137630339,COMPLETE
19,19,1.34,2022-04-14 16:43:37.739640,2022-04-14 16:43:42.202530,0 days 00:00:04.462890000,268.8424950096094,30.556745395922874,COMPLETE
20,20,1.4054545454545453,2022-04-14 16:43:42.203110,2022-04-14 16:43:51.417530,0 days 00:00:09.214420000,348.76787079404613,48.55884907027725,COMPLETE
21,21,1.4868,2022-04-14 16:43:51.418109,2022-04-14 16:44:07.487399,0 days 00:00:16.069290000,481.0738393167989,60.02285185444961,COMPLETE
22,22,1.3068,2022-04-14 16:44:07.487950,2022-04-14 16:44:23.396733,0 days 00:00:15.908783000,493.25341758838925,58.78217399507771,COMPLETE
23,23,1.519090909090909,2022-04-14 16:44:23.397603,2022-04-14 16:44:36.824044,0 days 00:00:13.426441000,435.70391722798576,56.579422735474935,COMPLETE
24,24,1.4485714285714288,2022-04-14 16:44:36.824597,2022-04-14 16:44:49.540379,0 days 00:00:12.715782000,413.93862259277705,56.82594916749924,COMPLETE
25,25,1.5427906976744186,2022-04-14 16:44:49.540978,2022-04-14 16:45:04.116726,0 days 00:00:14.575748000,354.72370217182157,75.1424617519692,COMPLETE
26,26,1.4497674418604651,2022-04-14 16:45:04.117278,2022-04-14 16:45:18.540870,0 days 00:00:14.423592000,355.4737023357846,74.98248495255523,COMPLETE
