,177
Returns,31.25
Standard Deviation,20.5
Sharpe Ratio,1.349756097560976
ADANIPORTS Weight,0.4748207464169413
ASIANPAINT Weight,4.944608841282873
BAJFINANCE Weight,11.134198667169239
BAJAJFINSV Weight,0.901961631629192
BRITANNIA Weight,0.139489626834504
DIVISLAB Weight,8.39658341279958
GRASIM Weight,5.662067352587953
HCLTECH Weight,6.570624154183855
HDFCBANK Weight,0.20495963225389174
HINDALCO Weight,0.25029725306594874
HINDUNILVR Weight,14.154741925975244
ICICIBANK Weight,0.9254507651706619
INFY Weight,1.740272873197405
JSWSTEEL Weight,0.105776311341848
NESTLEIND Weight,0.09758317084526465
POWERGRID Weight,2.4519606518160657
RELIANCE Weight,8.280515046695935
TCS Weight,9.78349900777357
TATACONSUM Weight,9.049807297821777
TATASTEEL Weight,7.438019555391322
TECHM Weight,0.08471146634874858
TITAN Weight,6.456290538515804
UPL Weight,0.7185431779536652
WIPRO Weight,0.03321689292872012
