,Returns,Semi Deviation,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
160,34.833333333333336,14.288690166235208,2.1872776979366737,0.13229929466719687,10.171983767647983,0.02421913481884677,0.47065200649243244,2.0388214585979982,3.756183590951588,0.0008027467222778083,12.805778026476617,0.2685077081028626,5.351878794780085,0.35495161776532264,0.14393267069653437,46.98088618335457,0.8789930880978045,9.550323121643485,0.26333521033395063,0.18918793632937775,0.09424557143034984,0.020857014794517,0.3629797244346333,0.0007775091897298256,4.773102881025202,0.03455682198517727,1.3307441196614467
150,34.833333333333336,14.288690166235208,2.1872776979366737,0.13229923979931668,10.172022313721333,0.02421934406869187,0.4706548563554737,2.0388368139868085,3.756167179652744,0.0008027554631328693,12.80590113312783,0.2685105939323594,5.351892345454615,0.35495497939039083,0.14393357789338204,46.98066654274841,0.8789892805324329,9.550334056965673,0.2633381229216658,0.18918796688518652,0.0942451735023632,0.020857069242433846,0.36298069687518586,0.0007775063383190142,4.773118819384255,0.03455670827449984,1.3307529234834894
141,34.833333333333336,14.288690166235208,2.1872776979366737,0.13220899945803835,10.235418435542561,0.024563494004576768,0.4753419813685341,2.0640915809481206,3.7291757740312397,0.0008171314102566707,13.008372710117666,0.27325687241007823,5.37417892716407,0.36048379137651937,0.14542563030957886,46.61942708524238,0.8727270375284121,9.568319209726532,0.26812841022145745,0.18923822154421438,0.0935907075884985,0.02094661887666044,0.3645800545887808,0.0007728166677125719,4.799332388352021,0.03436969010810802,1.3452324314139505
142,34.833333333333336,14.288690166235208,2.1872776979366737,0.1322591849511313,10.200161857512107,0.024372101396951378,0.47273532367380244,2.050046610428894,3.744186543950729,0.000809136493738571,12.895771895619559,0.2706173176124545,5.361784657853919,0.35740904507335697,0.14459585301522776,46.82032371354335,0.8762096678971838,9.558317100394186,0.2654643807331923,0.1892102733471243,0.09395467667521194,0.02089681750749134,0.3636906014423096,0.0007754247410918778,4.78475419786941,0.03447369679474889,1.3371799214728464
143,34.833333333333336,14.288690166235208,2.1872776979366737,0.13228139877599926,10.184556083780523,0.024287384447793128,0.47158152734834674,2.0438298235416212,3.7508308268615087,0.0008055976687829388,12.845930903350494,0.269448959898094,5.356298528081043,0.3560480566346115,0.14422856505290582,46.909247469047756,0.8777511998484363,9.553889822881759,0.2642851896791931,0.1891979025140951,0.0941157819080463,0.02087477370908002,0.3632968988958886,0.0007765791640480038,4.778301389491607,0.03451973373051975,1.333615603687846
144,34.833333333333336,14.288690166235208,2.1872776979366737,0.1322913244813537,10.177583024759478,0.024249530747186953,0.4710659816269973,2.041052004086348,3.7537996624787775,0.000804016431241937,12.823660672682205,0.26892690777558775,5.353847184920406,0.35543993217544917,0.14406445139324112,46.9489808783724,0.8784399957687021,9.551911602004814,0.26375829694333475,0.18919237490935495,0.09418776784840882,0.020864923975897034,0.3631209825241568,0.0007770949897639706,4.775418109595088,0.034540304211407115,1.3320229752983763
145,34.833333333333336,14.288690166235208,2.1872776979366737,0.13229576142771987,10.174465957732052,0.024232609547800918,0.4708355245830659,2.0398102751111513,3.7551267786819422,0.0008033095931975845,12.813705529394323,0.2686935422680318,5.352751395982457,0.3551680909799987,0.14399109000683274,46.96674233711231,0.8787478983757516,9.551027306167095,0.26352276760549626,0.18918990398311958,0.09421994669566443,0.02086052099028613,0.3630423451398675,0.000777325571969899,4.774129238144385,0.03454949953981591,1.3313110453656483
146,34.833333333333336,14.288690166235208,2.1872776979366737,0.1322977376141284,10.17307763680459,0.024225072958109824,0.4707328805480947,2.039257217282324,3.7557178674143343,0.000802994772232663,12.80927157476941,0.26858960282270183,5.352263338875809,0.3550470147191198,0.143958415333134,46.97465317273242,0.8788850361495706,9.55063344668099,0.26341786440454645,0.18918880344900443,0.09423427894026276,0.020858559929772147,0.3630073205717947,0.0007774282717511912,4.773555183370435,0.034553595077945976,1.330993956507502
148,34.833333333333336,14.288690166235208,2.1872776979366737,0.1322989982489824,10.172192008939696,0.02422026527012882,0.47066740259142203,2.038904414544556,3.756094930557072,0.0008027939438698014,12.806443097801406,0.2685232985070169,5.351952000938912,0.35496977860728784,0.14393757173643265,46.97969959702902,0.8789725181081166,9.550382198623826,0.26335094529669434,0.18918810140406708,0.09424342166434896,0.020857308943921852,0.36298497794709766,0.000777493785269163,4.773188986409969,0.03455620767465759,1.330791681426238
149,34.833333333333336,14.288690166235208,2.1872776979366737,0.13229916668029346,10.172073681684227,0.024219622922991284,0.4706586541913165,2.0388572771617612,3.7561453093319326,0.0008027671115286576,12.806065189731841,0.26851443969846805,5.3519104035986995,0.3549594592197682,0.1439347868583936,46.98037384132574,0.8789842064260518,9.550348629791785,0.263342004346794,0.18918800760501897,0.09424464320839862,0.02085714180179798,0.36298199278643917,0.0007775025384205537,4.773140059447516,0.03455655673932772,1.3307646557914716
