,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,1.7162603766126672,2022-02-28 07:02:23.720072,2022-02-28 07:09:14.566818,0 days 00:06:50.846746000,499,0.49593325467993565,195,0.7892965222138412,COMPLETE
1,1,1.754107760712159,2022-02-28 07:09:14.572065,2022-02-28 07:09:35.077451,0 days 00:00:20.505386000,36,0.20713870969832437,527,0.42298418497213885,COMPLETE
2,2,1.7793712511153605,2022-02-28 07:09:35.078461,2022-02-28 07:18:31.197700,0 days 00:08:56.119239000,366,0.2889884371867678,443,0.6505531014546195,COMPLETE
3,3,1.7502754294837675,2022-02-28 07:18:31.198528,2022-02-28 07:18:38.049850,0 days 00:00:06.851322000,58,0.6098196433596584,96,0.9943942763633186,COMPLETE
4,4,1.7405556990148445,2022-02-28 07:18:38.050592,2022-02-28 07:19:12.492547,0 days 00:00:34.441955000,58,0.22868158864189203,482,0.7019097507471426,COMPLETE
5,5,1.7841787548616783,2022-02-28 07:19:12.493243,2022-02-28 07:36:45.386530,0 days 00:17:32.893287000,512,0.4797215837887481,479,0.4522570830708943,COMPLETE
6,6,1.7027277820867128,2022-02-28 07:36:45.401401,2022-02-28 07:44:02.323355,0 days 00:07:16.921954000,333,0.9193644447358436,427,0.46258360715985336,COMPLETE
7,7,1.735145687150164,2022-02-28 07:44:02.324337,2022-02-28 07:47:34.939957,0 days 00:03:32.615620000,315,0.5255565316710618,228,0.4030488390328253,COMPLETE
8,8,1.6661171540594357,2022-02-28 07:47:34.940750,2022-02-28 07:48:01.328937,0 days 00:00:26.388187000,537,0.4393345681169969,11,0.1269183348658437,COMPLETE
9,9,1.7022738620159767,2022-02-28 07:48:01.329793,2022-02-28 07:50:28.806983,0 days 00:02:27.477190000,168,0.8088843625123701,448,0.7761779164352819,COMPLETE
10,10,1.7452726177134674,2022-02-28 07:50:28.824429,2022-02-28 07:59:16.962690,0 days 00:08:48.138261000,416,0.7105822236585425,348,0.15976592674616802,COMPLETE
11,11,1.7476809736916408,2022-02-28 07:59:16.963950,2022-02-28 08:08:14.642338,0 days 00:08:57.678388000,424,0.3366287849718232,343,0.611358324760788,COMPLETE
12,12,1.7692333508488454,2022-02-28 08:08:14.664382,2022-02-28 08:12:50.759488,0 days 00:04:36.095106000,219,0.09874358843059472,547,0.27021651651131884,COMPLETE
13,13,1.7353255341410676,2022-02-28 08:12:50.760428,2022-02-28 08:22:31.163383,0 days 00:09:40.402955000,423,0.04566115128781412,372,0.5791584194891006,COMPLETE
14,14,1.7557298887010253,2022-02-28 08:22:31.194404,2022-02-28 08:35:52.616180,0 days 00:13:21.421776000,482,0.3374924229244105,407,0.9326020823601737,COMPLETE
15,15,1.8125524221496394,2022-02-28 08:35:52.633710,2022-02-28 08:41:45.008514,0 days 00:05:52.374804000,375,0.36555346752951023,280,0.024514957351595423,COMPLETE
16,16,1.7229190557632048,2022-02-28 08:41:45.009309,2022-02-28 08:45:01.694205,0 days 00:03:16.684896000,274,0.6107726221798538,269,0.26009674429289753,COMPLETE
17,17,1.7803449320431102,2022-02-28 08:45:01.695015,2022-02-28 08:49:24.365799,0 days 00:04:22.670784000,544,0.3939760255200962,107,0.0067843134782532045,COMPLETE
18,18,1.7728581238799421,2022-02-28 08:49:24.366715,2022-02-28 08:54:18.313554,0 days 00:04:53.946839000,458,0.14403399687558355,163,0.2851927528548267,COMPLETE
19,19,1.7125943070327185,2022-02-28 08:54:18.314388,2022-02-28 09:00:33.965171,0 days 00:06:15.650783000,381,0.5972443474154479,290,0.02057490010702412,COMPLETE
20,20,1.7719543922638827,2022-02-28 09:00:33.966018,2022-02-28 09:03:29.067353,0 days 00:02:55.101335000,233,0.7710818765110125,314,0.13692173525755386,COMPLETE
21,21,1.7194062351229755,2022-02-28 09:03:29.068175,2022-02-28 09:08:23.971621,0 days 00:04:54.903446000,525,0.40559379562027287,128,0.025367626786679604,COMPLETE
22,22,1.7585559026176443,2022-02-28 09:08:23.996997,2022-02-28 09:10:11.725616,0 days 00:01:47.728619000,495,0.3953980730039478,52,0.005868835834487283,COMPLETE
23,23,1.7770692741215466,2022-02-28 09:10:11.765212,2022-02-28 09:19:23.864531,0 days 00:09:12.099319000,545,0.5011476898312852,225,0.20399227150493285,COMPLETE
24,24,1.6990965118803365,2022-02-28 09:19:23.865325,2022-02-28 09:22:46.693742,0 days 00:03:22.828417000,458,0.20435180682805515,113,0.3605801881448708,COMPLETE
25,25,1.6831184651089497,2022-02-28 09:22:46.709129,2022-02-28 09:24:06.776687,0 days 00:01:20.067558000,383,0.34274796071094693,61,0.5295235484604792,COMPLETE
26,26,1.7263462094488533,2022-02-28 09:24:06.777693,2022-02-28 09:28:45.633452,0 days 00:04:38.855759000,445,0.5479509084974221,163,0.07316979762953651,COMPLETE
27,27,1.7088655102316654,2022-02-28 09:28:45.634274,2022-02-28 09:29:26.579002,0 days 00:00:40.944728000,107,0.6670053890181151,246,0.3269672877160241,COMPLETE
28,28,1.7903194711632588,2022-02-28 09:29:26.579779,2022-02-28 09:43:27.966035,0 days 00:14:01.386256000,506,0.4379431995585042,392,0.08398089036165317,COMPLETE
29,29,1.7462820454443357,2022-02-28 09:43:27.966856,2022-02-28 10:00:11.620102,0 days 00:16:43.653246000,491,0.45850441361028127,492,0.20124799197608362,COMPLETE
30,30,1.8082836724031066,2022-02-28 10:00:11.621080,2022-02-28 10:07:22.885856,0 days 00:07:11.264776000,348,0.25843250635425985,391,0.10297460801963168,COMPLETE
31,31,1.7596311580689203,2022-02-28 10:07:22.920701,2022-02-28 10:15:18.125338,0 days 00:07:55.204637000,371,0.280792227978636,385,0.08778859614200853,COMPLETE
32,32,1.7951821490597748,2022-02-28 10:15:18.126158,2022-02-28 10:23:08.811953,0 days 00:07:50.685795000,321,0.252034848862169,492,0.0839855642048154,COMPLETE
33,33,1.8025689376725782,2022-02-28 10:23:08.812793,2022-02-28 10:30:48.329722,0 days 00:07:39.516929000,310,0.16487490519633907,510,0.10947301559311598,COMPLETE
34,34,1.773338818439043,2022-02-28 10:30:48.330551,2022-02-28 10:38:24.040582,0 days 00:07:35.710031000,308,0.1575658694645347,509,0.20149473421272956,COMPLETE
