,Returns,Semi-Deviation,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,HDFC Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,NESTLEIND Weight,RELIANCE Weight,SHREECEM Weight,TCS Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,WIPRO Weight
4890,25.989007896258332,12.614541693515221,1.7764424931726348,4.236956081514133,0.543515638015109,9.640185328120882,9.905150634081892,3.264788161818169,5.131644893412724,10.845793432086907,9.022204045117297,0.44036754579512516,8.149360178229623,9.449042784163185,2.1047053249929832,1.167652673055554,3.3225821632073793,3.336167864835383,2.386004210651298,0.3529537259239147,0.37972326707427956,3.9120059282756996,10.433591277866157,1.709171060860247,0.26643378090204195
1251,24.70652249208313,11.897354941660367,1.7757327234228724,0.5597754986030384,0.29942973791663224,7.605998292552918,8.803996188801506,0.08161522179287577,5.518210385930504,10.246641411262255,3.787878411390846,0.6158591389167993,10.321168885886332,2.936819235631658,0.910915522804937,3.5256063439271004,8.928716244206946,0.04367966315453806,5.861585763777543,5.349550956078466,0.6615190810866115,1.8977391981503462,7.906531506304878,3.6184322234495183,10.518331088373767
42919,25.55210866336642,12.410668553622745,1.7704210348082041,4.040850518653545,3.9152353573506424,1.9857287081835306,5.269760303026741,2.526531654860821,0.25487046439165323,7.446520669692306,9.244133299484403,3.5760695740977817,12.459078779417908,10.173301756705131,5.790264636351641,0.36984791006174444,3.654757616345007,0.6151883964875603,4.429568223911009,10.44691956170884,1.821200663203348,1.4412210976513655,3.5639057792353492,2.4546019518555293,4.520443077324135
24525,24.662524399373158,11.945306728105628,1.7649211426081626,0.6052389362356956,0.09435703835151656,2.474295811942184,1.4700300899809593,0.2254439114741384,5.941531573378598,8.571218419986113,7.301029247689394,0.9566292569274446,9.872993734033454,6.5439522843307,3.2229601476004275,2.4552435910601824,8.017818735370327,6.543937953764274,1.1812329955767924,5.642757613257216,0.346299708506736,7.428069199250379,9.22832225399452,2.353026614313639,9.523610882975293
8818,25.023874460845107,12.184586527486871,1.7599181073949834,1.8209228249645955,3.671154650559749,6.103927210583254,1.1969733454518274,0.9466920498243511,7.757876458787318,7.485242420236045,3.3438656740943915,0.7486671179133381,6.718400329632771,11.293189309512373,4.734422797515986,0.30768590723498435,8.624848752084322,1.0445674999144265,8.680489364188004,3.9393312800968876,2.77268069282651,1.0831477982671105,7.582622836480148,0.2906696381855082,9.852622041646102
35354,24.922757808428685,12.144270918266283,1.757434262795216,2.7253351862428263,0.5034969117263391,5.585887202827677,9.066015402328324,1.7887834097016646,4.1653291494547195,5.445043679954593,7.422585190683508,0.9781748245929158,10.11772579543677,11.168759383301717,10.841167028798536,1.9293082044546537,8.665078076512254,2.502623294921352,0.8019791468975178,2.460522074290759,1.8569119219171333,2.8655086381066988,2.832531237228693,0.893392831150519,5.383841409470837
9709,23.51172519519944,11.350818506362936,1.7559725040116092,7.518858163761822,0.5949276545019142,2.401948502067842,7.669831756675453,0.8164066768992265,4.632310326866978,6.642733213272852,2.83859763045037,4.62027690150183,7.280535088027988,9.301991132242016,2.38275565322825,3.306187237707503,8.853839567380392,4.428420461707027,1.4188863244689875,6.996997224777311,0.10280016961764596,0.4542800522762889,8.333497320771228,0.840786707202687,8.563132234594358
27220,23.059361122962503,11.270294933208723,1.7283807778237628,1.0771189747761039,0.3377764322887011,0.9808933621784865,9.024497485967387,1.660641096042024,8.021264518213707,4.81941767222706,2.6631378056500727,3.8739465643086093,7.545868493754798,7.183953478817348,7.597833016808389,0.3833746069202862,8.857462603344421,3.406811857073042,0.5417493954190818,8.945361052568595,5.789222932810109,4.33275129586265,9.340279445847473,1.8353384426136816,1.781299466507984
21580,23.438464449794747,11.53514888518809,1.7215611733711003,8.620007965424623,0.7193746672030698,0.7778453528804132,1.2495520185930293,1.649366980413075,11.6415418954436,10.732768010756903,1.6218162446129933,3.591853473612663,5.420994745688916,9.813737236209832,6.592739043793229,0.8562178605708107,9.869420049960254,2.066092789433638,0.12503196423534993,4.288221285152243,2.5030821241299432,1.438176430559469,9.453874564841737,6.866542083690845,0.10174321279336863
10576,23.70927483692833,12.004341444513003,1.67683291332313,5.344580464820666,0.5483197356353341,0.4275852048378317,7.340064566932142,0.605584849740139,6.882993818825945,5.855408987606936,8.177412101670509,3.336537638093794,10.378699262334363,10.768830569904043,1.8117039452962593,0.6186520183227687,8.377182795280017,0.5915262157275072,4.402640898000996,8.91508103746242,5.539439635330216,1.1715734525022852,6.826610872715334,1.2437172652113737,0.8358546637491174
