,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,2.2652685961320693,2022-03-23 05:16:46.824701,2022-03-23 05:23:23.404377,0 days 00:06:36.579676000,379,0.38235397762046,310,0.19588518193501614,COMPLETE
1,1,2.2267638906006466,2022-03-23 05:23:23.428522,2022-03-23 05:23:32.181757,0 days 00:00:08.753235000,45,0.5734085771436405,174,0.35733916342000327,COMPLETE
2,2,2.2298549141902253,2022-03-23 05:23:32.182186,2022-03-23 05:36:59.821585,0 days 00:13:27.639399000,422,0.8067009466183797,523,0.7448717192661602,COMPLETE
3,3,2.1827611057471126,2022-03-23 05:36:59.822382,2022-03-23 05:45:27.026988,0 days 00:08:27.204606000,398,0.9409770723682741,363,0.5337992452152605,COMPLETE
4,4,2.261726255738934,2022-03-23 05:45:27.027797,2022-03-23 05:53:40.164615,0 days 00:08:13.136818000,328,0.221877279116788,491,0.5264755523939637,COMPLETE
5,5,2.248277178976914,2022-03-23 05:53:40.165409,2022-03-23 05:54:18.325942,0 days 00:00:38.160533000,128,0.9300078379606584,177,0.06607509402380563,COMPLETE
6,6,2.277433706070207,2022-03-23 05:54:18.326752,2022-03-23 05:54:26.624601,0 days 00:00:08.297849000,45,0.829006411210303,164,0.2237389175763025,COMPLETE
7,7,2.1423697475815193,2022-03-23 05:54:26.625075,2022-03-23 05:57:28.066076,0 days 00:03:01.441001000,298,0.9751242087587357,216,0.9002468456773111,COMPLETE
8,8,2.1878922146923685,2022-03-23 05:57:28.066885,2022-03-23 06:02:04.256763,0 days 00:04:36.189878000,271,0.9256184607087115,387,0.6479595010941567,COMPLETE
9,9,2.2220507210640257,2022-03-23 06:02:04.257578,2022-03-23 06:03:07.162191,0 days 00:01:02.904613000,363,0.40771008707861156,53,0.6772596676206603,COMPLETE
10,10,2.195741826615364,2022-03-23 06:03:07.163003,2022-03-23 06:03:29.437146,0 days 00:00:22.274143000,543,0.6734868061405586,9,0.3113130413226262,COMPLETE
11,11,2.323022977576536,2022-03-23 06:03:29.437682,2022-03-23 06:05:33.562162,0 days 00:02:04.124480000,190,0.07931495553794521,312,0.03422752349655894,COMPLETE
12,12,2.2113070469956795,2022-03-23 06:05:33.562980,2022-03-23 06:06:05.309527,0 days 00:00:31.746547000,157,0.007942593155901012,108,0.00851578251082332,COMPLETE
