,11880
Returns,0.292932147266183
Standard Deviation,0.11537384056469083
Sortino Ratio,2.228686728357694
ASIANPAINT Weight,0.040230092597093065
BAJFINANCE Weight,0.051722685153681926
BAJAJFINSV Weight,0.034483796318798624
BRITANNIA Weight,0.02873750004050419
DIVISLAB Weight,0.051722685153681926
GRASIM Weight,0.005752314927326442
HCLTECH Weight,0.017244907483915314
HDFCBANK Weight,0.0632152777102708
HINDALCO Weight,0.08045416654515411
HINDUNILVR Weight,0.034483796318798624
ICICIBANK Weight,0.034483796318798624
INFY Weight,0.017244907483915314
JSWSTEEL Weight,0.034483796318798624
LT Weight,0.005752314927326442
NESTLEIND Weight,0.08620046282344855
POWERGRID Weight,0.022991203762209752
RELIANCE Weight,0.022991203762209752
TCS Weight,0.040230092597093065
TATACONSUM Weight,0.0632152777102708
TATASTEEL Weight,0.011498611205620879
TECHM Weight,0.017244907483915314
TITAN Weight,0.08620046282344855
ULTRACEMCO Weight,0.07470787026685967
WIPRO Weight,0.07470787026685967
