,Returns,Semi Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.0433481502596126,1.3921322930552036,0.02407313269840141,6.509959578079413,0.9907655478832452,1.5764923128817352,5.26373273504147,1.6259672146184365,6.6563702418169095,0.3292594896244769,5.4598980876871375,2.9285428082125,3.4288423016242837,0.7419629267626728,2.725942359513047,5.483447134732676,0.8971758606478062,8.423661317958967,2.098387256045632,6.861436778554839,2.251690908273392,6.77750167090837,8.334421289970917,1.9236087996717322,6.737328544742978,3.5589163575244656,8.414688477222892
