,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,2.3803960015020493,2022-03-25 03:10:03.220461,2022-03-25 03:10:05.466237,0 days 00:00:02.245776000,110.197052124022,39.65994336993036,COMPLETE
1,1,2.2565652672935377,2022-03-25 03:10:05.466670,2022-03-25 03:10:10.111915,0 days 00:00:04.645245000,183.72933966279822,50.086837086650206,COMPLETE
2,2,2.50236334572931,2022-03-25 03:10:10.112618,2022-03-25 03:10:14.762093,0 days 00:00:04.649475000,110.31392094276086,83.39179509802085,COMPLETE
3,3,2.3814123960372755,2022-03-25 03:10:14.762478,2022-03-25 03:10:20.110493,0 days 00:00:05.348015000,192.18189815152732,55.27718133451918,COMPLETE
4,4,2.2963445925454367,2022-03-25 03:10:20.110878,2022-03-25 03:10:21.048552,0 days 00:00:00.937674000,116.53548747993688,15.519016891795987,COMPLETE
5,5,2.398853726261774,2022-03-25 03:10:21.048934,2022-03-25 03:10:25.620722,0 days 00:00:04.571788000,160.00215215340327,56.61786279782569,COMPLETE
6,6,2.1517854152709512,2022-03-25 03:10:25.621108,2022-03-25 03:10:26.365008,0 days 00:00:00.743900000,122.36350161115678,11.93324780190238,COMPLETE
7,7,2.4130090087628164,2022-03-25 03:10:26.365393,2022-03-25 03:10:31.108782,0 days 00:00:04.743389000,104.4458929245084,89.8104864324741,COMPLETE
8,8,2.3352327312845627,2022-03-25 03:10:31.109165,2022-03-25 03:10:34.484512,0 days 00:00:03.375347000,132.60454577469076,50.274759015741715,COMPLETE
9,9,2.4518971475019433,2022-03-25 03:10:34.484885,2022-03-25 03:10:39.852452,0 days 00:00:05.367567000,185.24198676540774,57.5546821362026,COMPLETE
10,10,2.421051782911136,2022-03-25 03:10:39.852828,2022-03-25 03:10:47.167744,0 days 00:00:07.314916000,146.98148853693016,99.40752822705818,COMPLETE
11,11,2.3094110071617826,2022-03-25 03:10:47.168130,2022-03-25 03:10:53.734284,0 days 00:00:06.566154000,169.61818582767526,76.40173467176942,COMPLETE
12,12,2.3015528254122835,2022-03-25 03:10:53.734659,2022-03-25 03:10:59.181445,0 days 00:00:05.446786000,138.28989409922735,76.99003568946459,COMPLETE
13,13,2.2557453757017876,2022-03-25 03:10:59.181812,2022-03-25 03:11:05.721932,0 days 00:00:06.540120000,176.0556056877996,73.6690117972761,COMPLETE
14,14,2.3867955226497757,2022-03-25 03:11:05.722320,2022-03-25 03:11:09.221296,0 days 00:00:03.498976000,195.9574512641355,35.42652989657607,COMPLETE
15,15,2.4713412168715068,2022-03-25 03:11:09.221950,2022-03-25 03:11:14.529135,0 days 00:00:05.307185000,158.20296574601105,66.17338181147608,COMPLETE
16,16,2.111686696251364,2022-03-25 03:11:14.529509,2022-03-25 03:11:19.950743,0 days 00:00:05.421234000,156.3513145880003,68.49535365865404,COMPLETE
17,17,2.275199167106036,2022-03-25 03:11:19.951132,2022-03-25 03:11:25.570607,0 days 00:00:05.619475000,128.142443786335,86.20949624730555,COMPLETE
18,18,2.452519357721769,2022-03-25 03:11:25.570987,2022-03-25 03:11:30.438071,0 days 00:00:04.867084000,145.38838667669992,66.15949166622171,COMPLETE
19,19,2.315788661915,2022-03-25 03:11:30.438453,2022-03-25 03:11:37.554437,0 days 00:00:07.115984000,162.22097397943753,86.61894264996306,COMPLETE
20,20,2.4518971475019433,2022-03-25 03:11:37.554951,2022-03-25 03:11:44.148025,0 days 00:00:06.593074000,139.00998067388582,93.80493876705002,COMPLETE
21,21,2.335293494001343,2022-03-25 03:11:44.148493,2022-03-25 03:11:48.882019,0 days 00:00:04.733526000,147.32698156528681,63.831918553405295,COMPLETE
22,22,2.168985938174796,2022-03-25 03:11:48.882433,2022-03-25 03:11:53.124430,0 days 00:00:04.241997000,101.06937006613404,82.54511991862543,COMPLETE
23,23,2.4130090087628164,2022-03-25 03:11:53.124833,2022-03-25 03:11:58.625945,0 days 00:00:05.501112000,167.97342320229865,65.07793833311285,COMPLETE
24,24,2.3039781901497833,2022-03-25 03:11:58.626344,2022-03-25 03:12:04.177429,0 days 00:00:05.551085000,152.24399559671042,71.12562308337033,COMPLETE
25,25,2.4429042654185205,2022-03-25 03:12:04.177970,2022-03-25 03:12:06.568146,0 days 00:00:02.390176000,115.68339879121316,40.700029433433436,COMPLETE
26,26,2.3741208700236895,2022-03-25 03:12:06.568912,2022-03-25 03:12:12.254348,0 days 00:00:05.685436000,142.68335648205735,79.76270998571037,COMPLETE
27,27,2.4785953504439977,2022-03-25 03:12:12.254763,2022-03-25 03:12:16.411518,0 days 00:00:04.156755000,129.4018746420389,62.614924073687355,COMPLETE
28,28,2.306590121405552,2022-03-25 03:12:16.411911,2022-03-25 03:12:20.292052,0 days 00:00:03.880141000,126.79557834697246,60.86661603745951,COMPLETE
29,29,2.3683686661685273,2022-03-25 03:12:20.292460,2022-03-25 03:12:21.999224,0 days 00:00:01.706764000,107.3158891614918,30.196534521720174,COMPLETE
30,30,2.4056364657935236,2022-03-25 03:12:21.999605,2022-03-25 03:12:24.587724,0 days 00:00:02.588119000,120.34909931654542,42.552587930879106,COMPLETE
31,31,2.4085646500497737,2022-03-25 03:12:24.588112,2022-03-25 03:12:29.074031,0 days 00:00:04.485919000,130.84287600933254,67.43051491626859,COMPLETE
32,32,2.3764005195359834,2022-03-25 03:12:29.074422,2022-03-25 03:12:31.857001,0 days 00:00:02.782579000,111.90564792010586,48.71085066334554,COMPLETE
33,33,2.2549885526940185,2022-03-25 03:12:31.857396,2022-03-25 03:12:36.250044,0 days 00:00:04.392648000,138.37996516265346,62.068884427891874,COMPLETE
34,34,2.4785953504439977,2022-03-25 03:12:36.250441,2022-03-25 03:12:40.163828,0 days 00:00:03.913387000,148.97576806276922,51.475654383857396,COMPLETE
35,35,2.327299550981781,2022-03-25 03:12:40.164212,2022-03-25 03:12:44.207791,0 days 00:00:04.043579000,154.88684115568415,51.14452142625115,COMPLETE
36,36,2.273633919521786,2022-03-25 03:12:44.208184,2022-03-25 03:12:45.937373,0 days 00:00:01.729189000,165.4084967923465,20.99132803352105,COMPLETE
37,37,2.331100866543531,2022-03-25 03:12:45.937764,2022-03-25 03:12:50.896647,0 days 00:00:04.958883000,176.78029291375833,55.65108394549888,COMPLETE
38,38,2.275199167106036,2022-03-25 03:12:50.897032,2022-03-25 03:12:55.034080,0 days 00:00:04.137048000,112.07417412824545,72.76861998636099,COMPLETE
39,39,2.398853726261774,2022-03-25 03:12:55.034464,2022-03-25 03:12:57.868404,0 days 00:00:02.833940000,120.83029663196879,46.87503318801003,COMPLETE
40,40,2.4007238922065928,2022-03-25 03:12:57.868791,2022-03-25 03:13:02.600370,0 days 00:00:04.731579000,159.0988445669944,58.34658711290616,COMPLETE
41,41,2.498805964856015,2022-03-25 03:13:02.600756,2022-03-25 03:13:06.597351,0 days 00:00:03.996595000,150.8385220402948,52.10172789342807,COMPLETE
42,42,2.349734766356029,2022-03-25 03:13:06.598026,2022-03-25 03:13:10.532283,0 days 00:00:03.934257000,150.1219326641888,51.47712205971792,COMPLETE
43,43,2.407242836467015,2022-03-25 03:13:10.532673,2022-03-25 03:13:13.577647,0 days 00:00:03.044974000,135.6476768845981,44.50790072300975,COMPLETE
44,44,2.299084438683875,2022-03-25 03:13:13.578058,2022-03-25 03:13:15.881142,0 days 00:00:02.303084000,124.60926857227582,36.21912473113927,COMPLETE
45,45,2.2574564538063098,2022-03-25 03:13:15.881528,2022-03-25 03:13:19.587670,0 days 00:00:03.706142000,133.45415264304813,54.717924125078525,COMPLETE
46,46,2.3683686661685273,2022-03-25 03:13:19.588071,2022-03-25 03:13:26.461601,0 days 00:00:06.873530000,142.42655947183016,95.27507465781039,COMPLETE
47,47,2.327299550981781,2022-03-25 03:13:26.461995,2022-03-25 03:13:31.970233,0 days 00:00:05.508238000,178.23395067503986,60.53340639600914,COMPLETE
48,48,2.203386983982485,2022-03-25 03:13:31.970619,2022-03-25 03:13:34.328240,0 days 00:00:02.357621000,153.09810311406935,29.41276838002701,COMPLETE
49,49,2.43245307813238,2022-03-25 03:13:34.328662,2022-03-25 03:13:38.930132,0 days 00:00:04.601470000,172.01682000950098,52.819390647518546,COMPLETE
