,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.035311392491271396,0.6147114111005865,0.04144420812116311,5.909595821251138,6.3447858443778165,3.2319145898698207,5.148173510688558,1.3845113283370851,4.440971486299431,6.236716044323048,3.043927499969921,0.6574013148121766,6.247513074134849,2.2648720485300604,5.6797626661044465,3.8817725760381436,0.472387137753562,5.528350011883925,4.09645768475842,2.6173676751850774,4.249756578981275,4.2740044595502,5.954219818773099,7.213182641760245,3.341915397376348,6.015948212980656,1.764492576260685
