,154424
Returns,0.2830801947387961
Standard Deviation,0.11287457620423683
Sortino Ratio,2.1907519217734546
ASIANPAINT Weight,0.0507453523453427
BAJFINANCE Weight,0.07731711530732135
BAJAJFINSV Weight,0.024173589383364044
BRITANNIA Weight,0.040116647160551244
DIVISLAB Weight,0.04543099975294697
GRASIM Weight,0.01354488419857258
HCLTECH Weight,0.05605970493773843
HDFCBANK Weight,0.024173589383364044
HINDALCO Weight,0.04543099975294697
HINDUNILVR Weight,0.07200276271492562
ICICIBANK Weight,0.018859236790968313
INFY Weight,0.00823053160617685
JSWSTEEL Weight,0.06668841012252989
LT Weight,0.018859236790968313
NESTLEIND Weight,0.08263146789971708
POWERGRID Weight,0.06137405753013416
RELIANCE Weight,0.0507453523453427
TCS Weight,0.024173589383364044
TATACONSUM Weight,0.018859236790968313
TATASTEEL Weight,0.040116647160551244
TECHM Weight,0.018859236790968313
TITAN Weight,0.07200276271492562
ULTRACEMCO Weight,0.018859236790968313
WIPRO Weight,0.0507453523453427
