,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,1.3203981407136258,2022-03-28 16:38:34.180286,2022-03-28 16:38:35.700889,0 days 00:00:01.520603000,149.2077630596862,19.999932626739724,COMPLETE
1,1,1.3663552220406612,2022-03-28 16:38:35.701590,2022-03-28 16:38:43.051889,0 days 00:00:07.350299000,150.26246691461512,97.51519647748268,COMPLETE
2,2,1.3901682192030607,2022-03-28 16:38:43.052589,2022-03-28 16:38:55.532330,0 days 00:00:12.479741000,474.33893355544996,52.399369031970465,COMPLETE
3,3,1.3253002897412214,2022-03-28 16:38:55.532997,2022-03-28 16:38:58.395266,0 days 00:00:02.862269000,109.5511019023784,51.373943102314826,COMPLETE
4,4,1.4491850082748639,2022-03-28 16:38:58.395915,2022-03-28 16:39:05.056184,0 days 00:00:06.660269000,452.4789717547561,29.332027670110314,COMPLETE
5,5,1.3525726743898727,2022-03-28 16:39:05.056567,2022-03-28 16:39:11.471138,0 days 00:00:06.414571000,293.6055766659765,43.41134822790727,COMPLETE
6,6,1.3972697947206003,2022-03-28 16:39:11.471511,2022-03-28 16:39:18.214980,0 days 00:00:06.743469000,302.3691891562819,44.84191982410557,COMPLETE
7,7,1.3959452945248687,2022-03-28 16:39:18.215625,2022-03-28 16:39:24.712288,0 days 00:00:06.496663000,413.0040760001816,31.974537606588896,COMPLETE
8,8,1.4592774061857323,2022-03-28 16:39:24.712663,2022-03-28 16:39:38.194572,0 days 00:00:13.481909000,440.8024240160381,61.80269132946709,COMPLETE
9,9,1.342500812645066,2022-03-28 16:39:38.194940,2022-03-28 16:39:45.747960,0 days 00:00:07.553020000,288.27266746356304,52.49988371005691,COMPLETE
10,10,1.4134303373564459,2022-03-28 16:39:45.748615,2022-03-28 16:39:59.553467,0 days 00:00:13.804852000,368.9546916797017,75.53163125608714,COMPLETE
11,11,1.4171080807404917,2022-03-28 16:39:59.553859,2022-03-28 16:40:17.768619,0 days 00:00:18.214760000,494.73572953001445,73.39574749453679,COMPLETE
12,12,1.3425534673070165,2022-03-28 16:40:17.769119,2022-03-28 16:40:20.515148,0 days 00:00:02.746029000,403.07033080123506,13.243594693816025,COMPLETE
13,13,1.4016615585274999,2022-03-28 16:40:20.515567,2022-03-28 16:40:35.208099,0 days 00:00:14.692532000,444.3398870266599,66.88120544070354,COMPLETE
14,14,1.3320576380248748,2022-03-28 16:40:35.208787,2022-03-28 16:40:39.906438,0 days 00:00:04.697651000,352.8553791068388,26.87021184294572,COMPLETE
15,15,1.440900389403523,2022-03-28 16:40:39.906822,2022-03-28 16:40:59.482887,0 days 00:00:19.576065000,444.58336456848554,88.77688973017435,COMPLETE
16,16,1.4544605799100907,2022-03-28 16:40:59.483279,2022-03-28 16:41:03.688556,0 days 00:00:04.205277000,244.89227738181188,34.7853730597769,COMPLETE
17,17,1.473623335415715,2022-03-28 16:41:03.688930,2022-03-28 16:41:11.164131,0 days 00:00:07.475201000,228.24569443341215,65.60821026096927,COMPLETE
18,18,1.4065932372748677,2022-03-28 16:41:11.164512,2022-03-28 16:41:18.460831,0 days 00:00:07.296319000,227.4142788431504,64.44347631706157,COMPLETE
19,19,1.3731490170919165,2022-03-28 16:41:18.461271,2022-03-28 16:41:27.492873,0 days 00:00:09.031602000,218.86410064848866,82.44663388869644,COMPLETE
20,20,1.3891572310217442,2022-03-28 16:41:27.493258,2022-03-28 16:41:33.601825,0 days 00:00:06.108567000,190.7588974540181,63.5825884480319,COMPLETE
21,21,1.39347690779646,2022-03-28 16:41:33.602494,2022-03-28 16:41:38.712966,0 days 00:00:05.110472000,245.7979041205133,41.26354204507233,COMPLETE
