,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
0,2758.6201171875,5271.6318359375,8868.2998046875,3496.736083984375,3833.336181640625,930.9149169921876,915.581298828125,1418.9090576171875,236.71241760253903,2355.9208984375,525.9599609375,1236.039306640625,382.1979064941406,1282.483642578125,18242.900390625,131.47975158691406,1981.1268310546875,2891.489013671875,598.0339965820312,629.0234375,942.9925537109376,1554.8699951171875,5265.10693359375,386.6000061035156
