,29336
Returns,28.824228508644158
Standard Deviation,11.074979948601694
Sortino Ratio,227.93927055219135
ASIANPAINT Weight,5.1568111361917035
BAJFINANCE Weight,0.8361807237188169
BAJAJFINSV Weight,1.3762595252779277
BRITANNIA Weight,4.616732334632593
DIVISLAB Weight,7.317126342428148
GRASIM Weight,4.616732334632593
HCLTECH Weight,4.616732334632593
HDFCBANK Weight,6.777047540869037
HINDALCO Weight,5.1568111361917035
HINDUNILVR Weight,2.9964959299552603
ICICIBANK Weight,0.8361807237188169
INFY Weight,1.9163383268370384
JSWSTEEL Weight,2.45641712839615
LT Weight,1.3762595252779277
NESTLEIND Weight,6.236968739309927
POWERGRID Weight,1.3762595252779277
RELIANCE Weight,6.777047540869037
TCS Weight,8.397283945546368
TATACONSUM Weight,7.857205143987259
TATASTEEL Weight,5.696889937750815
TECHM Weight,2.9964959299552603
TITAN Weight,7.857205143987259
ULTRACEMCO Weight,1.3762595252779277
WIPRO Weight,1.3762595252779277
