,66167
Returns,28.96848916810168
Standard Deviation,11.00416390538753
Sortino Ratio,230.7171120531177
ASIANPAINT Weight,3.9623391405586337
BAJFINANCE Weight,7.231579558287166
BAJAJFINSV Weight,1.7828455287396114
BRITANNIA Weight,1.2379721257848555
DIVISLAB Weight,6.141832752377655
GRASIM Weight,1.2379721257848555
HCLTECH Weight,4.507212543513388
HDFCBANK Weight,2.872592334649122
HINDALCO Weight,1.2379721257848555
HINDUNILVR Weight,6.686706155332411
ICICIBANK Weight,3.9623391405586337
INFY Weight,7.776452961241922
JSWSTEEL Weight,2.3277189316943665
LT Weight,0.6930987228301
NESTLEIND Weight,7.776452961241922
POWERGRID Weight,2.872592334649122
RELIANCE Weight,6.686706155332411
TCS Weight,1.2379721257848555
TATACONSUM Weight,5.052085946468144
TATASTEEL Weight,2.872592334649122
TECHM Weight,2.872592334649122
TITAN Weight,8.321326364196677
ULTRACEMCO Weight,2.872592334649122
WIPRO Weight,7.776452961241922
