,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,2.147332220401715,2022-03-27 22:13:47.464569,2022-03-27 22:13:56.208281,0 days 00:00:08.743712000,374,0.6005995786863707,7,0.44423868295163826,COMPLETE
1,1,2.252806527522304,2022-03-27 22:13:56.208968,2022-03-27 22:16:32.945364,0 days 00:02:36.736396000,169,0.19396368950474852,477,0.49067701552726595,COMPLETE
2,2,2.2898075642711824,2022-03-27 22:16:32.946153,2022-03-27 22:28:47.371480,0 days 00:12:14.425327000,522,0.7690436200701399,324,0.060571203606307855,COMPLETE
3,3,2.227440768227912,2022-03-27 22:28:47.372285,2022-03-27 22:28:55.595381,0 days 00:00:08.223096000,36,0.08635032791783903,220,0.16720214250369636,COMPLETE
4,4,2.227612461095923,2022-03-27 22:28:55.595848,2022-03-27 22:37:29.622300,0 days 00:08:34.026452000,378,0.33310905042154904,409,0.8136978184977677,COMPLETE
5,5,2.2194089474921372,2022-03-27 22:37:29.623059,2022-03-27 22:42:57.367049,0 days 00:05:27.743990000,263,0.7475500867798961,491,0.7034583527803812,COMPLETE
6,6,2.2312599933567037,2022-03-27 22:42:57.367839,2022-03-27 22:43:40.729357,0 days 00:00:43.361518000,161,0.05954312993277944,144,0.5531045383484884,COMPLETE
7,7,2.2266258339086824,2022-03-27 22:43:40.730103,2022-03-27 22:50:24.713889,0 days 00:06:43.983786000,336,0.35374727617409885,395,0.5973066405022823,COMPLETE
8,8,2.249759034101322,2022-03-27 22:50:24.714703,2022-03-27 22:51:21.732349,0 days 00:00:57.017646000,121,0.3513501437028935,294,0.34799713259846576,COMPLETE
9,9,2.1459634755114747,2022-03-27 22:51:21.733265,2022-03-27 22:51:52.677893,0 days 00:00:30.944628000,91,0.9185521128457309,243,0.8537566173473728,COMPLETE
10,10,2.197954472737167,2022-03-27 22:51:52.678348,2022-03-27 22:55:36.918923,0 days 00:03:44.240575000,541,0.9513698696548163,94,0.04550377017878132,COMPLETE
11,11,2.2474565813458267,2022-03-27 22:55:36.919699,2022-03-27 23:14:36.235689,0 days 00:18:59.315990000,528,0.634367863092989,496,0.24089629668573623,COMPLETE
12,12,2.21998944767901,2022-03-27 23:14:36.236492,2022-03-27 23:17:57.210074,0 days 00:03:20.973582000,233,0.19701170846252844,369,0.07510000662200805,COMPLETE
13,13,2.209075735612857,2022-03-27 23:17:57.210859,2022-03-27 23:34:04.671882,0 days 00:16:07.461023000,457,0.7749813483441057,549,0.9623291316894069,COMPLETE
14,14,2.263186477351392,2022-03-27 23:34:04.672699,2022-03-27 23:36:06.645893,0 days 00:02:01.973194000,185,0.49458351322248933,327,0.32409650488020364,COMPLETE
15,15,2.2154150441439593,2022-03-27 23:36:06.646706,2022-03-27 23:44:53.036400,0 days 00:08:46.389694000,444,0.4972608487396416,315,0.2882692325770118,COMPLETE
16,16,2.2642966266060083,2022-03-27 23:44:53.037218,2022-03-27 23:46:17.855400,0 days 00:01:24.818182000,213,0.4960645575089619,180,0.15741270780857464,COMPLETE
17,17,2.2458054958252154,2022-03-27 23:46:17.856217,2022-03-27 23:49:24.066616,0 days 00:03:06.210399000,327,0.7605906353995953,191,0.15684233552945487,COMPLETE
18,18,2.225855455479892,2022-03-27 23:49:24.067426,2022-03-27 23:50:03.024099,0 days 00:00:38.956673000,228,0.6748426603168673,74,0.03293963711390893,COMPLETE
19,19,2.2676629953234593,2022-03-27 23:50:03.024915,2022-03-27 23:55:22.093618,0 days 00:05:19.068703000,474,0.85212321144284,169,0.16995076050412788,COMPLETE
20,20,2.2357551899577692,2022-03-27 23:55:22.094556,2022-03-28 00:03:42.811462,0 days 00:08:20.716906000,485,0.8394040534923095,256,0.17139356689305413,COMPLETE
21,21,2.1960743890449543,2022-03-28 00:03:42.812371,2022-03-28 00:08:22.960738,0 days 00:04:40.148367000,429,0.8574354170746126,178,0.39653427417938353,COMPLETE
22,22,2.2712989402017993,2022-03-28 00:08:22.961558,2022-03-28 00:13:29.850397,0 days 00:05:06.888839000,498,0.5649360381365572,150,0.007138152451452717,COMPLETE
23,23,2.2087643500495644,2022-03-28 00:13:29.851202,2022-03-28 00:17:29.554645,0 days 00:03:59.703443000,502,0.9964759532876988,115,0.015786070193286185,COMPLETE
24,24,2.1883931717424523,2022-03-28 00:17:29.555444,2022-03-28 00:18:25.502227,0 days 00:00:55.946783000,402,0.5759323056050671,40,0.1076520427981087,COMPLETE
25,25,2.251430997608551,2022-03-28 00:18:25.503040,2022-03-28 00:23:14.980010,0 days 00:04:49.476970000,475,0.698064419449755,153,0.2542881327792006,COMPLETE
26,26,2.255955277984967,2022-03-28 00:23:14.980795,2022-03-28 00:31:16.671534,0 days 00:08:01.690739000,515,0.8352235036872978,221,0.21772571015750108,COMPLETE
27,27,2.2600852354093983,2022-03-28 00:31:16.672333,2022-03-28 00:36:43.367606,0 days 00:05:26.695273000,315,0.5810783865508948,357,0.008139455015889401,COMPLETE
