,51
Returns,31.0
Semi Deviation,12.074767078498864
Sortino Ratio,2.2708512571497863
ASIANPAINT Weight,23.91346793460807
BAJFINANCE Weight,15.26564292454681
BAJAJFINSV Weight,0.7166404868536145
BRITANNIA Weight,8.480638278304484
DIVISLAB Weight,2.000639106278378
GRASIM Weight,0.023932593641304904
HCLTECH Weight,1.2177234532269485
HDFCBANK Weight,0.12406900077641288
HINDALCO Weight,3.5656737551672064
HINDUNILVR Weight,6.650914350567724
ICICIBANK Weight,1.2306489723021428
INFY Weight,0.26416586979751944
JSWSTEEL Weight,0.4077691482879886
LT Weight,1.6041615566504617
NESTLEIND Weight,1.6319313828666753
POWERGRID Weight,1.1635948209787619
RELIANCE Weight,20.428917173834613
TCS Weight,2.3696915846117417
TATACONSUM Weight,0.999102658560834
TATASTEEL Weight,1.6223160889449744
TECHM Weight,1.202611669193493
TITAN Weight,0.511647003941541
ULTRACEMCO Weight,2.6606997232489666
WIPRO Weight,1.9434004628093273
