,952
Returns,0.2964496988676185
Standard Deviation,0.11700031886108539
Sortino Ratio,2.22776913263876
ASIANPAINT Weight,0.026571322375105677
BAJFINANCE Weight,0.08091456182472521
BAJAJFINSV Weight,0.08091456182472521
BRITANNIA Weight,0.020533184658481283
DIVISLAB Weight,0.09299083725797398
GRASIM Weight,0.0084569092252325
HCLTECH Weight,0.056762010958227645
HDFCBANK Weight,0.0084569092252325
HINDALCO Weight,0.06883828639147642
HINDUNILVR Weight,0.06883828639147642
ICICIBANK Weight,0.020533184658481283
INFY Weight,0.014495046941856892
JSWSTEEL Weight,0.026571322375105677
LT Weight,0.04468573552497885
NESTLEIND Weight,0.09299083725797398
POWERGRID Weight,0.014495046941856892
RELIANCE Weight,0.03260946009173007
TCS Weight,0.06883828639147642
TATACONSUM Weight,0.03260946009173007
TATASTEEL Weight,0.03260946009173007
TECHM Weight,0.014495046941856892
TITAN Weight,0.03260946009173007
ULTRACEMCO Weight,0.014495046941856892
WIPRO Weight,0.04468573552497885
