,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
15,15,1.43585403712871,2022-03-16 14:41:48.366444,2022-03-16 14:45:08.364802,0 days 00:03:19.998358,281,0.101680260367223,240,0.148649534618414,COMPLETE
30,30,1.43181416598518,2022-03-16 15:24:58.962971,2022-03-16 15:25:16.645851,0 days 00:00:17.682880,75,0.243610214533099,159,0.161208403997723,COMPLETE
69,69,1.42883232757759,2022-03-16 17:07:12.976253,2022-03-16 17:19:57.770903,0 days 00:12:44.794650,471,0.419991658289294,372,0.101821780733216,COMPLETE
88,88,1.42808960278085,2022-03-16 20:45:36.784454,2022-03-16 20:50:06.209442,0 days 00:04:29.424988,376,0.363153196523217,199,0.100309061098339,COMPLETE
24,24,1.42564194439116,2022-03-16 15:11:02.182981,2022-03-16 15:15:43.700516,0 days 00:04:41.517535,248,0.289333866164447,413,0.162541873349342,COMPLETE
43,43,1.42143805958671,2022-03-16 15:37:13.524110,2022-03-16 15:41:50.596054,0 days 00:04:37.071944,415,0.322218869687204,165,0.607529940879153,COMPLETE
70,70,1.42030890527589,2022-03-16 17:19:57.771822,2022-03-16 17:32:44.404349,0 days 00:12:46.632527,473,0.442807316108253,372,0.162567910622331,COMPLETE
55,55,1.42014337672369,2022-03-16 16:19:13.287255,2022-03-16 16:23:24.107434,0 days 00:04:10.820179,367,0.380925056003764,190,0.147353684916668,COMPLETE
89,89,1.42006428787285,2022-03-16 20:50:06.210399,2022-03-16 20:54:36.547717,0 days 00:04:30.337318,372,0.256760581095987,205,0.100005931087264,COMPLETE
40,40,1.41650003209672,2022-03-16 15:28:36.542747,2022-03-16 15:31:18.361619,0 days 00:02:41.818872,356,0.101288509010982,127,0.196698541217073,COMPLETE
90,90,1.41589373070652,2022-03-16 20:54:36.548757,2022-03-16 20:58:21.180092,0 days 00:03:44.631335,338,0.257563463101863,202,0.100358227498164,COMPLETE
93,93,1.41561141636958,2022-03-16 21:06:57.099210,2022-03-16 21:11:59.159091,0 days 00:05:02.059881,348,0.292644874793871,259,0.11276821354049,COMPLETE
72,72,1.41531090038828,2022-03-16 17:44:33.316285,2022-03-16 17:57:17.568755,0 days 00:12:44.252470,473,0.446925481159404,367,0.167823854985258,COMPLETE
98,98,1.4146978880351,2022-03-16 21:26:00.941521,2022-03-16 21:30:49.225816,0 days 00:04:48.284295,412,0.200100112129217,183,0.32686686049449,COMPLETE
