,29949
Returns,0.29580850777591505
Standard Deviation,0.18085896352540842
Sharpe Ratio,1.437631305121281
ASIANPAINT Weight,0.06531025191039658
BAJFINANCE Weight,0.08582034995315024
BAJAJFINSV Weight,0.010616657129720153
BRITANNIA Weight,0.031126755172473812
DIVISLAB Weight,0.017453356477304706
GRASIM Weight,0.02429005582488926
HCLTECH Weight,0.037963454520058365
HDFCBANK Weight,0.031126755172473812
HINDALCO Weight,0.037963454520058365
HINDUNILVR Weight,0.017453356477304706
ICICIBANK Weight,0.017453356477304706
INFY Weight,0.06531025191039658
JSWSTEEL Weight,0.05163685321522748
LT Weight,0.017453356477304706
NESTLEIND Weight,0.09265704930073479
POWERGRID Weight,0.031126755172473812
RELIANCE Weight,0.017453356477304706
TCS Weight,0.08582034995315024
TATACONSUM Weight,0.04480015386764292
TATASTEEL Weight,0.05163685321522748
TECHM Weight,0.02429005582488926
TITAN Weight,0.06531025191039658
ULTRACEMCO Weight,0.031126755172473812
WIPRO Weight,0.04480015386764292
