,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,26.200000000000003,11.180339887498949,2.02319430604181,2.3834043934703835,4.812274233975198,2.476796446315059,2.9446278298292654,1.6692252821167728,6.4769321917885705,2.921142858171229,3.8919512856389096,2.0553060601099653,5.097138446837732,3.4604188114955114,5.341024683188408,5.165931748371322,2.322384435733139,5.393315981123104,2.654382664098278,5.319267052486072,5.486141115158389,4.483794481019196,3.9342833942927724,3.6243913204148965,5.968754049347599,1.5515959921319327,5.1798312756184695,1.2326926642691072,4.152991302998751
1,26.0,11.180339887498949,2.0053057622218113,2.0076897229265795,4.700917890568566,3.9773086900743007,3.6211474075375505,3.1253707617460464,3.0684908974226395,3.91540887871376,5.2629445692478996,1.1578305342623616,2.418083173202359,5.356200306451776,2.5117254258796824,4.4369465818643565,2.0828583660378435,4.950647741275527,2.428396835395638,5.8845788571238415,4.30062760048843,3.421530967076652,4.5985431996625765,4.982010738865462,6.0305218734884125,2.287582109676035,4.516955501846843,5.092220618869978,3.863460750294861
2,26.0,11.180339887498949,2.0053057622218113,2.30931944234975,4.546961163454874,3.728565445554049,3.7231479868725805,2.985223845562313,3.3701650566067545,3.5245960173902344,5.330577089714629,1.156799353988756,2.2050567558957783,5.156297358552614,2.6282434387816975,5.115711609543759,2.212569237725425,4.894560123519034,2.1865456416860414,6.225799334551646,4.039242951420379,3.6030511731923864,4.396938850465619,4.8320431626127665,6.110569001902265,2.126631748397136,4.487782316251039,5.155146554824412,3.9484553391840462
3,26.0,11.180339887498949,2.0053057622218113,2.4732370793076615,4.463294928739969,3.5933884314024676,3.7785791756987686,2.9090624136858123,3.5341068439057364,3.312212699050712,5.3673313026536436,1.1562389694416026,2.089289692221542,5.0476621123201975,2.6915639808504794,5.484579636207884,2.2830593061956,4.864079871828901,2.0551140432210744,6.411232170707774,3.8971960931258964,3.7016965033127263,4.287378994812139,4.750544791806806,6.1540698086528645,2.0391648935434015,4.4719284419891006,5.189343021753272,3.9946447935639653
4,26.0,11.180339887498949,2.0053057622218113,2.575226158437033,4.411238039736705,3.5092816845713255,3.8130683008981565,2.861674991280172,3.6361109493074,3.1800684132869415,5.390199667530921,1.155890299798828,2.017259760380353,4.98006957664277,2.7309618387956003,5.714088254425718,2.326918022709953,4.845115147475862,1.9733376831861535,6.526607944485964,3.8088149491590957,3.763073342108722,4.21921116982992,4.699836741451137,6.181135884666499,1.984743269693581,4.46206420732457,5.210619964468399,4.023383738348203
5,26.200000000000003,11.180339887498949,2.02319430604181,2.6440741330176274,4.3760969108880445,3.452505221666493,3.8363502682941206,2.829685997153803,3.704969067409454,3.090864093521545,5.405637012560514,1.1556549295130323,1.9686357806486272,4.934441071925573,2.757557458105927,5.869018602341155,2.3565249553883754,4.832312964425166,1.9181343535253776,6.6044926396720145,3.7491530441279557,3.804505925610176,4.173194314675882,4.665606149394411,6.199406904753067,1.9480058208663955,4.455405331852432,5.224983016117739,4.042784032545079
6,27.200000000000003,11.627553482998906,2.03138175494404,1.6313437798331947,2.70707193111366,8.29382024699538,2.152021124881914,1.6444346611109648,10.401156746741849,2.3926890277457766,4.443095156104979,6.297396147407416,4.296655965625449,3.4891888299587026,2.6787529504579486,3.6531008116615067,1.479884735450152,2.8272435297003815,8.495720876578295,4.216497406466679,2.6632903824541914,5.3717196399862095,3.028362801555009,3.021363513302028,4.256622594206758,1.9329431730252526,2.7881143197667275,3.208215412491723,2.629294235377851
7,27.200000000000003,11.627553482998906,2.03138175494404,2.2155514831871765,3.579513955960037,5.511868804865606,3.1745666007596083,2.263215423673543,10.069287749530417,2.6375270896393395,5.30031128295648,2.790588997395685,3.819672671772969,4.379010300428205,2.45107420491882,4.9582241644695015,2.0609385948035652,3.8842882392649094,1.5743889674036602,5.838549739483083,2.9132871005864946,3.5264206327078234,3.8368354250061145,4.077572473012941,5.622936038922865,2.191387223928379,3.6050412107692282,4.402930690063098,3.315010934490428
8,27.599999999999998,11.627553482998906,2.0657828007517285,1.9691192250278582,3.1813809227189673,6.595405332643677,2.824516974109883,1.9826656074870288,13.32807295356598,2.4363874654221664,5.240286924156483,3.6343291884662148,4.7927123872831965,4.109170854768984,2.28314756995486,4.431289118622008,1.8975280348417933,3.3997972812869404,1.4173023046233342,5.414681176048884,2.503896788559181,3.3676940175659573,3.680183532047012,3.7867197026939516,5.318751199709991,2.330480194621091,3.168686606268451,3.973458158380335,2.932336479125772
9,27.999999999999996,11.627553482998906,2.1001838465594176,1.8205450820922942,2.9413462996953608,7.2486700965851165,2.6134718631618936,1.8135219701970857,15.292796331573022,2.3151202762089436,5.20409820547745,4.143020610136947,5.379358562804313,3.9464845057151705,2.1819045100885095,4.113599691903816,1.7990077190589273,3.107697418309302,1.3225946699024518,5.159130587826578,2.2570751460116463,3.271997654671293,3.585738020288623,3.6113644087346652,5.135357994138555,2.414339422562226,2.905608177072803,3.714528934642585,2.7016218411404305
