,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,2.5129963962516864,2022-03-22 23:17:18.261182,2022-03-22 23:17:23.527604,0 days 00:00:05.266422000,173.88191405608,59.78866003154266,COMPLETE
1,1,2.3683686661685273,2022-03-22 23:17:23.527988,2022-03-22 23:17:31.519849,0 days 00:00:07.991861000,179.67364300857167,87.47834315394695,COMPLETE
2,2,2.358191690117086,2022-03-22 23:17:31.520227,2022-03-22 23:17:38.205098,0 days 00:00:06.684871000,159.78444690039697,81.65368285341478,COMPLETE
3,3,2.3683686661685273,2022-03-22 23:17:38.205488,2022-03-22 23:17:39.652584,0 days 00:00:01.447096000,151.35275942415646,18.23795400110545,COMPLETE
4,4,2.2549885526940185,2022-03-22 23:17:39.652958,2022-03-22 23:17:41.584377,0 days 00:00:01.931419000,113.17736509320098,32.02324314099927,COMPLETE
5,5,2.315788661915,2022-03-22 23:17:41.584748,2022-03-22 23:17:42.276412,0 days 00:00:00.691664000,101.26830514833736,12.458096610971818,COMPLETE
6,6,2.4167422700817727,2022-03-22 23:17:42.276772,2022-03-22 23:17:48.574620,0 days 00:00:06.297848000,196.8611297560521,63.10060928205305,COMPLETE
7,7,2.434630813901771,2022-03-22 23:17:48.575293,2022-03-22 23:17:53.470437,0 days 00:00:04.895144000,165.01856211598565,58.83766675954953,COMPLETE
8,8,2.4056364657935236,2022-03-22 23:17:53.470807,2022-03-22 23:18:02.243210,0 days 00:00:08.772403000,177.27401428550473,97.39629717213856,COMPLETE
9,9,2.2574564538063098,2022-03-22 23:18:02.243710,2022-03-22 23:18:06.804478,0 days 00:00:04.560768000,151.62731363621174,59.76279516245912,COMPLETE
10,10,2.293833066918534,2022-03-22 23:18:06.804933,2022-03-22 23:18:09.438847,0 days 00:00:02.633914000,130.1681365779059,39.4223065340264,COMPLETE
11,11,2.3803960015020493,2022-03-22 23:18:09.439245,2022-03-22 23:18:15.279975,0 days 00:00:05.840730000,171.89644235966335,67.77507008837681,COMPLETE
12,12,2.3803960015020493,2022-03-22 23:18:15.280355,2022-03-22 23:18:20.153686,0 days 00:00:04.873331000,191.7053431790982,50.435353965633674,COMPLETE
13,13,2.434630813901771,2022-03-22 23:18:20.154069,2022-03-22 23:18:25.081187,0 days 00:00:04.927118000,132.9899497619583,73.61426002797697,COMPLETE
14,14,2.297187168884784,2022-03-22 23:18:25.081562,2022-03-22 23:18:29.176191,0 days 00:00:04.094629000,165.6305870659947,48.21945359146984,COMPLETE
15,15,2.327299550981781,2022-03-22 23:18:29.176569,2022-03-22 23:18:32.423347,0 days 00:00:03.246778000,185.03740606990564,34.97876030303995,COMPLETE
16,16,2.3803960015020493,2022-03-22 23:18:32.423717,2022-03-22 23:18:37.703403,0 days 00:00:05.279686000,137.43292574496067,75.97169195502372,COMPLETE
17,17,2.327299550981781,2022-03-22 23:18:37.703935,2022-03-22 23:18:42.674822,0 days 00:00:04.970887000,134.91502714660356,72.02436232836388,COMPLETE
18,18,2.4130090087628164,2022-03-22 23:18:42.675328,2022-03-22 23:18:48.679185,0 days 00:00:06.003857000,125.44162687736721,94.4156659615243,COMPLETE
19,19,2.4056364657935236,2022-03-22 23:18:48.679961,2022-03-22 23:18:54.985146,0 days 00:00:06.305185000,147.40609860459475,84.17235894472122,COMPLETE
20,20,2.275199167106036,2022-03-22 23:18:54.985539,2022-03-22 23:18:57.645187,0 days 00:00:02.659648000,116.70669677008243,44.101731338523535,COMPLETE
21,21,2.424270365606022,2022-03-22 23:18:57.645577,2022-03-22 23:19:02.493670,0 days 00:00:04.848093000,164.15887114255176,57.16478095995477,COMPLETE
22,22,2.4298605355497718,2022-03-22 23:19:02.494087,2022-03-22 23:19:07.447839,0 days 00:00:04.953752000,143.0782335360242,66.97728064531003,COMPLETE
23,23,2.441379673615679,2022-03-22 23:19:07.448237,2022-03-22 23:19:11.877851,0 days 00:00:04.429614000,156.76782150386586,55.62990712779154,COMPLETE
24,24,2.330137044139436,2022-03-22 23:19:11.878229,2022-03-22 23:19:16.240286,0 days 00:00:04.362057000,157.97690886967203,54.13166230587696,COMPLETE
25,25,2.339740220092962,2022-03-22 23:19:16.240665,2022-03-22 23:19:18.966026,0 days 00:00:02.725361000,169.85461520776028,31.261600730486506,COMPLETE
26,26,2.2696089971622864,2022-03-22 23:19:18.966400,2022-03-22 23:19:23.239039,0 days 00:00:04.272639000,183.57391316267268,45.67397402064648,COMPLETE
27,27,2.2893895985017076,2022-03-22 23:19:23.239417,2022-03-22 23:19:28.083967,0 days 00:00:04.844550000,156.5844811044438,60.63059763402684,COMPLETE
28,28,2.323381108049782,2022-03-22 23:19:28.084368,2022-03-22 23:19:32.674686,0 days 00:00:04.590318000,173.97275224536523,52.85421834207849,COMPLETE
29,29,2.287414723649785,2022-03-22 23:19:32.675077,2022-03-22 23:19:38.289545,0 days 00:00:05.614468000,142.0845815798021,77.51624355741548,COMPLETE
30,30,2.3237906443093967,2022-03-22 23:19:38.289923,2022-03-22 23:19:40.767022,0 days 00:00:02.477099000,180.43891997653512,26.277889702416942,COMPLETE
31,31,2.5129963962516864,2022-03-22 23:19:40.767400,2022-03-22 23:19:46.405459,0 days 00:00:05.638059000,165.21863557401707,67.67752115191344,COMPLETE
32,32,2.43245307813238,2022-03-22 23:19:46.406146,2022-03-22 23:19:51.855900,0 days 00:00:05.449754000,164.68878239788927,65.64456805624691,COMPLETE
33,33,2.331100866543531,2022-03-22 23:19:51.856280,2022-03-22 23:19:58.835739,0 days 00:00:06.979459000,155.48267234054362,88.3551857657886,COMPLETE
34,34,2.2376651689122897,2022-03-22 23:19:58.836161,2022-03-22 23:20:04.295763,0 days 00:00:05.459602000,188.51779307040027,56.54965863974088,COMPLETE
35,35,2.4007238922065928,2022-03-22 23:20:04.296292,2022-03-22 23:20:08.900358,0 days 00:00:04.604066000,124.84436169605682,72.48252585637104,COMPLETE
36,36,2.3094110071617826,2022-03-22 23:20:08.900813,2022-03-22 23:20:15.520922,0 days 00:00:06.620109000,164.1624083117094,79.9521968102552,COMPLETE
37,37,2.393564939393253,2022-03-22 23:20:15.521337,2022-03-22 23:20:21.113002,0 days 00:00:05.591665000,175.47195908681377,62.85334388985121,COMPLETE
38,38,2.424270365606022,2022-03-22 23:20:21.113438,2022-03-22 23:20:27.111541,0 days 00:00:05.998103000,169.11876295502003,69.15115176078987,COMPLETE
39,39,2.4713412168715068,2022-03-22 23:20:27.111942,2022-03-22 23:20:33.688700,0 days 00:00:06.576758000,148.98357420225744,86.53401881567216,COMPLETE
40,40,2.3683686661685273,2022-03-22 23:20:33.689095,2022-03-22 23:20:40.250186,0 days 00:00:06.561091000,149.64168859993524,85.88371420307321,COMPLETE
41,41,2.4429042654185205,2022-03-22 23:20:40.250733,2022-03-22 23:20:47.931121,0 days 00:00:07.680388000,160.8304920010565,92.06214637369271,COMPLETE
