Date,ADANIPORTS,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,KOTAKBANK,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
2016-01-01,259.29550170898443,845.42041015625,601.3766479492188,1978.0638427734373,1374.4281005859375,1103.9776611328123,563.7883911132812,376.5255432128906,526.2291259765625,81.98336791992188,781.8441162109375,227.0727996826172,472.67041015625,92.1197280883789,725.2042236328125,766.0189819335938,5280.4697265625,81.0266342163086,484.9963684082031,1075.6993408203123,135.2275390625,215.0947113037109,444.897216796875,340.026611328125,2772.25244140625,202.64573669433602
2016-01-04,249.99169921875,847.3927001953125,597.0950927734375,1953.833984375,1368.0772705078125,1091.822021484375,547.2537231445311,376.5700988769531,517.4083251953125,77.97593688964844,784.0802612304688,220.64048767089844,461.4014587402344,93.70736694335938,703.3159790039062,746.262451171875,5175.18115234375,80.99790954589844,475.4192199707031,1054.86572265625,132.73359680175778,214.67686462402344,441.774658203125,339.3988037109375,2698.7744140625,203.1009521484375
2016-01-05,247.8111114501953,866.4898681640625,591.7086181640625,1940.373046875,1365.36181640625,1089.7327880859377,547.530517578125,375.1678466796875,513.493408203125,79.76238250732422,773.994140625,221.6334228515625,459.327392578125,97.15177917480469,705.759033203125,746.8270874023438,5168.42822265625,79.96353149414062,480.1242065429688,1045.673095703125,137.02873229980472,229.2170867919922,446.4798889160156,335.8251953125,2682.96923828125,202.8096008300781
2016-01-06,244.0314178466797,852.7803955078125,602.5012817382812,1932.9447021484373,1381.469970703125,1079.951171875,546.528076171875,374.5447082519531,515.7649536132811,77.78280639648438,769.5215454101562,215.93502807617188,457.3173828125,94.91830444335938,701.6207275390625,734.91357421875,5220.5458984375,80.1646728515625,493.04498291015625,1060.2078857421877,134.16529846191406,224.5792694091797,449.2174072265625,335.97003173828125,2685.178466796875,202.15408325195312
2016-01-07,237.4412078857422,839.26318359375,602.4075927734375,1921.477783203125,1356.088134765625,1070.21728515625,532.28271484375,367.2666015625,510.4966735839844,74.01678466796875,748.7100830078125,213.04263305664062,449.3843078613281,92.0614242553711,689.7044067382812,716.8208618164062,5147.0234375,79.3601303100586,483.9932861328125,1055.600341796875,129.36215209960938,208.82737731933602,436.98388671875,332.2998352050781,2618.816650390625,200.2421722412109
2016-01-08,233.9522857666016,841.4277954101562,622.9471435546875,1994.61572265625,1335.722900390625,1072.8289794921877,535.0509643554689,368.7354736328125,513.4690551757811,74.2582015991211,739.217041015625,211.57485961914062,454.7300415039063,93.38895416259766,693.1446533203125,700.5996704101562,5141.181640625,81.4001693725586,489.9640808105469,1067.330322265625,133.42634582519528,211.91928100585938,446.6937561035156,336.11492919921875,2655.629638671875,202.4090118408203
2016-01-11,226.82904052734366,840.7062377929688,622.1283569335938,1937.7806396484373,1343.5469970703125,1044.149169921875,541.9942016601561,362.5924987792969,511.6566162109375,75.22384643554688,740.951416015625,206.73985290527344,451.47979736328125,91.46044921875,698.8784790039062,697.18310546875,4992.12744140625,82.31961822509766,502.3116760253906,1051.638427734375,131.0709228515625,210.28976440429688,433.9896545410156,333.2657165527344,2676.834228515625,195.7263641357422
2016-01-12,229.9303131103516,839.7922973632812,612.5195922851562,1951.83984375,1353.165771484375,1044.9090576171877,531.1529541015625,360.5893249511719,506.02581787109375,73.00285339355469,748.2080688476562,204.4086761474609,449.0207824707031,90.84600830078124,690.0534057617188,700.6294555664062,4965.29150390625,82.03228759765625,499.3740539550781,1035.92431640625,128.85411071777344,205.3594665527344,434.07525634765625,335.052490234375,2621.123779296875,199.8961944580078
2016-01-13,223.09783935546875,835.6072387695312,599.6007690429688,1981.703125,1337.057861328125,1029.856689453125,527.7637329101561,367.86749267578125,512.40576171875,74.0650634765625,760.119873046875,206.78302001953125,463.3259582519531,90.02976989746094,687.21142578125,687.3197021484375,5021.244140625,82.11849212646484,514.3727416992189,1014.6227416992188,125.251708984375,206.0697326660156,431.5516052246094,337.998291015625,2635.162109375,199.02212524414062
2016-01-14,220.7718811035156,855.66650390625,599.4085083007812,1943.2646484375,1333.56005859375,1032.7056884765623,523.6039428710939,368.9579772949219,507.3791198730469,72.1337661743164,755.099609375,203.54527282714844,484.537841796875,90.00733184814453,682.1755981445312,674.1882934570312,5126.212890625,82.08976745605469,507.1122741699219,1014.444580078125,123.82001495361328,199.50994873046875,439.7214660644531,330.0301208496094,2578.666259765625,198.5669403076172
2016-01-15,211.51649475097656,845.9015502929688,589.4839477539062,1899.9901123046875,1315.8641357421875,1022.8768310546876,524.2772216796875,373.0532836914063,503.7057800292969,69.33339691162111,734.1055297851562,193.78892517089844,487.4888000488281,87.22671508789062,673.6995239257812,658.2939453125,5109.37158203125,79.9347915649414,512.6770629882811,1006.5653076171876,118.6935806274414,191.94737243652344,445.3249206542969,324.3798522949219,2570.223876953125,197.78399658203125
2016-01-18,212.53411865234366,818.0493774414062,542.9096069335939,1826.60302734375,1272.6717529296875,1013.6653442382812,523.8731689453125,374.9675598144531,495.8274841308594,68.75400543212889,739.3085327148438,192.62335205078125,484.0674743652344,88.8861312866211,665.5225219726562,643.8255615234375,4961.77880859375,79.38886260986328,485.712890625,1013.9325561523438,112.55105590820312,197.12835693359366,442.6301574707031,322.83453369140625,2592.704345703125,199.25889587402344
2016-01-19,225.66607666015625,813.4796142578125,556.8887329101561,1843.453857421875,1257.80615234375,1016.799072265625,527.120361328125,373.14239501953125,500.63665771484375,69.38168334960939,739.7648315429688,197.5015106201172,487.3818359375,89.56781768798828,666.8189697265625,667.2363891601562,4955.205078125,78.12461853027344,498.4903869628906,1014.6673583984376,116.75382995605469,198.88323974609366,438.4382629394531,327.615478515625,2590.3486328125,197.3833770751953
2016-01-20,212.63104248046875,808.4768676757812,556.3462524414061,1846.8941650390625,1233.2760009765625,1006.8275146484376,520.1547241210939,374.7673034667969,492.1782531738281,65.27767944335939,725.7079467773438,193.74575805664062,479.5129089355469,91.83716583251952,660.7860107421875,663.1661987304688,5007.05078125,77.37757110595703,479.8376159667969,1015.0236206054688,113.19763946533205,193.86936950683602,433.7330932617188,329.2091064453125,2569.683837890625,197.5836639404297
2016-01-21,214.47239685058602,812.4214477539062,566.4730834960938,1841.4100341796875,1205.6622314453125,1004.6907958984376,516.5785522460939,371.80706787109375,494.449951171875,65.95364379882811,707.9544067382812,195.3862152099609,486.2699890136719,91.97173309326172,658.9910278320312,655.2042236328125,4956.1640625,75.96965789794922,470.11712646484375,1006.0543212890624,112.4586944580078,196.87767028808602,434.0325012207031,331.6719970703125,2645.665771484375,200.58811950683602
2016-01-22,214.9085235595703,836.9542236328125,574.2271728515625,1886.3297119140625,1203.913330078125,1027.3876953125,515.837890625,373.5875549316406,497.9783630371094,69.864501953125,704.2119140625,200.9551239013672,485.9277648925781,95.7973403930664,681.1284790039062,678.67431640625,4972.36669921875,76.48685455322266,479.64654541015625,1024.4613037109377,115.96869659423828,207.0725250244141,439.93536376953125,335.7285461425781,2663.6796875,200.33319091796875
2016-01-25,211.66189575195312,845.2760620117188,577.7443237304688,1918.88525390625,1197.7926025390625,1032.3734130859377,515.4562377929689,373.3427734375,503.2225646972656,69.52653503417969,714.9827270507812,203.80430603027344,486.5264587402344,99.31798553466795,679.0843505859375,662.007568359375,4984.91650390625,76.42938995361328,479.5509948730469,1028.432861328125,114.81409454345705,213.005615234375,440.1919860839844,342.34466552734375,2700.050537109375,201.0498352050781
2016-01-27,208.7059783935547,825.9865112304688,585.7005615234375,1887.0777587890625,1219.4461669921875,1086.5989990234377,512.31396484375,374.82232666015625,500.5641479492188,68.60916900634766,700.9259033203125,204.8835601806641,486.8899841308594,100.57374572753906,672.7023315429688,658.2344360351562,5008.96875,79.44633483886719,477.353759765625,1035.17138671875,114.95263671875,215.2618408203125,430.35382080078125,337.70855712890625,2701.130126953125,203.07118225097656
2016-01-28,204.3448181152344,826.3713989257812,569.8273315429688,1868.7308349609373,1228.9268798828125,1072.306640625,500.5525817871094,378.6333618164063,498.6549682617188,67.30553436279297,722.6957397460938,201.3436584472656,483.0838317871094,97.968017578125,661.38427734375,638.4481811523438,4991.853515625,82.57821655273438,485.73675537109375,1040.28076171875,113.75184631347656,212.420654296875,427.78741455078125,327.42230224609375,2694.406005859375,201.12335205078125
2016-01-29,205.70162963867188,836.9060668945312,584.857177734375,1856.2669677734373,1237.7633056640625,1083.5123291015623,507.809814453125,388.1607971191406,507.4274291992188,68.07806396484375,745.6524047851562,198.7102508544922,498.1802062988281,94.8151397705078,681.6769409179688,654.580322265625,5009.2412109375,84.96304321289062,494.5735168457031,1067.0997314453123,116.84619140625,208.66026306152344,428.9423522949219,351.2787170410156,2788.057861328125,206.8382110595703
2016-02-01,214.27859497070312,853.7423095703125,592.2315063476562,1858.1614990234373,1288.87158203125,1084.4620361328123,514.5060424804689,394.6842956542969,512.2124633789061,68.65744781494139,731.0933227539062,187.5293273925781,501.7938232421875,94.23210144042969,685.7655029296875,666.7015991210938,4973.59912109375,84.3309326171875,492.137451171875,1072.1871337890623,116.93856811523438,208.3260040283203,425.69140625,347.6568298339844,2767.63916015625,208.804443359375
2016-02-02,206.67079162597656,849.0282592773438,573.3146362304688,1812.8426513671875,1285.350830078125,1067.8905029296877,514.6257934570311,391.2544250488281,509.3366394042969,66.19505310058594,730.3175659179688,181.6582336425781,502.7347106933594,89.99388885498047,675.2451782226562,666.6124267578125,4981.26513671875,84.04360961914062,478.2135314941406,1070.1341552734377,114.76790618896484,193.40977478027344,405.8868408203125,339.978271484375,2751.3427734375,208.4736785888672
2016-02-03,203.7148742675781,830.9412841796875,629.38427734375,1873.1181640625,1301.551025390625,1050.8443603515623,510.5556945800781,382.0406799316406,504.5274963378906,64.36033630371094,749.9423828125,176.1757049560547,495.1009216308594,87.31192016601562,663.677734375,658.8287353515625,4936.53955078125,82.77239227294922,468.7796630859375,1078.2554931640623,112.4586944580078,187.1842193603516,403.9620361328125,341.9582824707031,2718.309814453125,205.00064086914062
2016-02-04,209.0451812744141,855.6183471679688,625.8475952148438,1875.361572265625,1314.5526123046875,1032.5633544921877,513.7205200195311,388.8781433105469,507.1133117675781,66.33989715576172,761.9910278320312,176.08934020996094,504.5309753417969,90.65764617919922,674.34765625,674.8121337890625,5006.77734375,84.82363891601562,464.7911682128906,1079.9293212890623,112.32012939453124,188.81369018554688,401.60943603515625,349.6368103027344,2718.800537109375,205.79083251953125
