,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
11084,29.360839616780304,18.197086177698605,1.4167564721639858,6.501068054558452,8.550445919166114,9.300450265904397,1.7388098933719505,1.0388959042437964,9.413643138819529,1.245801984944965,5.406043623822805,0.8848216543463177,2.2366029865736863,7.35867993859668,0.8708517613372461,0.19639518054087823,4.235393849757318,0.7498227269378898,0.5431080870676875,9.247669180566321,2.7010556153557013,8.167614438815637,5.279169820470215,4.745628740247165,0.4499667322749103,0.05211505184592013,5.4535959245304335,3.1265165364568337,0.5058329894471401
