,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.1631966636517347,0.8576882580127433,0.17880797292469316,6.326631951977024,1.660786314774236,6.664286393004527,1.2766429163866297,4.493090701095014,2.646168920332932,5.933732184326183,2.841946894232347,1.727246355634559,3.8539976254175943,1.85533376343515,7.023271771936976,7.482347322900621,3.85552460899561,2.5052864305234115,1.945944367961969,6.998348228790288,4.320238459297997,3.0351488030118308,5.576583276591853,7.018621509394272,2.0709388417968917,2.633854645982644,6.254027712199433
