,17
Returns,26.8
Semi Deviation,10.285912696499032
Sortino Ratio,2.2574564538063098
ASIANPAINT Weight,4.8963570263490235
BAJFINANCE Weight,2.3441063792003747
BAJAJFINSV Weight,1.6087793633012044
BRITANNIA Weight,1.2512248777054975
DIVISLAB Weight,4.538680267099211
GRASIM Weight,4.943913965127262
HCLTECH Weight,1.0980764677818202
HDFCBANK Weight,4.5744120663224725
HINDALCO Weight,1.1722181077555602
HINDUNILVR Weight,18.255285592720284
ICICIBANK Weight,1.9352226121114036
INFY Weight,4.462738305286888
JSWSTEEL Weight,6.994476184429667
LT Weight,1.5813084465745018
NESTLEIND Weight,3.776951568556623
POWERGRID Weight,2.365119483311683
RELIANCE Weight,7.6983535083944306
TCS Weight,7.065012595115351
TATACONSUM Weight,1.506367321708486
TATASTEEL Weight,1.4774298827902033
TECHM Weight,3.480041133445245
TITAN Weight,1.8846185202846988
ULTRACEMCO Weight,3.1228452237537816
WIPRO Weight,7.966461100874321
