,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,27.400000000000002,18.335757415498275,1.2991009566840246,3.6836587955555014,5.245867601193999,6.377281915617111,1.6125617933183862,4.563598864556686,5.070184071791652,1.5782240256019648,4.572509601853486,4.082449936120618,1.8539265432076129,3.382257485459262,3.2440027908157996,3.487267682749371,5.896491116397629,1.3912993586774849,2.687192994217611,5.285152914780365,2.7660892721075867,5.012889207023578,3.820397803342039,5.728989321674838,4.312392511933526,3.999137906215654,3.786984684252021,2.1160866599232167,4.443105141613011
1,27.200000000000003,18.335757415498275,1.2881933080132937,3.7985576480958754,5.38129082478417,6.188034041519263,1.7453791591338312,3.828563270656132,4.698671259391719,1.4074036482349934,5.4140155231969445,4.3456927775320775,1.4891536564818892,3.134709238601157,3.781664950585494,2.9106576963910555,5.831340672445966,1.6368675431075081,2.7594065256479245,5.320609387991147,3.4526265796944364,5.290140295011389,3.9971681527381198,6.0878350589169,4.572177942538395,3.4020375258674465,3.5746273632918157,1.936332965578589,4.015036292565776
2,27.400000000000002,18.335757415498275,1.2991009566840246,3.1373471697372874,5.470587589939839,6.146223656574005,4.735571234818652,6.075514550447346,2.538832157697328,1.3261498267286447,4.334023476755258,3.088394788475334,2.3605905937967004,4.506977967552558,3.9957020347399577,6.354637580800985,5.268919438207174,1.9304649021226739,3.3671458412613493,2.2374684455257277,2.71990892434314,4.152645519718605,2.926349004348038,5.230720800711638,3.5713846571998316,3.057571405688295,5.252136217676569,1.9375192302889952,4.27721298484409
3,27.599999999999998,18.335757415498275,1.3100086053547548,3.122271698552929,5.492244820472217,6.433271040844016,4.818806722833972,6.089721900671066,2.619643170970148,1.1886868559004995,4.43907379251328,3.163770978061168,2.120419717926576,4.371369283434478,3.935672731190154,6.198508322231287,5.31998416688967,1.9265345125326607,3.36442218323757,2.499309986883914,2.780197605471674,4.373133881478533,2.7502399430751523,5.280371942065966,3.3368945921706543,3.065023000443333,5.257494213648593,1.9487206474099714,4.104212289090512
4,27.400000000000002,17.88854381999832,1.3315784806011248,3.2017255937024287,4.894234545173664,5.354127792767671,4.389649780274787,5.68983048970104,4.142267305462846,1.1673991441878417,5.2545482565558945,4.31753640075714,1.8135233824269452,3.3670837520654215,4.041545374871049,3.1551820886102555,5.124531204371071,1.7233788469328433,2.6765537938163813,5.575850868890699,3.5463576956384615,4.638337422587201,4.013525709191088,5.264517477499146,4.084905652855245,2.7418138223213475,4.49873992306307,1.7114555845252277,3.6113780917512357
5,27.400000000000002,17.88854381999832,1.3315784806011248,2.9814909381728536,4.767274450436071,5.153595819103258,5.244903805757364,6.375621534954982,3.9950316606934737,1.1044092441659163,5.013111842341095,4.254603307941844,1.9800506731635443,3.3997780949772607,3.998776368676476,3.48956842904826,4.942525013603817,1.693499182634641,2.6142872018383008,5.738811715041538,3.4252668371912964,4.354225255446168,4.012629652994875,4.937272147358683,3.8648186752399836,2.662656869602496,4.727726703145648,1.7005693729478324,3.567495203522339
6,27.400000000000002,17.88854381999832,1.3315784806011248,2.8421253872272985,4.686933490887003,5.026698220154815,5.786112673059255,6.809593412021848,3.9018602354118075,1.064548931993647,4.860329716365257,4.214778943643586,2.0854299449460467,3.4204672326688508,3.971711935527352,3.7011697161016155,4.827350619316111,1.6745911871287842,2.5748846024805356,5.8419341235096995,3.348639958640418,4.174437707438636,4.012062624317381,4.7301897260216785,3.7255465755900086,2.6125659686028,4.872630640669557,1.6936805258200023,3.5397259004560415
7,27.400000000000002,17.88854381999832,1.3315784806011248,3.2082749803420065,6.635604453965479,6.939288360918136,4.001433570307294,4.843864125079499,2.179295244220516,1.6506554065044114,3.5392203972437883,3.1309379298281157,1.9413505817431305,4.524433181019682,2.634399720724352,8.133669966877514,4.519575430726719,1.674234626272137,2.7614258528220055,4.356273685950763,2.317496515901601,4.212184912645997,7.146024123970661,3.7369277400488907,2.557869532343768,2.9595091243676626,4.899181488615836,2.182321018037612,3.3145480295224203
8,27.400000000000002,17.88854381999832,1.3315784806011248,3.1045214383889794,7.120718931789318,7.233920566485384,3.8970771081048503,4.573401003417477,2.129113425038182,1.60117398909789,3.3115597011011806,3.094158271083653,1.9184411923257125,4.519341838986909,2.4156955455570053,9.159219181648348,4.4099598106820075,1.6678267303049832,2.7039066997888193,4.182885591700816,2.124424188371373,4.052028071453121,7.314342273665475,3.532126766593593,2.38474407648234,3.0579792593456476,4.978684380892121,2.262239246586253,3.250510711108573
9,27.400000000000002,17.88854381999832,1.3315784806011248,3.037014376737008,7.43635782320705,7.425622498694009,3.8291777574410295,4.397424643623527,2.096462711649683,1.5689789909068763,3.163432665041173,3.0702276500786843,1.9035352379390098,4.516029166146753,2.273396054294822,9.826490994884445,4.338638598113404,1.663657443936813,2.6664819628893466,4.070070929686211,1.9988020142023857,3.9478223012319233,7.423858185071537,3.3988733693487085,2.2721002996785167,3.122048681436761,5.0304127995020105,2.3142379030195133,3.2088449412387816
