,8833
Returns,0.2876785249466739
Standard Deviation,0.11458103652065549
Sortino Ratio,2.198256645210814
ASIANPAINT Weight,0.04166666666666667
BAJFINANCE Weight,0.06096346479164001
BAJAJFINSV Weight,0.06096346479164001
BRITANNIA Weight,0.007897269947963328
DIVISLAB Weight,0.07061186385412668
GRASIM Weight,0.01754566901045
HCLTECH Weight,0.022369868541693334
HDFCBANK Weight,0.04166666666666667
HINDALCO Weight,0.007897269947963328
HINDUNILVR Weight,0.022369868541693334
ICICIBANK Weight,0.027194068072936665
INFY Weight,0.05131506572915334
JSWSTEEL Weight,0.05131506572915334
LT Weight,0.022369868541693334
NESTLEIND Weight,0.06096346479164001
POWERGRID Weight,0.06096346479164001
RELIANCE Weight,0.06096346479164001
TCS Weight,0.07061186385412668
TATACONSUM Weight,0.07061186385412668
TATASTEEL Weight,0.04649086619791001
TECHM Weight,0.012721469479206663
TITAN Weight,0.04649086619791001
ULTRACEMCO Weight,0.03201826760418
WIPRO Weight,0.03201826760418
