,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.1477793953019106,1.6077173481144724,0.0858012950028352,12.233277443358615,1.931801831101655,0.6150233420932342,0.38511189304720905,0.2287271657390121,3.4402863580377328,1.4705630012351234,6.66019367190283,0.766330784087226,8.48665291204954,0.2779981027444892,37.23164314636417,0.2928390658818653,2.205626738991726,1.3961794158952312,0.13079589012533496,0.9800525304967528,0.8361736604843285,2.025321308110593,7.228530549881375,6.642395996873482,2.5617196202837884,1.1631869825103809,0.8095685887042993
