,101
Returns,33.4
Standard Deviation,20.12461179749811
Sharpe Ratio,1.4817677130898605
ASIANPAINT Weight,0.07952739097765278
BAJFINANCE Weight,22.44642684974823
BAJAJFINSV Weight,0.25733436844476165
BRITANNIA Weight,0.8397056461545881
DIVISLAB Weight,13.769638687008815
GRASIM Weight,0.7767681319434788
HCLTECH Weight,13.266950941267956
HDFCBANK Weight,3.1218593538787895
HINDALCO Weight,0.03913754229635711
HINDUNILVR Weight,8.099326370917996
ICICIBANK Weight,0.007760937319702283
INFY Weight,0.11573446814394175
JSWSTEEL Weight,0.700010545353425
LT Weight,0.4717090344636377
NESTLEIND Weight,9.16390142617467
POWERGRID Weight,0.6442975402955426
RELIANCE Weight,0.05281171231714426
TCS Weight,0.3836157379518036
TATACONSUM Weight,3.6131235674055446
TATASTEEL Weight,5.8078805284563675
TECHM Weight,1.4750756103419933
TITAN Weight,13.24100587619665
ULTRACEMCO Weight,0.22518442267864977
WIPRO Weight,1.4012133102623259
