,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,2.4167422700817727,2022-03-23 22:06:23.808650,2022-03-23 22:06:26.990168,0 days 00:00:03.181518000,140.11112726073333,44.64397846883506,COMPLETE
1,1,2.3205416566497816,2022-03-23 22:06:26.990582,2022-03-23 22:06:30.406949,0 days 00:00:03.416367000,191.08310237877214,35.77358967956745,COMPLETE
2,2,2.327299550981781,2022-03-23 22:06:30.407319,2022-03-23 22:06:32.072044,0 days 00:00:01.664725000,100.54584233491785,32.0840706273479,COMPLETE
3,3,2.421051782911136,2022-03-23 22:06:32.072415,2022-03-23 22:06:34.971902,0 days 00:00:02.899487000,122.68306478987063,46.420490470606545,COMPLETE
4,4,2.276900523175873,2022-03-23 22:06:34.972266,2022-03-23 22:06:36.491476,0 days 00:00:01.519210000,151.3679384315929,19.062702479070488,COMPLETE
5,5,2.398853726261774,2022-03-23 22:06:36.491857,2022-03-23 22:06:41.504549,0 days 00:00:05.012692000,145.0247912783819,68.12780303689595,COMPLETE
6,6,2.3409911672132413,2022-03-23 22:06:41.504916,2022-03-23 22:06:44.802369,0 days 00:00:03.297453000,146.43569404957844,44.38573225400703,COMPLETE
7,7,2.293833066918534,2022-03-23 22:06:44.802744,2022-03-23 22:06:51.280163,0 days 00:00:06.477419000,162.08185203470765,79.95667660136579,COMPLETE
8,8,2.3870025659810254,2022-03-23 22:06:51.280533,2022-03-23 22:06:55.264800,0 days 00:00:03.984267000,130.85183582716363,60.082249627768576,COMPLETE
9,9,2.4441943046363086,2022-03-23 22:06:55.265473,2022-03-23 22:07:00.035254,0 days 00:00:04.769781000,173.17060117926476,54.98581346063339,COMPLETE
10,10,2.3451880948017796,2022-03-23 22:07:00.035629,2022-03-23 22:07:08.725030,0 days 00:00:08.689401000,185.91993088685422,93.77946121027905,COMPLETE
11,11,2.3409911672132413,2022-03-23 22:07:08.725398,2022-03-23 22:07:12.012616,0 days 00:00:03.287218000,113.17003806716268,57.84206248404401,COMPLETE
12,12,2.5430191271383973,2022-03-23 22:07:12.012983,2022-03-23 22:07:18.320712,0 days 00:00:06.307729000,168.859007491659,74.02255798193062,COMPLETE
13,13,2.4167422700817727,2022-03-23 22:07:18.321080,2022-03-23 22:07:24.921236,0 days 00:00:06.600156000,174.35994650813817,75.5602655230971,COMPLETE
14,14,2.43245307813238,2022-03-23 22:07:24.921612,2022-03-23 22:07:33.055057,0 days 00:00:08.133445000,170.99848313492194,95.10650275985529,COMPLETE
15,15,2.393564939393253,2022-03-23 22:07:33.055425,2022-03-23 22:07:41.148312,0 days 00:00:08.092887000,198.69116740478162,81.78163162953129,COMPLETE
16,16,2.358191690117086,2022-03-23 22:07:41.148688,2022-03-23 22:07:46.572672,0 days 00:00:05.423984000,162.18678128373296,66.77582324934772,COMPLETE
17,17,2.3409911672132413,2022-03-23 22:07:46.573041,2022-03-23 22:07:48.088497,0 days 00:00:01.515456000,179.46504235027297,16.277526770754953,COMPLETE
18,18,2.349734766356029,2022-03-23 22:07:48.088874,2022-03-23 22:07:53.761511,0 days 00:00:05.672637000,160.45849016983573,70.1210147005623,COMPLETE
19,19,2.3753922130209304,2022-03-23 22:07:53.762170,2022-03-23 22:08:01.262387,0 days 00:00:07.500217000,169.06874410799344,87.92249688884712,COMPLETE
20,20,2.604002799252028,2022-03-23 22:08:01.262903,2022-03-23 22:08:06.239244,0 days 00:00:04.976341000,182.93497860094297,54.45317529435057,COMPLETE
21,21,2.3124669667310322,2022-03-23 22:08:06.239694,2022-03-23 22:08:11.047687,0 days 00:00:04.807993000,183.74931668972621,52.813916203062774,COMPLETE
22,22,2.267372929184787,2022-03-23 22:08:11.048076,2022-03-23 22:08:17.018399,0 days 00:00:05.970323000,189.92455712994888,62.646175353390205,COMPLETE
23,23,2.354676800654126,2022-03-23 22:08:17.018802,2022-03-23 22:08:22.234777,0 days 00:00:05.215975000,196.80578941567896,52.25387837200126,COMPLETE
24,24,2.434630813901771,2022-03-23 22:08:22.235155,2022-03-23 22:08:25.446380,0 days 00:00:03.211225000,174.90051407783938,36.989163715067896,COMPLETE
25,25,2.285580911287285,2022-03-23 22:08:25.446757,2022-03-23 22:08:31.302491,0 days 00:00:05.855734000,154.90182477699517,75.67178752293822,COMPLETE
26,26,2.2565652672935377,2022-03-23 22:08:31.302867,2022-03-23 22:08:33.473121,0 days 00:00:02.170254000,166.38281772557747,25.584031621866266,COMPLETE
27,27,2.493748192049766,2022-03-23 22:08:33.473493,2022-03-23 22:08:38.154053,0 days 00:00:04.680560000,182.69393908572928,50.36719658544544,COMPLETE
28,28,2.273633919521786,2022-03-23 22:08:38.154419,2022-03-23 22:08:42.631239,0 days 00:00:04.476820000,181.3987686951681,47.6861566090633,COMPLETE
29,29,2.5061849891817642,2022-03-23 22:08:42.631622,2022-03-23 22:08:46.845590,0 days 00:00:04.213968000,192.39747963803302,43.74042781339821,COMPLETE
30,30,2.392592735924775,2022-03-23 22:08:46.845968,2022-03-23 22:08:50.959331,0 days 00:00:04.113363000,191.8043308631933,42.77582423409586,COMPLETE
31,31,2.2629007932297878,2022-03-23 22:08:50.959712,2022-03-23 22:08:54.519632,0 days 00:00:03.559920000,177.69847410173193,39.652407518435865,COMPLETE
32,32,2.3237906443093967,2022-03-23 22:08:54.520303,2022-03-23 22:08:57.347885,0 days 00:00:02.827582000,189.19369095599473,29.17657496928083,COMPLETE
33,33,2.4441943046363086,2022-03-23 22:08:57.348256,2022-03-23 22:09:02.150063,0 days 00:00:04.801807000,196.59033647185458,48.5300634181887,COMPLETE
34,34,2.3683686661685273,2022-03-23 22:09:02.150439,2022-03-23 22:09:05.221724,0 days 00:00:03.071285000,181.7785694930359,33.05035750990186,COMPLETE
35,35,2.4713412168715068,2022-03-23 22:09:05.222098,2022-03-23 22:09:11.315771,0 days 00:00:06.093673000,192.20524405276814,62.84744274405277,COMPLETE
