,33900
Returns,0.29986753749683054
Standard Deviation,0.18295536098476142
Sharpe Ratio,1.443344081722891
ASIANPAINT Weight,0.03081581828231537
BAJFINANCE Weight,0.07816497486857558
BAJAJFINSV Weight,0.018978529135750318
BRITANNIA Weight,0.02489717370903284
DIVISLAB Weight,0.02489717370903284
GRASIM Weight,0.03081581828231537
HCLTECH Weight,0.018978529135750318
HDFCBANK Weight,0.06040904114872801
HINDALCO Weight,0.007141239989185264
HINDUNILVR Weight,0.09000226401514062
ICICIBANK Weight,0.03081581828231537
INFY Weight,0.05449039657544548
JSWSTEEL Weight,0.06632768572201053
LT Weight,0.01305988456246779
NESTLEIND Weight,0.07816497486857558
POWERGRID Weight,0.018978529135750318
RELIANCE Weight,0.03081581828231537
TCS Weight,0.02489717370903284
TATACONSUM Weight,0.09000226401514062
TATASTEEL Weight,0.03081581828231537
TECHM Weight,0.06040904114872801
TITAN Weight,0.07224633029529307
ULTRACEMCO Weight,0.01305988456246779
WIPRO Weight,0.03081581828231537
