,5236
Returns,0.2820436460354048
Standard Deviation,0.17423919823908945
Sharpe Ratio,1.413250568896165
ASIANPAINT Weight,0.021708393707949667
BAJFINANCE Weight,0.05855443609327335
BAJAJFINSV Weight,0.007891127813453285
BRITANNIA Weight,0.07237170198776974
DIVISLAB Weight,0.049342925496942434
GRASIM Weight,0.02631414900611513
HCLTECH Weight,0.053948680795107895
HDFCBANK Weight,0.017102638409784206
HINDALCO Weight,0.007891127813453285
HINDUNILVR Weight,0.07237170198776974
ICICIBANK Weight,0.07237170198776974
INFY Weight,0.021708393707949667
JSWSTEEL Weight,0.04013141490061151
LT Weight,0.012496883111618746
NESTLEIND Weight,0.049342925496942434
POWERGRID Weight,0.04013141490061151
RELIANCE Weight,0.06776594668960427
TCS Weight,0.07237170198776974
TATACONSUM Weight,0.06316019139143882
TATASTEEL Weight,0.007891127813453285
TECHM Weight,0.03552565960244605
TITAN Weight,0.049342925496942434
ULTRACEMCO Weight,0.017102638409784206
WIPRO Weight,0.06316019139143882
