,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
31886,29.357173661533302,17.06847897444424,1.5102208990108692,7.760356883880413,4.02482271597646,0.46422125147327464,2.903595330842209,8.781992151466287,1.1311562086589408,2.0838437288257476,7.115421634926637,0.07115320314726553,8.702309998780654,4.361442606573597,6.881282583359508,3.973321954427312,0.39717238347562067,3.133572376346652,0.7561450637925706,6.558369766451391,8.328787721468952,5.799093221039976,2.7898620650216412,0.6195594911413267,6.293622767411041,0.6449193630484079,6.42397552846411
