,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.041412909565292436,0.8673576510924668,0.03640683251061928,1.515533746826189,1.625643666060642,2.7645491564744877,3.588251540028922,0.05796591053856342,10.026203961883489,4.743101352506852,1.0311381594275426,0.4652262393724454,5.959129630951915,0.41592678181774256,1.4274934444664802,2.3942336721512256,0.332699494898229,11.336234719163176,4.125136255053195,8.434948656269988,2.560613575760951,5.4919545557409055,3.528142032042648,7.306820814390043,9.67321962367971,0.45590937081108446,10.739923639683564
