,161616
Returns,0.29370881516561714
Standard Deviation,0.17945514410883792
Sharpe Ratio,1.4371770530534236
ASIANPAINT Weight,0.02146967656773231
BAJFINANCE Weight,0.07701139933980179
BAJAJFINSV Weight,0.05681440924086744
BRITANNIA Weight,0.011371181518265132
DIVISLAB Weight,0.07196215181506821
GRASIM Weight,0.006321933993531543
HCLTECH Weight,0.06691290429033463
HDFCBANK Weight,0.07701139933980179
HINDALCO Weight,0.02146967656773231
HINDUNILVR Weight,0.06186365676560103
ICICIBANK Weight,0.011371181518265132
INFY Weight,0.016420429042998723
JSWSTEEL Weight,0.05176516171613385
LT Weight,0.04166666666666667
NESTLEIND Weight,0.03661741914193308
POWERGRID Weight,0.04166666666666667
RELIANCE Weight,0.06691290429033463
TCS Weight,0.04166666666666667
TATACONSUM Weight,0.06186365676560103
TATASTEEL Weight,0.011371181518265132
TECHM Weight,0.04671591419140026
TITAN Weight,0.03661741914193308
ULTRACEMCO Weight,0.016420429042998723
WIPRO Weight,0.04671591419140026
