,55624
Unnamed: 0,55624.0
Returns,0.2965750144839926
Standard Deviation,0.1180823875715986
Sortino Ratio,2.2084158344602667
ASIANPAINT Weight,0.023372350474686
BAJFINANCE Weight,0.1097455154466603
BAJAJFINSV Weight,0.0305701142223505
BRITANNIA Weight,0.0305701142223505
DIVISLAB Weight,0.037767877970015
GRASIM Weight,0.023372350474686
HCLTECH Weight,0.037767877970015
HDFCBANK Weight,0.037767877970015
HINDALCO Weight,0.0089768229793569
HINDUNILVR Weight,0.0665589329606731
ICICIBANK Weight,0.0665589329606731
INFY Weight,0.037767877970015
JSWSTEEL Weight,0.0305701142223505
LT Weight,0.0161745867270214
NESTLEIND Weight,0.0881522242036667
POWERGRID Weight,0.0161745867270214
RELIANCE Weight,0.0737566967083376
TCS Weight,0.037767877970015
TATACONSUM Weight,0.0305701142223505
TATASTEEL Weight,0.0809544604560022
TECHM Weight,0.0089768229793569
TITAN Weight,0.0521634054653441
ULTRACEMCO Weight,0.0089768229793569
WIPRO Weight,0.0449656417176795
