,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.15055468135081684,0.30565607654208404,0.46038514302619193,3.2163227082951202,3.5185447592568044,4.2997431425485395,0.5467064872812704,2.3336975002138654,6.197007960205779,1.1357969380469533,6.945610163571842,2.794391983443153,3.274053556465823,10.196127358587669,4.06430396977146,1.7690585771369054,3.258954139532179,2.7788475207294465,2.41626464308438,8.478475006372378,8.969370447964051,7.353383167960987,0.500132674360231,1.5555481988834523,9.412760626437075,0.21094832653923518,4.773950143311394
