,37506
Returns,28.308575968363186
Standard Deviation,17.475301331630227
Sharpe Ratio,141.50586304114
ASIANPAINT Weight,7.899941339179003
BAJFINANCE Weight,7.346863609917915
BAJAJFINSV Weight,1.2630085880459614
BRITANNIA Weight,6.793785880656829
DIVISLAB Weight,2.9222417758292214
GRASIM Weight,5.687630422134656
HCLTECH Weight,4.581474963612482
HDFCBANK Weight,2.369164046568135
HINDALCO Weight,0.7099308587848746
HINDUNILVR Weight,5.687630422134656
ICICIBANK Weight,2.369164046568135
INFY Weight,2.369164046568135
JSWSTEEL Weight,2.369164046568135
LT Weight,0.7099308587848746
NESTLEIND Weight,1.816086317307048
POWERGRID Weight,6.240708151395743
RELIANCE Weight,7.346863609917915
TCS Weight,8.45301906844009
TATACONSUM Weight,8.45301906844009
TATASTEEL Weight,1.2630085880459614
TECHM Weight,2.369164046568135
TITAN Weight,5.1345526928735685
ULTRACEMCO Weight,1.2630085880459614
WIPRO Weight,4.581474963612482
