Date,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
2016-01-15,845.9014282226562,589.4840087890625,1899.9901123046875,1315.864013671875,1022.8768310546876,524.2772216796875,376.1904296875,503.705810546875,69.33339691162111,734.1056518554688,193.78895568847656,487.48876953125,87.22671508789062,658.2940063476562,5109.3720703125,82.1557846069336,512.677001953125,1006.5653076171876,118.69356536865234,191.94737243652344,445.3248901367188,324.3798522949219,2570.223876953125,198.10597229003903
2016-01-18,818.0493774414062,542.90966796875,1826.60302734375,1272.671630859375,1013.6651000976562,523.8732299804689,378.1205749511719,495.8274841308594,68.75401306152344,739.3084716796875,192.62335205078125,484.0673828125,88.8861083984375,643.8255615234375,4961.77783203125,81.59467315673828,485.71282958984375,1013.9329833984376,112.55106353759766,197.1283721923828,442.630126953125,322.83453369140625,2592.704345703125,199.5832977294922
2016-01-19,813.4796752929688,556.8887939453125,1843.4541015625,1257.8065185546875,1016.7990112304688,527.1203002929689,376.2801818847656,500.6366882324219,69.38167572021484,739.7648315429688,197.50152587890625,487.3816833496094,89.56783294677734,667.236328125,4955.2041015625,80.29529571533203,498.4904174804688,1014.6672973632812,116.75382995605469,198.88323974609366,438.438232421875,327.6155090332031,2590.3486328125,197.7047271728516
2016-01-20,808.476806640625,556.3462524414061,1846.8941650390625,1233.2760009765625,1006.8276977539062,520.15478515625,377.9185791015625,492.1783142089844,65.27768707275389,725.7078857421875,193.74575805664062,479.512939453125,91.83716583251952,663.1661987304688,5007.05029296875,79.5274887084961,479.837646484375,1015.0232543945312,113.19764709472656,193.86935424804688,433.7330017089844,329.2091064453125,2569.683837890625,197.9053649902344
2016-01-21,812.4213256835938,566.4730224609375,1841.409912109375,1205.662353515625,1004.6909790039062,516.5784912109375,374.9335632324219,494.449951171875,65.95363616943361,707.954345703125,195.3862152099609,486.2699279785156,91.9717254638672,655.2041625976562,4956.16552734375,78.08045196533203,470.11712646484375,1006.0538940429688,112.4586944580078,196.877685546875,434.032470703125,331.6720275878906,2645.665771484375,200.9146881103516
2016-01-22,836.9541625976562,574.2271728515625,1886.3299560546875,1203.913330078125,1027.3875732421877,515.8377075195311,376.7290344238281,497.97833251953125,69.86450958251953,704.2119140625,200.9551086425781,485.9277038574219,95.79733276367188,678.67431640625,4972.36572265625,78.6120376586914,479.646484375,1024.461669921875,115.96869659423828,207.07254028320312,439.935302734375,335.7286071777344,2663.67919921875,200.65936279296875
2016-01-25,845.276123046875,577.7440795898438,1918.8853759765625,1197.7923583984375,1032.3734130859377,515.4561767578125,376.482177734375,503.2225646972656,69.52652740478516,714.9827880859375,203.8043212890625,486.5264587402344,99.3179702758789,662.007568359375,4984.91796875,78.55294799804688,479.5509948730469,1028.43310546875,114.81409454345705,213.00558471679688,440.1919860839844,342.3446350097656,2700.05029296875,201.37718200683602
2016-01-27,825.986572265625,585.7006225585938,1887.0775146484373,1219.4459228515625,1086.598876953125,512.3138427734375,377.97412109375,500.5641479492188,68.60917663574219,700.9259643554688,204.883544921875,486.8900451660156,100.57374572753906,658.2344970703125,5008.96728515625,81.65373992919922,477.3537292480469,1035.1712646484377,114.95263671875,215.26182556152344,430.3538818359375,337.70849609375,2701.13037109375,203.4018096923828
2016-01-28,826.37158203125,569.8272094726562,1868.73095703125,1228.927001953125,1072.306640625,500.5526123046875,381.8171081542969,498.6549377441406,67.30553436279297,722.69580078125,201.3436279296875,483.08380126953125,97.9680404663086,638.4482421875,4991.8544921875,84.87263488769531,485.73675537109375,1040.28076171875,113.7518539428711,212.420654296875,427.7873840332031,327.4223327636719,2694.406005859375,201.4508056640625
2016-01-29,836.9061279296875,584.8571166992188,1856.26708984375,1237.7633056640625,1083.512451171875,507.8098449707031,391.42486572265625,507.4274291992188,68.07805633544922,745.65234375,198.7102813720703,498.1802062988281,94.81514739990234,654.5802612304688,5009.24169921875,87.32373809814453,494.57354736328125,1067.099609375,116.84620666503906,208.6602478027344,428.94232177734375,351.2787780761719,2788.057861328125,207.1749725341797
2016-02-01,853.7424926757812,592.2314453125,1858.1614990234373,1288.871826171875,1084.4622802734377,514.5060424804689,398.003173828125,512.2124633789061,68.65744781494139,731.0934448242188,187.52931213378903,501.7938537597656,94.23211669921876,666.7015380859375,4973.59814453125,86.67404174804688,492.1374816894531,1072.18701171875,116.93856811523438,208.32598876953125,425.69146728515625,347.65679931640625,2767.63916015625,209.14439392089844
2016-02-02,849.0282592773438,573.3146362304688,1812.8428955078125,1285.35107421875,1067.890625,514.625732421875,394.5444946289063,509.3366088867188,66.19505310058594,730.3175048828125,181.6582336425781,502.7347106933594,89.99388122558594,666.612548828125,4981.265625,86.37873077392578,478.2135620117188,1070.1346435546877,114.76789855957031,193.4097442626953,405.8869323730469,339.978271484375,2751.343017578125,208.8130798339844
2016-02-03,830.9412231445312,629.3843383789062,1873.1180419921875,1301.55126953125,1050.84423828125,510.5556945800781,385.25335693359375,504.5274353027344,64.36032867431639,749.9422607421875,176.17568969726562,495.1009521484375,87.31190490722656,658.8287353515625,4936.54052734375,85.07219696044922,468.7796325683594,1078.25634765625,112.4586944580078,187.1842193603516,403.9620361328125,341.9582824707031,2718.31005859375,205.3344268798828
2016-02-04,855.6182861328125,625.8475341796875,1875.3616943359373,1314.5526123046875,1032.5633544921877,513.7203369140625,392.1481628417969,507.1132507324219,66.33989715576172,761.9910278320312,176.08935546875,504.5309448242188,90.65764617919922,674.8121948242188,5006.77685546875,87.18046569824219,464.7911987304688,1079.9293212890623,112.32014465332031,188.8137359619141,401.60943603515625,349.6368103027344,2718.800537109375,206.12586975097656
2016-02-05,865.1427612304688,660.8153076171875,1903.0811767578125,1317.4061279296875,1054.5478515625,518.2095947265625,393.1881713867188,510.0374755859375,68.80229187011719,771.255859375,180.7948303222656,502.3712463378906,93.0211944580078,677.307861328125,4948.54248046875,86.25995635986328,463.7641906738281,1080.77734375,113.15145874023438,195.4152984619141,406.4429626464844,356.9289245605469,2790.6591796875,205.3712310791016
2016-02-08,854.8967895507812,657.0467529296875,1830.2921142578125,1313.839111328125,1014.8523559570312,513.1668090820311,384.1908874511719,500.6607971191406,67.40212249755861,756.6056518554688,180.0609588623047,492.1502380371094,94.19174194335938,671.6036987304688,4940.7841796875,84.59709930419922,459.0592041015625,1054.4488525390623,114.44461822509766,195.62420654296875,402.635986328125,358.9089050292969,2769.847900390625,200.62252807617188
2016-02-09,850.6636962890625,649.5392456054688,1779.040771484375,1280.86376953125,981.6141967773438,508.4757690429688,366.4225158691406,495.9241943359375,67.59523773193361,754.278076171875,180.7948303222656,473.69677734375,89.6978759765625,662.0372314453125,4946.4892578125,84.30017852783203,457.3634948730469,1018.0577392578124,111.53500366210938,196.79409790039062,383.4730529785156,354.3211975097656,2715.56103515625,197.40155029296875
2016-02-10,843.3040161132812,639.13623046875,1784.4251708984375,1252.7437744140625,966.419677734375,512.560791015625,374.0859680175781,489.5924682617188,64.60173797607422,752.6349487304688,178.9385528564453,474.0816345214844,91.72056579589844,665.8400268554688,4835.453125,85.13159942626953,459.8234558105469,1012.4354858398438,109.3181610107422,196.9612579345703,376.7574462890625,357.74993896484375,2746.630859375,195.5425262451172
2016-02-11,823.2445678710938,609.5993041992188,1691.644287109375,1212.24365234375,968.2239990234376,507.5854187011719,365.3147888183594,471.3949890136719,61.51166534423828,732.599365234375,172.03140258789062,461.2945556640625,89.84139251708984,649.0841064453125,4761.92822265625,81.18233489990234,441.62445068359375,980.8189086914062,97.21788787841795,187.60202026367188,369.5285949707031,344.1797790527344,2668.097412109375,190.3889617919922
2016-02-12,822.4750366210938,591.6001586914062,1696.1314697265625,1180.11962890625,937.455078125,506.3509216308594,360.90655517578125,469.510009765625,58.80785751342773,741.7272338867188,167.11001586914062,463.8605651855469,90.19123840332031,626.0595703125,4614.97314453125,82.16223907470703,433.0264892578125,993.60400390625,96.34038543701172,181.7525329589844,367.86041259765625,343.69683837890625,2717.03369140625,190.42575073242188
2016-02-15,826.1309204101562,612.6328735351562,1718.4664306640625,1226.9248046875,942.773193359375,519.5936889648439,373.9502868652344,470.5732727050781,64.69829559326172,734.5164794921875,175.70083618164062,466.8968811035156,93.41136169433594,682.9524536132812,4616.52490234375,82.37010192871094,452.2286071777344,1012.5910034179688,97.91065216064452,206.1533203125,368.1170349121094,346.449462890625,2750.999755859375,193.5363311767578
2016-02-16,808.4288330078125,593.0453491210938,1698.87353515625,1208.5157470703125,920.9310302734376,514.9100952148439,372.6844177246094,470.5008239746094,62.62215805053711,733.147216796875,169.74337768554688,461.5084228515625,92.720703125,655.9766235351562,4609.26953125,82.72642517089844,444.4904479980469,1010.9846801757812,94.81629943847656,204.60736083984366,361.74365234375,335.6802673339844,2736.519775390625,193.84922790527344
2016-02-17,823.5332641601562,602.8663330078125,1696.2310791015625,1220.619873046875,938.7371826171876,517.1097412109375,372.9104309082031,471.20166015625,63.53952026367188,741.6815795898438,164.69253540039062,469.5057067871094,93.9585418701172,666.9392700195312,4630.171875,82.90458679199219,455.0229797363281,1015.4475708007812,96.0632781982422,209.9554748535156,367.47540283203125,315.6872253417969,2725.672119140625,193.9780731201172
2016-02-18,803.5703735351562,608.0949096679688,1715.9737548828125,1267.240966796875,926.2490234375,516.017333984375,381.568603515625,478.2341613769531,66.53302764892578,755.236572265625,169.3548583984375,480.43243408203125,94.792724609375,683.1010131835938,4730.7119140625,83.05304718017578,449.0521240234375,1033.430908203125,96.5713119506836,209.62124633789062,367.3470764160156,322.2549743652344,2743.882568359375,199.2605133056641
2016-02-19,822.2826538085938,596.6658935546875,1668.2620849609375,1253.8944091796875,945.5272827148438,512.8900146484375,385.0046691894531,478.16162109375,66.67787933349611,755.4190673828125,171.64283752441406,482.0787658691406,97.18765258789062,683.6060180664062,4755.21923828125,83.7359848022461,451.0821838378906,1035.1263427734377,99.11144256591795,211.6267852783203,376.8430480957031,323.2691650390625,2792.5732421875,201.48764038085938
2016-02-22,837.8200073242188,592.162353515625,1625.5859375,1288.342529296875,941.4911499023438,521.1648559570311,382.4728088378906,477.8957824707031,67.11241149902344,786.4993286132812,171.34066772460938,481.8221740722656,98.90985107421876,683.160400390625,4818.794921875,82.93427276611328,459.6562805175781,1033.4534912109377,100.7740707397461,213.29806518554688,369.31475830078125,326.3598327636719,2869.536865234375,199.79429626464844
2016-02-23,843.8330078125,581.5473022460938,1611.1776123046875,1289.6771240234375,930.6651000976562,509.9272155761719,374.7867126464844,468.85748291015625,66.14676666259766,763.8622436523438,165.7717742919922,480.6461791992188,100.82041931152344,671.5145874023438,4739.2919921875,81.4198989868164,453.6138000488281,1010.2930908203124,98.51104736328124,211.8774871826172,366.6626892089844,318.1984558105469,2764.7431640625,198.7635803222656
2016-02-24,848.3547973632812,573.5908813476562,1611.2774658203125,1267.19482421875,894.4830932617188,503.9418029785156,366.6937255859375,458.9732666015625,64.11891937255861,763.7709350585938,161.4547882080078,481.2662658691406,99.5197982788086,661.2647705078125,4745.81787109375,82.96397399902344,455.0468444824219,986.6201171875,98.55722045898438,207.1560821533203,361.0591735839844,315.7838439941406,2746.09130859375,196.5548858642578
2016-02-25,829.0170288085938,567.54345703125,1595.7225341796875,1236.152587890625,893.4859008789062,494.0134582519531,365.6539306640625,455.6141662597656,64.84314727783203,769.2932739257812,158.00120544433594,474.8300476074219,100.96842193603516,645.5487060546875,4694.24658203125,78.24267578125,450.9627685546875,987.4678955078124,98.09539031982422,207.36502075195312,356.1401062011719,312.693115234375,2728.175537109375,196.51806640625
2016-02-26,829.8348999023438,573.0234985351562,1597.0186767578125,1248.3485107421875,887.0281982421875,493.8862915039063,372.84259033203125,464.48333740234375,67.06412506103516,775.7740478515625,159.5553436279297,479.4700927734375,98.58694458007812,659.927978515625,4665.3134765625,79.37103271484375,453.9482116699219,986.4192504882812,96.75605010986328,207.6156768798828,357.38067626953125,318.87457275390625,2720.1748046875,195.28488159179688
2016-02-29,814.0087890625,585.2171630859375,1607.2391357421875,1268.5067138671875,902.6975708007812,497.93389892578125,367.6883850097656,469.7274169921875,66.38818359375,757.9747314453125,164.08815002441406,463.6039123535156,101.04017639160156,639.3394775390625,4571.1162109375,77.23307800292969,461.734130859375,971.3809814453124,95.64762115478516,208.15884399414062,355.49853515625,305.98040771484375,2717.8681640625,191.5117034912109
2016-03-01,838.8783569335938,612.5244140625,1685.4124755859375,1307.833251953125,909.2501831054688,512.478515625,376.2335510253906,475.6724548339844,67.83664703369139,752.2699584960938,176.95272827148438,481.3089904785156,102.56504821777344,667.8305053710938,4611.50537109375,79.43042755126953,468.7319030761719,1015.9381713867188,100.5893325805664,214.8022308349609,369.7852478027344,325.9735412597656,2832.429443359375,197.1070709228516
2016-03-02,838.7821655273438,628.51123046875,1713.0322265625,1317.5670166015625,921.5958251953124,516.4662475585939,386.4966430664063,486.81329345703125,72.37518310546875,775.1807250976562,189.94683837890625,494.3739318847656,101.65011596679688,676.1193237304688,4635.19189453125,80.4103012084961,478.3807373046875,1034.769775390625,101.51302337646484,223.5764923095703,389.7181701660156,322.49639892578125,2918.5224609375,198.6163330078125
2016-03-03,846.8636474609375,612.4111328125,1670.35595703125,1307.90234375,928.3858032226562,523.2672119140625,388.5086364746094,490.994140625,76.5274658203125,774.8612670898438,188.22003173828125,500.0619201660156,104.03160095214844,717.2367553710938,4762.568359375,80.55878448486328,483.80218505859375,1059.0006103515623,101.14354705810548,239.8715362548828,395.0221252441406,330.4647216796875,2890.29931640625,199.7758636474609
2016-03-04,832.9615478515625,624.9252319335938,1665.669677734375,1314.0462646484375,959.7720947265624,526.0130004882811,377.7028198242188,493.2658386230469,76.67230987548828,774.724365234375,190.37852478027344,500.6392822265625,106.33235931396484,708.9776000976562,4824.18017578125,82.34039306640625,480.7212219238281,1052.0391845703123,104.60736083984376,241.12501525878903,386.0395202636719,326.8910827636719,2853.6337890625,197.6592102050781
2016-03-08,842.4862060546875,620.8310546875,1664.921875,1297.4090576171875,971.2628784179688,528.1154174804689,368.5927734375,490.1724853515625,80.29348754882812,754.1868896484375,187.2271270751953,497.5601501464844,106.40410614013672,705.5610961914062,4856.62744140625,81.77621459960938,490.5611877441406,1050.5887451171877,106.82421112060548,243.8408508300781,383.9863586425781,329.88519287109375,2895.944091796875,199.31573486328125
2016-03-09,842.9671020507812,633.72998046875,1673.3472900390625,1306.0382080078125,958.77490234375,543.4605102539061,368.7735290527344,495.3200073242188,78.31391143798828,766.4180908203125,186.7954406738281,503.9963684082031,105.84796905517578,720.6533203125,4755.310546875,82.99365997314453,497.58282470703125,1051.905517578125,107.93262481689452,246.84918212890625,397.0753479003906,328.2432861328125,2936.78173828125,198.1009826660156
2016-03-10,860.8134765625,631.865478515625,1682.96923828125,1304.5885009765625,965.2324829101562,538.91162109375,369.768310546875,493.6041259765625,80.92115783691406,764.5012817382812,186.0615539550781,488.6005859375,106.37271118164062,704.7886962890625,4726.10205078125,82.93427276611328,483.27679443359375,1047.91162109375,107.56315612792969,247.93551635742188,398.7863464355469,327.4705810546875,2942.819091796875,197.2543182373047
2016-03-11,864.2769775390625,631.4215087890625,1641.240478515625,1296.0513916015625,953.74169921875,536.06103515625,372.11920166015625,497.2049560546875,80.63146209716797,777.3258056640625,184.636962890625,488.814453125,106.16193389892578,704.4915161132812,4712.72998046875,82.0731430053711,484.5903930664063,1055.475341796875,107.00894165039062,245.7210693359375,391.85687255859375,334.1832580566406,2939.57958984375,198.4138641357422
2016-03-14,865.2390747070312,642.8997802734375,1640.1934814453125,1299.25,961.576416015625,536.7868041992189,374.31195068359375,496.6492004394531,81.98336791992188,782.3917846679688,191.37142944335938,488.044677734375,105.9242172241211,703.6299438476562,4657.91943359375,82.31069946289062,487.09808349609375,1050.9012451171877,106.82421112060548,247.93551635742188,402.2510681152344,329.4988708496094,2953.17578125,199.0948944091797
2016-03-15,851.0486450195312,638.697265625,1656.74560546875,1269.656982421875,915.1856079101562,531.2876586914061,367.055419921875,496.2382507324219,81.01773071289062,767.4677124023438,191.1124267578125,485.1365966796875,107.18896484375,701.5800170898438,4612.8740234375,82.5185546875,487.4563293457031,1039.7005615234377,106.63946533203124,251.0691680908203,393.7817077636719,332.0583801269531,2934.818603515625,196.27880859375
2016-03-16,832.0957641601562,641.2891235351562,1641.9228515625,1251.9615478515625,926.7239379882812,535.8889770507811,368.4344787597656,498.0508117675781,78.7001724243164,770.5255126953125,195.4725341796875,492.85589599609375,107.64643096923828,703.0358276367188,4574.53759765625,82.39978790283203,488.0534057617188,1038.42919921875,106.31619262695312,250.2753143310547,398.4869079589844,328.05010986328125,2913.859619140625,198.21139526367188
2016-03-17,839.4555053710938,651.1028442382812,1648.7103271484375,1241.51416015625,935.6951904296876,543.9393920898439,368.615234375,492.2266540527344,78.21735382080078,775.5460815429688,196.6381378173828,496.83306884765625,107.8527374267578,709.0072631835938,4652.21484375,81.95437622070312,490.3459167480469,1049.5849609375,106.96276092529295,247.2670135498047,416.4093933105469,327.9051818847656,2973.49658203125,198.48748779296875
2016-03-18,842.1492919921875,656.13330078125,1646.364501953125,1236.08349609375,943.9947509765624,547.2088012695311,372.61651611328125,497.0599670410156,82.27305603027344,774.3593139648438,198.7534484863281,510.36846923828125,108.79457092285156,712.60205078125,4733.8154296875,81.27143096923828,495.7513122558594,1082.517578125,109.82618713378906,252.53158569335938,421.28564453125,326.2632751464844,3053.64990234375,202.9232635498047
2016-03-21,827.0447998046875,658.2702026367188,1646.5145263671875,1258.703857421875,951.7667236328124,558.7756958007811,371.89306640625,505.3733215332031,83.04559326171875,802.9293823242188,202.7682342529297,511.0098876953125,109.0681381225586,729.7442626953125,4775.16357421875,81.95437622070312,500.6257629394531,1091.62109375,110.74988555908205,253.6596527099609,419.2752685546875,330.4163818359375,3170.322509765625,204.83746337890625
2016-03-22,820.9838256835938,653.675048828125,1661.48681640625,1266.3206787109375,939.3892211914062,561.0126342773439,374.5606689453125,509.36083984375,84.01123046875,794.2579956054688,201.68898010253903,508.8931274414063,110.3418426513672,735.1809692382812,4801.45068359375,82.0731430053711,505.7174987792969,1103.6025390625,112.13540649414062,258.8824462890625,414.2279357910156,348.59466552734375,3151.572265625,203.5122528076172
2016-03-23,817.7608642578125,680.0542602539062,1721.6258544921875,1254.2625732421875,930.1301879882812,565.7711791992188,369.7003479003906,507.1858215332031,88.16349792480469,797.4071044921875,202.20703125,516.5267333984375,112.00575256347656,738.3004760742188,4794.8798828125,81.62773132324219,496.716552734375,1103.9151611328123,110.3342056274414,265.06619262695307,410.54925537109375,342.85931396484375,3139.841064453125,204.57977294921875
2016-03-28,813.3352661132812,662.8406982421875,1681.74951171875,1208.3778076171875,932.8167114257812,566.5941162109375,366.512939453125,506.2915954589844,80.39005279541016,788.3247680664062,194.6523284912109,515.2865600585939,110.0503387451172,716.7911376953125,4886.47509765625,82.60765075683594,492.4694213867188,1103.736572265625,110.28803253173828,249.98284912109366,406.1007385253906,318.26519775390625,3118.735107421875,204.72702026367188
2016-03-29,823.6294555664062,658.5422973632812,1663.83251953125,1188.8409423828125,937.4222412109376,563.6762084960938,364.7721862792969,509.3366088867188,81.50054168701172,786.0429077148438,192.8823699951172,512.0150756835939,110.5840301513672,709.4232788085938,4870.4091796875,82.04346466064453,500.1190490722656,1101.951416015625,110.19566345214844,253.91036987304688,400.02679443359375,320.54962158203125,3078.78125,203.6226959228516
2016-03-30,848.40283203125,671.501953125,1693.427734375,1214.3145751953125,942.4595947265624,574.3975830078125,371.01153564453125,514.7257690429689,84.97686767578125,786.4993286132812,205.0562286376953,515.7356567382811,114.06879425048828,729.6849365234375,5001.75634765625,82.99365997314453,505.3313903808594,1110.9210205078123,112.13540649414062,270.999267578125,404.5181274414063,328.8124694824219,3125.75439453125,206.8621063232422
2016-03-31,835.4629516601562,684.9957275390625,1707.9510498046875,1236.4056396484375,947.257080078125,575.2205810546875,368.0727844238281,517.7224731445311,84.92858123779297,793.6646118164062,204.3223419189453,521.017333984375,115.10481262207031,722.94091796875,5255.09423828125,82.60765075683594,504.4385070800781,1124.6654052734377,111.99685668945312,267.15530395507807,406.3146362304688,329.6387023925781,3169.5859375,207.7087554931641
2016-04-01,837.0023803710938,680.3807983398438,1743.535400390625,1232.9769287109375,967.6941528320312,576.5150146484375,370.9211120605469,514.4840698242189,83.67324829101562,792.1129150390625,205.7469787597656,515.5217895507811,113.25701904296876,735.5374755859375,5146.33837890625,82.13253784179688,499.2503356933594,1095.0347900390623,113.19764709472656,265.52578735351557,396.17706298828125,329.9789733886719,3144.995361328125,206.9357147216797
2016-04-04,852.539794921875,679.6090698242188,1748.0772705078125,1223.84130859375,969.6611328125,580.3156127929688,379.7148132324219,516.7075805664061,86.03907775878906,796.129150390625,206.13546752929688,531.8796997070311,112.99690246582031,734.3195190429688,5187.73193359375,82.31069946289062,499.5398864746094,1102.777099609375,111.9506607055664,267.698486328125,402.5504150390625,334.9366760253906,3112.7470703125,208.4449615478516
2016-04-05,836.8579711914062,675.0435180664062,1745.581787109375,1215.626220703125,972.2996215820312,573.9037475585938,381.2520751953125,511.100830078125,81.98336791992188,792.7518920898438,194.7818298339844,521.6587524414061,112.96998596191406,710.1363525390625,5238.29931640625,82.57795715332031,495.63067626953125,1098.983642578125,109.22579956054688,260.9715576171875,395.449951171875,335.9573974609375,3043.587890625,205.77615356445312
2016-04-06,830.556396484375,687.3107299804688,1762.2010498046875,1245.932373046875,954.8370971679688,585.4630737304688,379.2174682617188,513.0582275390625,85.89423370361328,795.6727294921875,192.14845275878903,513.4902954101561,115.95245361328124,720.0591430664062,5224.79248046875,82.96397399902344,498.9124755859375,1107.5296630859377,109.7800064086914,274.55078125,387.53662109375,338.3876037597656,3130.172119140625,205.48167419433602
2016-04-07,825.6978759765625,690.7781372070312,1760.6041259765625,1243.1478271484375,972.8274536132812,585.0591430664062,374.5606689453125,510.1582946777344,84.3009262084961,784.9933471679688,190.20584106445312,505.27935791015625,114.57109832763672,702.8574829101562,5374.84814453125,83.26089477539062,500.6016845703125,1102.5765380859377,109.64144897460938,270.49789428710943,380.2222290039063,329.8331298828125,3079.959228515625,203.12570190429688
2016-04-08,819.2520751953125,705.7064208984375,1746.6796875,1236.543701171875,972.3956909179688,595.9300537109375,376.66302490234375,512.0191040039061,84.68717956542969,776.23046875,191.0260772705078,498.5436096191406,114.22128295898438,708.4131469726562,5454.349609375,83.67659759521484,500.1672668457031,1085.2840576171877,108.71776580810548,269.16085815429693,389.9747619628906,326.4794006347656,3100.96728515625,202.2974548339844
2016-04-11,827.3816528320312,711.612548828125,1774.72802734375,1222.805908203125,978.7763061523438,599.5812377929688,379.4661865234375,517.625732421875,89.03257751464844,788.9180908203125,194.0047607421875,506.3056640625,116.58483123779295,720.9503784179688,5358.6015625,84.47832489013672,502.07366943359375,1118.573974609375,110.3803939819336,276.72344970703125,401.7377624511719,334.9366760253906,3094.43896484375,208.2609100341797
2016-04-12,834.0198974609375,725.6900024414062,1775.2769775390625,1245.2652587890625,980.5033569335938,604.8184814453125,379.6245422363281,513.7832641601561,88.8394546508789,796.4029541015625,197.50152587890625,505.57855224609375,116.40094757080078,726.3276977539062,5611.48291015625,85.01282501220703,505.5003356933594,1123.70556640625,109.3181610107422,271.16635131835943,397.33203125,340.62347412109375,3108.37841796875,209.6597442626953
