,Returns,Standard Deviation,Semi-Deviation,Sharpe Ratio,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,35.37650877359066,14.44825796168923,8.040870861676943,2.2007157442718546,3.9543613273450107,3.1917298823453994,5.99954782119064,3.65969953881961,3.65969953881961,6.935487134139049,0.851881599974374,2.7237602258712,5.06360850824223,2.25579056939699,5.99954782119064,0.851881599974374,5.99954782119064,5.99954782119064,2.7237602258712,5.06360850824223,4.12766919529382,5.53157816471643,4.12766919529382,6.935487134139049,0.851881599974374,3.65969953881961,4.59563885176802,4.12766919529382,5.06360850824223
