,Returns,Standard Deviation,Semi-Deviation,Sharpe Ratio,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,0.37202618143004196,0.14667858903373274,0.08145147102589748,2.292264901407782,4.127932586056536,0.049592700940443095,0.049592700940443095,0.017115292208871397,0.040313441302851194,0.049592700940443095,0.012475662390075398,0.026394551846463297,0.040313441302851194,0.012475662390075398,0.040313441302851194,0.012475662390075398,0.06815122021562699,0.026394551846463297,0.026394551846463297,0.06351159039683099,0.04495307112164709,0.07279085003442289,0.026394551846463297,0.049592700940443095,0.06351159039683099,0.06351159039683099,0.07279085003442289,0.021754922027667295,0.049592700940443095
