,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,-0.04364167365420398,0.5672122910028854,-0.09428011229237766,2.970781330899853,7.472937889080803,1.8452421913546149,6.347398749535565,4.0963204704450895,5.221859609990329,2.408011761127234,6.910168319308184,1.2824726215819962,0.7197030518093773,3.5335509006724712,0.7197030518093773,2.408011761127234,1.8452421913546149,3.5335509006724712,5.784629179762947,3.5335509006724712,8.598477028626043,6.347398749535565,2.408011761127234,6.347398749535565,4.659090040217709,2.408011761127234,8.598477028626043
