,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,-0.02507170329329667,0.8600181214436937,-0.04058852628577652,1.7014241241121837,1.7014241241121837,5.927554197062727,2.6405641403234155,4.049274164640263,7.336264221379574,1.7014241241121837,5.927554197062727,3.5797041565346475,3.1101341484290312,5.927554197062727,1.231854116006568,7.80583422948519,3.1101341484290312,3.5797041565346475,4.988414180851495,3.1101341484290312,7.336264221379574,7.336264221379574,4.049274164640263,3.1101341484290312,4.5188441727458795,3.1101341484290312,3.1101341484290312
