Date,Open,High,Low,Close,Adj Close,Volume
2017-10-16,615.599976,630.000000,563.400024,595.650024,567.150696,24000049
2017-10-17,596.200012,599.950012,582.799988,587.799988,559.676331,2285512
2017-10-18,584.500000,605.799988,580.000000,600.150024,571.435425,2299835
2017-10-19,600.000000,601.700012,588.099976,592.599976,564.246582,321920
2017-10-23,594.349976,596.900024,580.000000,581.750000,553.915771,504465
2017-10-24,581.200012,587.000000,575.000000,577.599976,549.964355,443099
2017-10-25,577.799988,582.000000,555.000000,558.150024,531.444946,688096
2017-10-26,562.950012,562.950012,542.900024,545.250000,519.162170,466716
2017-10-27,548.000000,572.000000,548.000000,560.349976,533.539673,554111
2017-10-30,566.799988,575.000000,561.250000,571.299988,543.965759,407389
2017-10-31,572.900024,582.000000,571.000000,575.200012,547.679199,249070
2017-11-01,576.049988,582.799988,571.049988,572.950012,545.536865,306144
2017-11-02,572.950012,578.000000,562.750000,567.549988,540.395203,251514
2017-11-03,570.000000,575.799988,565.400024,569.450012,542.204285,235204
2017-11-06,546.000000,560.000000,546.000000,549.099976,522.827942,438116
2017-11-07,551.000000,555.000000,541.000000,545.099976,519.019287,280595
2017-11-08,545.900024,554.799988,538.099976,547.500000,521.304565,254410
2017-11-09,550.000000,554.000000,542.400024,545.950012,519.828674,128730
2017-11-10,543.000000,552.000000,542.000000,548.750000,522.494629,179443
2017-11-13,549.950012,550.000000,535.000000,538.450012,512.687561,409381
2017-11-14,536.500000,540.950012,522.150024,528.799988,503.499268,461424
2017-11-15,530.799988,535.000000,527.150024,529.650024,504.308594,192711
2017-11-16,530.000000,535.000000,522.349976,531.650024,506.212921,131780
2017-11-17,534.900024,540.000000,530.200012,538.400024,512.640015,270076
2017-11-20,542.000000,550.599976,538.099976,546.000000,519.876221,374190
2017-11-21,550.700012,565.000000,550.700012,558.099976,531.397339,205973
2017-11-22,562.250000,565.000000,554.450012,556.700012,530.064270,136575
2017-11-23,563.599976,563.599976,547.599976,548.900024,522.637573,73355
2017-11-24,549.000000,553.400024,545.049988,549.700012,523.399292,70294
2017-11-27,551.000000,551.500000,542.000000,544.049988,518.019592,124151
2017-11-28,546.000000,546.000000,540.000000,542.549988,516.591309,151912
2017-11-29,544.000000,544.849976,537.500000,538.400024,512.640015,68265
2017-11-30,537.799988,564.500000,535.250000,552.799988,526.350952,249099
2017-12-01,554.950012,559.650024,553.000000,555.049988,528.493286,145409
2017-12-04,560.000000,560.000000,546.549988,554.549988,528.017151,90786
2017-12-05,553.700012,555.000000,544.150024,546.349976,520.209534,985008
2017-12-06,546.299988,548.349976,538.700012,542.950012,516.972229,175935
2017-12-07,544.849976,549.400024,540.000000,542.000000,516.067688,163361
2017-12-08,546.900024,549.000000,543.000000,547.500000,521.304565,178547
2017-12-11,554.000000,554.000000,544.000000,546.650024,520.495239,102085
2017-12-12,548.950012,554.900024,545.349976,553.000000,526.541260,173152
2017-12-13,550.049988,554.750000,547.000000,548.599976,522.351807,69029
2017-12-14,553.900024,553.900024,543.549988,546.400024,520.257141,84189
2017-12-15,551.000000,553.000000,549.099976,550.849976,524.494202,84291
2017-12-18,553.000000,558.000000,545.000000,555.200012,528.636047,120514
2017-12-19,556.000000,563.250000,554.599976,558.900024,532.159119,114684
2017-12-20,563.950012,567.000000,559.049988,564.450012,537.443542,296757
2017-12-21,565.049988,578.099976,564.000000,574.150024,546.679443,252281
2017-12-22,578.950012,579.900024,566.000000,568.049988,540.871338,119931
2017-12-26,573.000000,575.000000,563.099976,568.750000,541.537842,84277
2017-12-27,569.000000,572.799988,559.000000,559.900024,533.111206,95850
2017-12-28,560.299988,566.799988,560.000000,560.750000,533.920593,134793
2017-12-29,562.000000,589.000000,560.000000,579.250000,551.535339,323392
2018-01-01,581.450012,596.700012,581.000000,591.250000,562.961243,310670
2018-01-02,592.750000,605.000000,591.950012,600.000000,571.292664,368426
2018-01-03,605.000000,615.650024,602.000000,610.150024,580.957031,423166
2018-01-04,615.400024,621.900024,607.150024,613.950012,584.575256,237303
2018-01-05,618.900024,621.000000,607.599976,609.849976,580.671265,200669
2018-01-08,621.000000,625.000000,614.000000,616.099976,586.622253,306683
2018-01-09,620.500000,620.500000,610.000000,611.150024,581.909180,152094
2018-01-10,615.000000,636.000000,605.250000,621.349976,591.621033,403981
2018-01-11,624.900024,629.900024,615.000000,618.049988,588.478943,244339
2018-01-12,622.700012,625.700012,611.000000,620.750000,591.049744,171433
2018-01-15,624.900024,627.000000,618.500000,624.049988,594.191956,192754
2018-01-16,625.049988,625.549988,609.150024,610.900024,581.671082,146184
2018-01-17,610.000000,612.750000,590.450012,606.000000,577.005615,165663
2018-01-18,612.000000,624.799988,595.000000,598.900024,570.245239,154080
2018-01-19,605.000000,607.950012,588.500000,592.500000,564.151489,227221
2018-01-22,588.500000,607.799988,588.500000,599.750000,571.054565,83897
2018-01-23,601.549988,606.799988,591.000000,596.250000,567.721985,114881
2018-01-24,596.950012,596.950012,580.000000,588.299988,560.152405,128389
2018-01-25,591.750000,591.750000,580.000000,582.700012,554.820374,77250
2018-01-29,589.799988,592.599976,579.500000,582.250000,554.391907,94436
2018-01-30,585.950012,585.950012,570.000000,571.299988,543.965759,221958
2018-01-31,572.000000,579.000000,562.099976,570.400024,543.108887,104169
2018-02-01,575.000000,609.700012,567.700012,584.799988,556.819885,691894
2018-02-02,584.799988,599.000000,575.750000,585.500000,557.486450,540626
2018-02-05,585.000000,594.000000,575.000000,584.450012,556.486633,328343
2018-02-06,570.000000,579.000000,561.000000,563.900024,536.919861,567764
2018-02-07,578.000000,590.000000,569.250000,587.099976,559.009827,270895
2018-02-08,580.000000,594.900024,570.000000,589.750000,561.533020,419751
2018-02-09,576.000000,591.000000,575.000000,588.200012,560.057190,148076
