,Returns,Semi-Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
21182,27.356562261087596,10.545820422789209,2.2545957837198842,0.5777191596367744,7.847926686483964,6.677626714618793,1.1916958044126427,3.362353830004334,9.104205794111653,0.4624988420759947,9.038832796229281,6.120337342871327,0.31984570047817334,8.214259859855053,1.798709161119172,4.795742409304751,0.2032394427753338,0.6112072461570367,1.8745994448226218,5.81906920362165,1.5687292455052297,1.86515374394963,4.712837601708878,3.2040162757616,4.871588938838309,1.5914071113192727,7.4649113684346595,0.31823203681976,6.383254239084104
