,93
Returns,30.2
Standard Deviation,18.335757415498275
Sharpe Ratio,1.4518080380742537
ASIANPAINT Weight,2.1715532048529917
BAJFINANCE Weight,11.095834496461283
BAJAJFINSV Weight,3.6127511066498736
BRITANNIA Weight,2.7092120880941186
DIVISLAB Weight,3.7438899345183194
GRASIM Weight,1.0606670346342577
HCLTECH Weight,6.640562676544431
HDFCBANK Weight,10.426383283292552
HINDALCO Weight,3.9561203701871612
HINDUNILVR Weight,1.5103956259310027
ICICIBANK Weight,0.6117837955941868
INFY Weight,1.068595312096985
JSWSTEEL Weight,2.3820378554945205
LT Weight,1.557583326968847
NESTLEIND Weight,15.017407530678332
POWERGRID Weight,0.7988513536326746
RELIANCE Weight,14.825172473085582
TCS Weight,0.9299237766518802
TATACONSUM Weight,0.40606577429912827
TATASTEEL Weight,3.0303333651306694
TECHM Weight,0.8196365375173132
TITAN Weight,4.18317533099094
ULTRACEMCO Weight,2.305311005180076
WIPRO Weight,5.1367527415128755
