,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,2.180513110214328,2022-03-28 02:51:24.707431,2022-03-28 02:54:00.656643,0 days 00:02:35.949212000,164,0.6685074492000334,503,0.8545490119253021,COMPLETE
1,1,2.2399376683109793,2022-03-28 02:54:00.657475,2022-03-28 02:57:16.476291,0 days 00:03:15.818816000,198,0.5890400111688104,466,0.5095832508165389,COMPLETE
2,2,2.2016965514564606,2022-03-28 02:57:16.477103,2022-03-28 02:58:11.854016,0 days 00:00:55.376913000,126,0.43186321582388587,268,0.06864549554769805,COMPLETE
3,3,2.286069100397877,2022-03-28 02:58:11.854828,2022-03-28 03:05:25.703312,0 days 00:07:13.848484000,461,0.5504918693019584,242,0.20832879594805365,COMPLETE
4,4,2.2926791881880275,2022-03-28 03:05:25.704117,2022-03-28 03:23:26.665672,0 days 00:18:00.961555000,506,0.2279556734826511,507,0.0841680168214729,COMPLETE
5,5,2.1898340468140365,2022-03-28 03:23:26.666450,2022-03-28 03:23:41.904064,0 days 00:00:15.237614000,72,0.009633000423759364,165,0.7808274171729198,COMPLETE
6,6,2.189555239640696,2022-03-28 03:23:41.904521,2022-03-28 03:30:58.804851,0 days 00:07:16.900330000,357,0.7185294800248742,384,0.8195506026369089,COMPLETE
7,7,2.21413380715844,2022-03-28 03:30:58.805658,2022-03-28 03:31:08.332192,0 days 00:00:09.526534000,30,0.33381112620302134,319,0.0661723141203373,COMPLETE
8,8,2.1451733144625225,2022-03-28 03:31:08.332660,2022-03-28 03:33:07.263912,0 days 00:01:58.931252000,384,0.7928305839037671,92,0.9140843666851539,COMPLETE
9,9,2.2035433647199056,2022-03-28 03:33:07.264709,2022-03-28 03:37:16.289524,0 days 00:04:09.024815000,342,0.30798290538007667,236,0.5249295505550285,COMPLETE
10,10,2.130627735941199,2022-03-28 03:37:16.290329,2022-03-28 03:58:31.369572,0 days 00:21:15.079243000,532,0.995320416391211,550,0.3571306829528816,COMPLETE
11,11,2.1147143620458064,2022-03-28 03:58:31.370396,2022-03-28 03:59:22.818377,0 days 00:00:51.447981000,548,0.10101136301197244,21,0.25652643599347835,COMPLETE
12,12,2.258222890077306,2022-03-28 03:59:22.819112,2022-03-28 04:09:26.947793,0 days 00:10:04.128681000,451,0.22781281557363497,351,0.2313359906077581,COMPLETE
13,13,2.2444653011669273,2022-03-28 04:09:26.948604,2022-03-28 04:21:32.869518,0 days 00:12:05.920914000,457,0.49398709525867646,412,0.01748262013696937,COMPLETE
14,14,2.248383342726064,2022-03-28 04:21:32.870325,2022-03-28 04:23:35.820254,0 days 00:02:02.949929000,264,0.18600766876231245,183,0.19737872132153406,COMPLETE
15,15,2.257864093341361,2022-03-28 04:23:35.821062,2022-03-28 04:29:56.075590,0 days 00:06:20.254528000,461,0.43994856570738994,209,0.38727877928142085,COMPLETE
16,16,2.1684772404559696,2022-03-28 04:29:56.076410,2022-03-28 04:31:45.149609,0 days 00:01:49.073199000,299,0.8695848811993456,131,0.6542683109163121,COMPLETE
17,17,2.220285839368351,2022-03-28 04:31:45.150413,2022-03-28 04:38:49.540720,0 days 00:07:04.390307000,411,0.601126948091345,292,0.13925129089078242,COMPLETE
18,18,2.218616360643451,2022-03-28 04:38:49.541545,2022-03-28 04:54:19.270095,0 days 00:15:29.728550000,500,0.35041586997012114,449,0.34894257205062224,COMPLETE
19,19,2.153444983446764,2022-03-28 04:54:19.270921,2022-03-28 04:55:12.191676,0 days 00:00:52.920755000,285,0.1669669654598277,69,0.1269444453994534,COMPLETE
20,20,2.2138733502932735,2022-03-28 04:55:12.192394,2022-03-28 05:06:44.833773,0 days 00:11:32.641379000,495,0.5564532629467951,341,0.6101830865467819,COMPLETE
21,21,2.225929963322844,2022-03-28 05:06:44.834571,2022-03-28 05:16:25.213979,0 days 00:09:40.379408000,431,0.24916048797010754,367,0.2586379089777716,COMPLETE
22,22,2.2161751264642158,2022-03-28 05:16:25.214800,2022-03-28 05:24:48.952401,0 days 00:08:23.737601000,487,0.07375853137632793,256,0.2445895787822548,COMPLETE
23,23,2.225884313651601,2022-03-28 05:24:48.953225,2022-03-28 05:37:40.464433,0 days 00:12:51.511208000,412,0.24541387719657815,525,0.15669084457428828,COMPLETE
24,24,2.2514625136528656,2022-03-28 05:37:40.465367,2022-03-28 05:55:04.459817,0 days 00:17:23.994450000,548,0.3943330181338099,424,0.4216842196849214,COMPLETE
25,25,2.227247618692953,2022-03-28 05:55:04.460724,2022-03-28 06:03:11.865159,0 days 00:08:07.404435000,334,0.5071253037327672,478,0.007503875811521954,COMPLETE
26,26,2.2460378164220285,2022-03-28 06:03:11.865985,2022-03-28 06:12:07.833744,0 days 00:08:55.967759000,450,0.269185819858085,310,0.3225716521844949,COMPLETE
27,27,2.2470487792888196,2022-03-28 06:12:07.834597,2022-03-28 06:15:48.005931,0 days 00:03:40.171334000,239,0.11286082844384339,382,0.21332361531001434,COMPLETE
28,28,2.2105698474179367,2022-03-28 06:15:48.006751,2022-03-28 06:20:24.900718,0 days 00:04:36.893967000,384,0.1888480128447128,213,0.4572637968947534,COMPLETE
29,29,2.2165337043606987,2022-03-28 06:20:24.901548,2022-03-28 06:37:05.030580,0 days 00:16:40.129032000,490,0.6492661668206231,499,0.3007507372984311,COMPLETE
30,30,2.2013503974124817,2022-03-28 06:37:05.031404,2022-03-28 06:45:00.864439,0 days 00:07:55.833035000,402,0.6950057041032733,337,0.0918299354451173,COMPLETE
31,31,2.200330934631691,2022-03-28 06:45:00.865282,2022-03-28 06:50:51.401814,0 days 00:05:50.536532000,446,0.4384358715957586,206,0.38545628895147765,COMPLETE
32,32,2.2048365179449787,2022-03-28 06:50:51.402654,2022-03-28 06:56:50.487182,0 days 00:05:59.084528000,512,0.4711208779011765,165,0.1777496242393083,COMPLETE
33,33,2.215292558488746,2022-03-28 06:56:50.488036,2022-03-28 07:04:23.766935,0 days 00:07:33.278899000,467,0.3889655080101573,246,0.2945953586682705,COMPLETE
34,34,2.195321266076597,2022-03-28 07:04:23.767788,2022-03-28 07:06:29.445335,0 days 00:02:05.677547000,203,0.5546870544110164,285,0.5561872553296328,COMPLETE
35,35,2.1946854450620923,2022-03-28 07:06:29.446176,2022-03-28 07:10:46.480841,0 days 00:04:17.034665000,520,0.3939966207421744,115,0.46972830703970925,COMPLETE
36,36,2.2378847621220634,2022-03-28 07:10:46.481669,2022-03-28 07:11:43.572930,0 days 00:00:57.091261000,156,0.00950483019451745,194,0.059208605457123094,COMPLETE
37,37,2.161435371761124,2022-03-28 07:11:43.573670,2022-03-28 07:14:38.889759,0 days 00:02:55.316089000,363,0.29823984031634965,149,0.41814365841425494,COMPLETE
38,38,2.184783246669177,2022-03-28 07:14:38.890609,2022-03-28 07:27:45.802825,0 days 00:13:06.912216000,468,0.6213817193710349,426,0.7425366258483739,COMPLETE
39,39,2.244587116504952,2022-03-28 07:27:45.803632,2022-03-28 07:28:17.700425,0 days 00:00:31.896793000,92,0.5326220041667127,238,0.11586415376731266,COMPLETE
