,57816
Returns,28.831792813462968
Standard Deviation,18.088853506776527
Sharpe Ratio,139.59863627621857
ASIANPAINT Weight,5.618725171495531
BAJFINANCE Weight,8.38455089497908
BAJAJFINSV Weight,4.512394882102111
BRITANNIA Weight,3.4060645927086908
DIVISLAB Weight,4.512394882102111
GRASIM Weight,0.6402388692251426
HCLTECH Weight,1.7465691586185623
HDFCBANK Weight,5.065560026798821
HINDALCO Weight,1.1934040139218525
HINDUNILVR Weight,8.38455089497908
ICICIBANK Weight,5.065560026798821
INFY Weight,6.7250554608889495
JSWSTEEL Weight,4.512394882102111
LT Weight,7.83138575028237
NESTLEIND Weight,5.618725171495531
POWERGRID Weight,1.1934040139218525
RELIANCE Weight,7.27822060558566
TCS Weight,5.618725171495531
TATACONSUM Weight,4.512394882102111
TATASTEEL Weight,0.6402388692251426
TECHM Weight,2.299734303315272
TITAN Weight,0.6402388692251426
ULTRACEMCO Weight,2.299734303315272
WIPRO Weight,2.299734303315272
