,50880
Returns,0.2919167236721159
Standard Deviation,0.11471543108985877
Sortino Ratio,2.232626606890357
ASIANPAINT Weight,0.043353097125149946
BAJFINANCE Weight,0.05234739290372737
BAJAJFINSV Weight,0.020867357678706375
BRITANNIA Weight,0.007375914010840233
DIVISLAB Weight,0.03885594923586123
GRASIM Weight,0.025364505567995087
HCLTECH Weight,0.03885594923586123
HDFCBANK Weight,0.056844540793016096
HINDALCO Weight,0.043353097125149946
HINDUNILVR Weight,0.06134168868230481
ICICIBANK Weight,0.016370209789417663
INFY Weight,0.04785024501443866
JSWSTEEL Weight,0.06134168868230481
LT Weight,0.03885594923586123
NESTLEIND Weight,0.07033598446088224
POWERGRID Weight,0.03885594923586123
RELIANCE Weight,0.056844540793016096
TCS Weight,0.007375914010840233
TATACONSUM Weight,0.06134168868230481
TATASTEEL Weight,0.06134168868230481
TECHM Weight,0.011873061900128948
TITAN Weight,0.06583883657159352
ULTRACEMCO Weight,0.025364505567995087
WIPRO Weight,0.04785024501443866
