,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,HDFC Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,NESTLEIND Weight,RELIANCE Weight,SHREECEM Weight,TCS Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,WIPRO Weight
12639,0.28972817522943445,0.18293424749378734,1.3880844003146986,0.012862493754150455,0.055761433599114806,0.031247753687706607,0.012862493754150455,0.037376173665558655,0.061889853576966865,0.061889853576966865,0.037376173665558655,0.037376173665558655,0.04963301362126276,0.006734073776298403,0.037376173665558655,0.09253195346622711,0.006734073776298403,0.08640353348837505,0.061889853576966865,0.031247753687706607,0.080275113510523,0.037376173665558655,0.012862493754150455,0.09253195346622711,0.055761433599114806
12640,0.28960348097512734,0.18291915909172088,1.3875172083415441,0.013125877388920007,0.05567814133854668,0.03136256193876001,0.013125877388920007,0.03744145678870667,0.06175703618849335,0.06175703618849335,0.03744145678870667,0.03744145678870667,0.04959924648860001,0.007046982538973338,0.03744145678870667,0.09215151043822667,0.007046982538973338,0.08607261558828,0.06175703618849335,0.03136256193876001,0.07999372073833334,0.03744145678870667,0.013125877388920007,0.09215151043822667,0.05567814133854668
12641,0.2894629073572876,0.18290250255670518,1.3868749952103285,0.013422801979592254,0.05558424210901783,0.03149199060648893,0.013422801979592254,0.037515053482121155,0.061607304984650064,0.061607304984650064,0.037515053482121155,0.037515053482121155,0.04956117923338561,0.00739973910396003,0.037515053482121155,0.09172261936281119,0.00739973910396003,0.08569955648717896,0.061607304984650064,0.03149199060648893,0.07967649361154673,0.037515053482121155,0.013422801979592254,0.09172261936281119,0.05558424210901783
12642,0.2893048152155717,0.18288421775811975,1.386149216827741,0.013756729818890066,0.05547864099744502,0.03163754889541361,0.013756729818890066,0.03759782192092146,0.06143891402295287,0.06143891402295287,0.03759782192092146,0.03759782192092146,0.04951836797193718,0.007796456793382216,0.03759782192092146,0.09124027915049213,0.007796456793382216,0.08528000612498428,0.06143891402295287,0.03163754889541361,0.07931973309947642,0.03759782192092146,0.013756729818890066,0.09124027915049213,0.05547864099744502
12643,0.28912750417387884,0.18286427392864518,1.3853307632562983,0.014131252501633577,0.0553602022003381,0.031800802372506945,0.014131252501633577,0.03769065232946473,0.06125005215729589,0.06125005215729589,0.03769065232946473,0.03769065232946473,0.04947035224338032,0.008241402544675787,0.03769065232946473,0.09069930194208484,0.008241402544675787,0.08480945198512704,0.06125005215729589,0.031800802372506945,0.07891960202816925,0.03769065232946473,0.014131252501633577,0.09069930194208484,0.0553602022003381
12644,0.2889292428877711,0.1828426797905855,1.3844100468101137,0.014550027035065721,0.05522776922822708,0.03198334511784916,0.014550027035065721,0.037794451145443636,0.06103887525582156,0.06103887525582156,0.037794451145443636,0.037794451145443636,0.04941666320063261,0.00873892100747124,0.037794451145443636,0.09009440539379396,0.00873892100747124,0.08428329936619948,0.06103887525582156,0.03198334511784916,0.07847219333860499,0.037794451145443636,0.014550027035065721,0.09009440539379396,0.05522776922822708
12645,0.2887083092688248,0.18281949486322674,1.3833771363280147,0.01501669087554645,0.055080191774399836,0.03218676268934076,0.01501669087554645,0.037910119960605525,0.0608035490456646,0.0608035490456646,0.037910119960605525,0.037910119960605525,0.04935683450313507,0.009293333604281681,0.037910119960605525,0.08942033540198846,0.009293333604281681,0.08369697813072369,0.0608035490456646,0.03218676268934076,0.07797362085945891,0.037910119960605525,0.01501669087554645,0.08942033540198846,0.055080191774399836
12646,0.28846304163629466,0.18279484149634692,1.3822219465714192,0.015534753884191345,0.054916359882777085,0.03241258502644237,0.015534753884191345,0.038038528740526045,0.06054230359686076,0.06054230359686076,0.038038528740526045,0.038038528740526045,0.049290416168693424,0.009908810170107668,0.038038528740526045,0.08867202216727914,0.009908810170107668,0.08304607845319548,0.06054230359686076,0.03241258502644237,0.0774201347391118,0.038038528740526045,0.015534753884191345,0.08867202216727914,0.054916359882777085
6942,0.27854280635542317,0.17569312504528617,1.3816295105050609,0.021523236590201812,0.05343164840932666,0.032159373863243426,0.04279551113628505,0.0747039229554099,0.05343164840932666,0.0747039229554099,0.016205167953681,0.04279551113628505,0.032159373863243426,0.026841305226722623,0.016205167953681,0.0800219915919307,0.037477442499764244,0.0800219915919307,0.04279551113628505,0.005569030680639389,0.0800219915919307,0.016205167953681,0.026841305226722623,0.06938585431888908,0.0747039229554099
6943,0.2785168059041043,0.17572668243606082,1.3812177100220295,0.021669823407309195,0.05338278613695755,0.03224081098385864,0.04281179856040809,0.07452476129005643,0.05338278613695755,0.07452476129005643,0.01638432961903447,0.04281179856040809,0.03224081098385864,0.026955317195583924,0.01638432961903447,0.07981025507833116,0.037526304772133375,0.07981025507833116,0.04281179856040809,0.0058133420424850216,0.07981025507833116,0.01638432961903447,0.026955317195583924,0.0692392675017817,0.07452476129005643
12647,0.2881919012110147,0.18276891689159724,1.3809344909600345,0.016107466325033355,0.05473524569208347,0.03266222891091198,0.016107466325033355,0.038180483106204845,0.06025349988737635,0.06025349988737635,0.038180483106204845,0.038180483106204845,0.04921699149679061,0.010589212129740481,0.038180483106204845,0.0878447708638407,0.010589212129740481,0.08232651666854784,0.06025349988737635,0.03266222891091198,0.07680826247325497,0.038180483106204845,0.016107466325033355,0.0878447708638407,0.05473524569208347
