,Returns,Standard Deviation,Sharpe Ratio
0,0.2668679679831983,0.1799691580241015,1.2839309274995532
1,0.26692382017760735,0.1799678939246316,1.2842502911902678
2,0.26698688673381665,0.1799669515916867,1.2846074498074453
3,0.2670579415501725,0.17996650625858776,1.2850054510581308
4,0.26713779642695107,0.17996678517811687,1.2854471795892295
5,0.2672272893129697,0.1799680779535152,1.2859352166485112
6,0.2673272680423254,0.17997074734113214,1.286471670884761
7,0.2674385689583729,0.17997523981818997,1.2870579819333647
8,0.2675619899958285,0.17998209487204403,1.2876947018568525
9,0.2676982580898314,0.17999195159184764,1.2883812639338854
