,12638
Returns,0.28983854654346847
Standard Deviation,0.18294784853827742
Sharpe Ratio,1.3885844986601033
ASIANPAINT Weight,0.012629363542769776
BAJFINANCE Weight,0.055835158537756543
BAJAJFINSV Weight,0.031146132826335535
BRITANNIA Weight,0.012629363542769776
DIVISLAB Weight,0.03731838925419079
HCLTECH Weight,0.0620074149656118
HDFCBANK Weight,0.0620074149656118
HINDALCO Weight,0.03731838925419079
HINDUNILVR Weight,0.03731838925419079
HDFC Weight,0.04966290210990129
ICICIBANK Weight,0.006457107114914524
INFY Weight,0.03731838925419079
JSWSTEEL Weight,0.09286869710488807
KOTAKBANK Weight,0.006457107114914524
NESTLEIND Weight,0.08669644067703282
RELIANCE Weight,0.0620074149656118
SHREECEM Weight,0.031146132826335535
TCS Weight,0.08052418424917755
TATASTEEL Weight,0.03731838925419079
TECHM Weight,0.012629363542769776
TITAN Weight,0.09286869710488807
WIPRO Weight,0.055835158537756543
