,Returns,Standard Deviation,Sharpe Ratio
37281,0.27429603670456104,0.1833127632488784,1.30103344948634
37282,0.2742962958879094,0.18331286618229764,1.3010341328182276
37283,0.27429652177103736,0.18331295589874108,1.3010347282969936
37284,0.2742967186298893,0.18331303409341057,1.3010352472173847
37285,0.27429689019195985,0.1833131022445404,1.3010356994220962
37286,0.2742970397064946,0.18331316164105652,1.3010360934884373
37287,0.2742971700057385,0.18331321340673584,1.3010364368909968
37288,0.2742972835583689,0.18331325852130317,1.3010367361434072
37289,0.2742973825161017,0.18331329783884828,1.301036996921882
37290,0.2742974687543383,0.18331333210389988,1.3010372241728752
