ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
845.9014282,589.4840088,1899.990112,1315.864014,1022.876831,524.2772217,376.1904297,503.7058105,69.33339691,734.1056519,193.7889557,487.4887695,87.22671509,658.2940063,5109.37207,82.15578461,512.677002,1006.565308,118.6935654,191.9473724,445.3248901,324.3798523,2570.223877,198.1059723
818.0493774,542.909668,1826.603027,1272.671631,1013.6651,523.87323,378.120575,495.8274841,68.75401306,739.3084717,192.6233521,484.0673828,88.8861084,643.8255615,4961.777832,81.59467316,485.7128296,1013.932983,112.5510635,197.1283722,442.630127,322.8345337,2592.704346,199.5832977
813.4796753,556.8887939,1843.454102,1257.806519,1016.799011,527.1203003,376.2801819,500.6366882,69.38167572,739.7648315,197.5015259,487.3816833,89.56783295,667.2363281,4955.204102,80.29529572,498.4904175,1014.667297,116.75383,198.8832397,438.4382324,327.615509,2590.348633,197.7047272
808.4768066,556.3462524,1846.894165,1233.276001,1006.827698,520.1547852,377.9185791,492.1783142,65.27768707,725.7078857,193.7457581,479.5129395,91.83716583,663.1661987,5007.050293,79.52748871,479.8376465,1015.023254,113.1976471,193.8693542,433.7330017,329.2091064,2569.683838,197.905365
812.4213257,566.4730225,1841.409912,1205.662354,1004.690979,516.5784912,374.9335632,494.4499512,65.95363617,707.9543457,195.3862152,486.269928,91.97172546,655.2041626,4956.165527,78.08045197,470.1171265,1006.053894,112.4586945,196.8776855,434.0324707,331.6720276,2645.665771,200.9146881
836.9541626,574.2271729,1886.329956,1203.91333,1027.387573,515.8377075,376.7290344,497.9783325,69.86450958,704.2119141,200.9551086,485.9277039,95.79733276,678.6743164,4972.365723,78.61203766,479.6464844,1024.46167,115.9686966,207.0725403,439.9353027,335.7286072,2663.679199,200.6593628
845.276123,577.7440796,1918.885376,1197.792358,1032.373413,515.4561768,376.4821777,503.2225647,69.5265274,714.9827881,203.8043213,486.5264587,99.31797028,662.0075684,4984.917969,78.552948,479.5509949,1028.433105,114.8140945,213.0055847,440.1919861,342.344635,2700.050293,201.377182
825.9865723,585.7006226,1887.077515,1219.445923,1086.598877,512.3138428,377.9741211,500.5641479,68.60917664,700.9259644,204.8835449,486.8900452,100.5737457,658.2344971,5008.967285,81.65373993,477.3537292,1035.171265,114.9526367,215.2618256,430.3538818,337.7084961,2701.130371,203.4018097
826.371582,569.8272095,1868.730957,1228.927002,1072.306641,500.5526123,381.8171082,498.6549377,67.30553436,722.6958008,201.3436279,483.0838013,97.96804047,638.4482422,4991.854492,84.87263489,485.7367554,1040.280762,113.7518539,212.4206543,427.787384,327.4223328,2694.406006,201.4508057
836.9061279,584.8571167,1856.26709,1237.763306,1083.512451,507.809845,391.4248657,507.4274292,68.07805634,745.6523438,198.7102814,498.1802063,94.8151474,654.5802612,5009.241699,87.3237381,494.5735474,1067.099609,116.8462067,208.6602478,428.9423218,351.2787781,2788.057861,207.1749725
853.7424927,592.2314453,1858.161499,1288.871826,1084.46228,514.5060425,398.0031738,512.2124634,68.65744781,731.0934448,187.5293121,501.7938538,94.2321167,666.7015381,4973.598145,86.67404175,492.1374817,1072.187012,116.9385681,208.3259888,425.6914673,347.6567993,2767.63916,209.1443939
849.0282593,573.3146362,1812.842896,1285.351074,1067.890625,514.6257324,394.5444946,509.3366089,66.1950531,730.3175049,181.6582336,502.7347107,89.99388123,666.6125488,4981.265625,86.37873077,478.213562,1070.134644,114.7678986,193.4097443,405.8869324,339.9782715,2751.343018,208.8130798
830.9412231,629.3843384,1873.118042,1301.55127,1050.844238,510.5556946,385.2533569,504.5274353,64.36032867,749.9422607,176.1756897,495.1009521,87.31190491,658.8287354,4936.540527,85.07219696,468.7796326,1078.256348,112.4586945,187.1842194,403.9620361,341.9582825,2718.310059,205.3344269
855.6182861,625.8475342,1875.361694,1314.552612,1032.563354,513.7203369,392.1481628,507.1132507,66.33989716,761.9910278,176.0893555,504.5309448,90.65764618,674.8121948,5006.776855,87.1804657,464.7911987,1079.929321,112.3201447,188.813736,401.609436,349.6368103,2718.800537,206.1258698
865.1427612,660.8153076,1903.081177,1317.406128,1054.547852,518.2095947,393.1881714,510.0374756,68.80229187,771.2558594,180.7948303,502.3712463,93.02119446,677.3078613,4948.54248,86.25995636,463.7641907,1080.777344,113.1514587,195.4152985,406.4429626,356.9289246,2790.65918,205.3712311
854.8967896,657.0467529,1830.292114,1313.839111,1014.852356,513.1668091,384.1908875,500.6607971,67.4021225,756.6056519,180.0609589,492.150238,94.19174194,671.6036987,4940.78418,84.5970993,459.0592041,1054.448853,114.4446182,195.6242065,402.6359863,358.908905,2769.8479,200.6225281
850.6636963,649.5392456,1779.040771,1280.86377,981.6141968,508.475769,366.4225159,495.9241943,67.59523773,754.2780762,180.7948303,473.6967773,89.69787598,662.0372314,4946.489258,84.30017853,457.3634949,1018.057739,111.5350037,196.7940979,383.473053,354.3211975,2715.561035,197.4015503
843.3040161,639.1362305,1784.425171,1252.743774,966.4196777,512.560791,374.085968,489.5924683,64.60173798,752.6349487,178.9385529,474.0816345,91.7205658,665.8400269,4835.453125,85.13159943,459.8234558,1012.435486,109.318161,196.9612579,376.7574463,357.749939,2746.630859,195.5425262
823.2445679,609.5993042,1691.644287,1212.243652,968.223999,507.5854187,365.3147888,471.394989,61.51166534,732.5993652,172.0314026,461.2945557,89.84139252,649.0841064,4761.928223,81.1823349,441.6244507,980.8189087,97.21788788,187.6020203,369.528595,344.1797791,2668.097412,190.3889618
822.4750366,591.6001587,1696.13147,1180.119629,937.4550781,506.3509216,360.9065552,469.5100098,58.80785751,741.7272339,167.1100159,463.8605652,90.1912384,626.0595703,4614.973145,82.16223907,433.0264893,993.6040039,96.34038544,181.752533,367.8604126,343.6968384,2717.033691,190.4257507
826.1309204,612.6328735,1718.466431,1226.924805,942.7731934,519.593689,373.9502869,470.5732727,64.69829559,734.5164795,175.7008362,466.8968811,93.41136169,682.9524536,4616.524902,82.37010193,452.2286072,1012.591003,97.91065216,206.1533203,368.1170349,346.4494629,2750.999756,193.5363312
808.428833,593.0453491,1698.873535,1208.515747,920.9310303,514.9100952,372.6844177,470.500824,62.62215805,733.1472168,169.7433777,461.5084229,92.72070313,655.9766235,4609.269531,82.72642517,444.490448,1010.98468,94.81629944,204.6073608,361.7436523,335.6802673,2736.519775,193.8492279
823.5332642,602.866333,1696.231079,1220.619873,938.7371826,517.1097412,372.9104309,471.2016602,63.53952026,741.6815796,164.6925354,469.5057068,93.95854187,666.93927,4630.171875,82.90458679,455.0229797,1015.447571,96.0632782,209.9554749,367.4754028,315.6872253,2725.672119,193.9780731
803.5703735,608.0949097,1715.973755,1267.240967,926.2490234,516.017334,381.5686035,478.2341614,66.53302765,755.2365723,169.3548584,480.4324341,94.79272461,683.1010132,4730.711914,83.05304718,449.052124,1033.430908,96.57131195,209.6212463,367.3470764,322.2549744,2743.882568,199.2605133
822.2826538,596.6658936,1668.262085,1253.894409,945.5272827,512.8900146,385.0046692,478.1616211,66.67787933,755.4190674,171.6428375,482.0787659,97.18765259,683.6060181,4755.219238,83.7359848,451.0821838,1035.126343,99.11144257,211.6267853,376.8430481,323.269165,2792.573242,201.4876404
837.8200073,592.1623535,1625.585938,1288.342529,941.4911499,521.164856,382.4728088,477.8957825,67.1124115,786.4993286,171.3406677,481.8221741,98.90985107,683.1604004,4818.794922,82.93427277,459.6562805,1033.453491,100.7740707,213.2980652,369.3147583,326.3598328,2869.536865,199.7942963
843.8330078,581.5473022,1611.177612,1289.677124,930.6651001,509.9272156,374.7867126,468.8574829,66.14676666,763.8622437,165.7717743,480.6461792,100.8204193,671.5145874,4739.291992,81.41989899,453.6138,1010.293091,98.51104736,211.8774872,366.6626892,318.1984558,2764.743164,198.7635803
848.3547974,573.5908813,1611.277466,1267.194824,894.4830933,503.941803,366.6937256,458.9732666,64.11891937,763.7709351,161.4547882,481.2662659,99.51979828,661.2647705,4745.817871,82.963974,455.0468445,986.6201172,98.55722046,207.1560822,361.0591736,315.783844,2746.091309,196.5548859
829.0170288,567.543457,1595.722534,1236.152588,893.4859009,494.0134583,365.6539307,455.6141663,64.84314728,769.2932739,158.0012054,474.8300476,100.9684219,645.5487061,4694.246582,78.24267578,450.9627686,987.4678955,98.09539032,207.3650208,356.1401062,312.6931152,2728.175537,196.5180664
829.8348999,573.0234985,1597.018677,1248.348511,887.0281982,493.8862915,372.8425903,464.4833374,67.06412506,775.7740479,159.5553436,479.4700928,98.58694458,659.9279785,4665.313477,79.37103271,453.9482117,986.4192505,96.75605011,207.6156769,357.3806763,318.8745728,2720.174805,195.2848816
814.0087891,585.2171631,1607.239136,1268.506714,902.6975708,497.9338989,367.688385,469.727417,66.38818359,757.9747314,164.08815,463.6039124,101.0401764,639.3394775,4571.116211,77.233078,461.7341309,971.3809814,95.64762115,208.158844,355.4985352,305.9804077,2717.868164,191.5117035
838.8783569,612.5244141,1685.412476,1307.833252,909.2501831,512.4785156,376.233551,475.6724548,67.83664703,752.2699585,176.9527283,481.3089905,102.5650482,667.8305054,4611.505371,79.43042755,468.7319031,1015.938171,100.5893326,214.8022308,369.7852478,325.9735413,2832.429443,197.1070709
838.7821655,628.5112305,1713.032227,1317.567017,921.5958252,516.4662476,386.4966431,486.8132935,72.37518311,775.1807251,189.9468384,494.3739319,101.650116,676.1193237,4635.191895,80.41030121,478.3807373,1034.769775,101.5130234,223.5764923,389.7181702,322.4963989,2918.522461,198.616333
846.8636475,612.4111328,1670.355957,1307.902344,928.3858032,523.2672119,388.5086365,490.9941406,76.52746582,774.8612671,188.2200317,500.0619202,104.031601,717.2367554,4762.568359,80.55878448,483.8021851,1059.00061,101.1435471,239.8715363,395.0221252,330.4647217,2890.299316,199.7758636
832.9615479,624.9252319,1665.669678,1314.046265,959.7720947,526.0130005,377.7028198,493.2658386,76.67230988,774.7243652,190.3785248,500.6392822,106.3323593,708.9776001,4824.180176,82.34039307,480.7212219,1052.039185,104.6073608,241.1250153,386.0395203,326.8910828,2853.633789,197.6592102
842.4862061,620.8310547,1664.921875,1297.409058,971.2628784,528.1154175,368.5927734,490.1724854,80.29348755,754.1868896,187.2271271,497.5601501,106.4041061,705.5610962,4856.627441,81.7762146,490.5611877,1050.588745,106.8242111,243.8408508,383.9863586,329.8851929,2895.944092,199.3157349
842.9671021,633.7299805,1673.34729,1306.038208,958.7749023,543.4605103,368.7735291,495.3200073,78.31391144,766.4180908,186.7954407,503.9963684,105.8479691,720.6533203,4755.310547,82.99365997,497.5828247,1051.905518,107.9326248,246.8491821,397.0753479,328.2432861,2936.781738,198.1009827
860.8134766,631.8654785,1682.969238,1304.588501,965.2324829,538.9116211,369.7683105,493.604126,80.92115784,764.5012817,186.061554,488.6005859,106.3727112,704.7886963,4726.102051,82.93427277,483.2767944,1047.911621,107.5631561,247.9355164,398.7863464,327.4705811,2942.819092,197.2543182
864.2769775,631.4215088,1641.240479,1296.051392,953.7416992,536.0610352,372.1192017,497.2049561,80.6314621,777.3258057,184.6369629,488.8144531,106.1619339,704.4915161,4712.72998,82.07314301,484.5903931,1055.475342,107.0089417,245.7210693,391.8568726,334.1832581,2939.57959,198.4138641
865.2390747,642.8997803,1640.193481,1299.25,961.576416,536.7868042,374.3119507,496.6492004,81.98336792,782.3917847,191.3714294,488.0446777,105.9242172,703.6299438,4657.919434,82.31069946,487.0980835,1050.901245,106.8242111,247.9355164,402.2510681,329.4988708,2953.175781,199.0948944
851.048645,638.6972656,1656.745605,1269.656982,915.1856079,531.2876587,367.0554199,496.2382507,81.01773071,767.4677124,191.1124268,485.1365967,107.1889648,701.5800171,4612.874023,82.51855469,487.4563293,1039.700562,106.6394653,251.0691681,393.7817078,332.0583801,2934.818604,196.2788086
832.0957642,641.2891235,1641.922852,1251.961548,926.723938,535.8889771,368.4344788,498.0508118,78.70017242,770.5255127,195.4725342,492.855896,107.646431,703.0358276,4574.537598,82.3997879,488.0534058,1038.429199,106.3161926,250.2753143,398.486908,328.0501099,2913.859619,198.2113953
839.4555054,651.1028442,1648.710327,1241.51416,935.6951904,543.9393921,368.6152344,492.2266541,78.21735382,775.5460815,196.6381378,496.8330688,107.8527374,709.0072632,4652.214844,81.95437622,490.3459167,1049.584961,106.9627609,247.2670135,416.4093933,327.9051819,2973.496582,198.4874878
842.149292,656.1333008,1646.364502,1236.083496,943.994751,547.2088013,372.6165161,497.059967,82.27305603,774.359314,198.7534485,510.3684692,108.7945709,712.6020508,4733.81543,81.27143097,495.7513123,1082.517578,109.8261871,252.5315857,421.2856445,326.2632751,3053.649902,202.9232635
827.0447998,658.2702026,1646.514526,1258.703857,951.7667236,558.7756958,371.8930664,505.3733215,83.04559326,802.9293823,202.7682343,511.0098877,109.0681381,729.7442627,4775.163574,81.95437622,500.6257629,1091.621094,110.7498856,253.6596527,419.2752686,330.4163818,3170.32251,204.8374634
820.9838257,653.6750488,1661.486816,1266.320679,939.3892212,561.0126343,374.5606689,509.3608398,84.01123047,794.2579956,201.6889801,508.8931274,110.3418427,735.1809692,4801.450684,82.07314301,505.7174988,1103.602539,112.1354065,258.8824463,414.2279358,348.5946655,3151.572266,203.5122528
817.7608643,680.0542603,1721.625854,1254.262573,930.130188,565.7711792,369.7003479,507.1858215,88.16349792,797.4071045,202.2070313,516.5267334,112.0057526,738.3004761,4794.879883,81.62773132,496.7165527,1103.915161,110.3342056,265.0661926,410.5492554,342.859314,3139.841064,204.5797729
813.3352661,662.8406982,1681.749512,1208.377808,932.8167114,566.5941162,366.5129395,506.2915955,80.3900528,788.3247681,194.6523285,515.2865601,110.0503387,716.7911377,4886.475098,82.60765076,492.4694214,1103.736572,110.2880325,249.9828491,406.1007385,318.2651978,3118.735107,204.7270203
823.6294556,658.5422974,1663.83252,1188.840942,937.4222412,563.6762085,364.7721863,509.3366089,81.50054169,786.0429077,192.88237,512.0150757,110.5840302,709.4232788,4870.40918,82.04346466,500.1190491,1101.951416,110.1956635,253.9103699,400.0267944,320.5496216,3078.78125,203.6226959
848.402832,671.5019531,1693.427734,1214.314575,942.4595947,574.397583,371.0115356,514.725769,84.97686768,786.4993286,205.0562286,515.7356567,114.0687943,729.6849365,5001.756348,82.99365997,505.3313904,1110.921021,112.1354065,270.9992676,404.5181274,328.8124695,3125.754395,206.8621063
835.4629517,684.9957275,1707.95105,1236.40564,947.2570801,575.2205811,368.0727844,517.7224731,84.92858124,793.6646118,204.3223419,521.017334,115.1048126,722.940918,5255.094238,82.60765076,504.4385071,1124.665405,111.9968567,267.155304,406.3146362,329.6387024,3169.585938,207.7087555
837.0023804,680.3807983,1743.5354,1232.976929,967.6941528,576.5150146,370.9211121,514.4840698,83.67324829,792.112915,205.7469788,515.5217896,113.257019,735.5374756,5146.338379,82.13253784,499.2503357,1095.03479,113.1976471,265.5257874,396.177063,329.9789734,3144.995361,206.9357147
852.5397949,679.6090698,1748.077271,1223.841309,969.6611328,580.3156128,379.7148132,516.7075806,86.03907776,796.1291504,206.1354675,531.8796997,112.9969025,734.319519,5187.731934,82.31069946,499.5398865,1102.7771,111.9506607,267.6984863,402.550415,334.936676,3112.74707,208.4449615
836.8579712,675.0435181,1745.581787,1215.626221,972.2996216,573.9037476,381.2520752,511.1008301,81.98336792,792.7518921,194.7818298,521.6587524,112.969986,710.1363525,5238.299316,82.57795715,495.6306763,1098.983643,109.2257996,260.9715576,395.4499512,335.9573975,3043.587891,205.7761536
830.5563965,687.31073,1762.20105,1245.932373,954.8370972,585.4630737,379.2174683,513.0582275,85.8942337,795.6727295,192.1484528,513.4902954,115.9524536,720.0591431,5224.79248,82.963974,498.9124756,1107.529663,109.7800064,274.5507813,387.5366211,338.3876038,3130.172119,205.4816742
825.697876,690.7781372,1760.604126,1243.147827,972.8274536,585.0591431,374.5606689,510.1582947,84.30092621,784.9933472,190.2058411,505.2793579,114.5710983,702.8574829,5374.848145,83.26089478,500.6016846,1102.576538,109.641449,270.4978943,380.222229,329.8331299,3079.959229,203.1257019
819.2520752,705.7064209,1746.679688,1236.543701,972.3956909,595.9300537,376.6630249,512.019104,84.68717957,776.2304688,191.0260773,498.5436096,114.221283,708.413147,5454.349609,83.6765976,500.1672668,1085.284058,108.7177658,269.1608582,389.974762,326.4794006,3100.967285,202.2974548
827.3816528,711.6125488,1774.728027,1222.805908,978.7763062,599.5812378,379.4661865,517.6257324,89.03257751,788.9180908,194.0047607,506.3056641,116.5848312,720.9503784,5358.601563,84.47832489,502.0736694,1118.573975,110.380394,276.7234497,401.7377625,334.936676,3094.438965,208.26091
834.0198975,725.6900024,1775.276978,1245.265259,980.5033569,604.8184814,379.6245422,513.7832642,88.83945465,796.4029541,197.5015259,505.5785522,116.4009476,726.3276978,5611.48291,85.01282501,505.5003357,1123.705566,109.318161,271.1663513,397.3320313,340.6234741,3108.378418,209.6597443
841.1873169,735.0782471,1817.848511,1270.73877,981.6068115,609.546875,378.6750183,522.8458862,92.99173737,819.4052124,207.7759094,501.5158691,117.8226547,733.7550659,5582.912598,86.11151123,514.5012207,1127.298096,111.4426422,278.1439819,403.2776184,343.0051575,3213.712646,215.3103333
851.6257935,723.5531006,1868.15564,1311.952393,996.9587402,612.1057739,385.7958984,525.7699585,93.71596527,820.7285767,204.7540283,529.741333,119.67939,744.5096436,5599.434082,86.67566681,513.8738403,1124.419922,110.842247,280.4002686,407.8117371,351.7053833,3343.244873,216.672348
852.2030029,713.6109009,1878.287109,1309.48999,1006.073792,612.4647827,380.3252869,530.6274414,98.30278778,825.2468872,205.5310974,531.8369751,122.1326523,752.2044067,5509.435547,87.89310455,500.6257629,1093.450562,112.5510635,298.7008362,413.671814,363.3705444,3304.861084,221.32901
855.4259644,691.1640015,1843.002197,1283.049805,1046.852295,598.9152832,382.6085205,527.3892212,98.30278778,825.2012329,218.4820099,524.4384155,121.056282,743.8857422,5446.317383,86.79444122,502.4839172,1081.870728,110.9346161,296.2774963,407.5123291,359.0447388,3204.190186,205.7209167
838.4935303,689.6453247,1844.100098,1299.042847,1026.127075,600.4864502,382.111145,527.8725586,97.62683105,807.0827026,217.5754395,518.0021362,120.4911499,751.6992798,5448.965332,86.73503876,501.4221191,1078.590942,111.0731659,295.5254517,410.5492554,361.2805176,3211.159912,205.3896332
829.0651855,678.0410767,1837.761719,1296.511597,1017.011963,604.3322144,382.088501,528.4041138,95.01959991,807.0369263,218.3956757,519.9694824,120.6615906,751.9368896,5368.551758,85.3988266,490.7802734,1093.852173,111.9506607,290.3444519,403.7909241,363.1761169,3216.166748,203.3650208
843.640564,692.9298096,1865.560425,1305.808228,1015.572632,611.6044922,384.2134399,538.3607178,99.60640717,808.4974365,219.3454132,526.9401855,122.7022095,761.1467285,5321.998047,86.20056152,490.8043823,1111.05481,112.5048828,299.6618652,406.7851563,361.4750061,3206.202393,204.1012268
856.0993652,687.1227417,1876.140991,1316.899902,1000.028992,618.2033691,378.6750183,543.3632202,98.25450134,814.3848267,211.1863403,530.3615723,122.2223358,758.4432983,5372.383789,85.7254715,491.9868164,1120.559692,113.0590897,298.1159058,409.9932556,361.1347656,3133.313477,206.1442566
839.9846802,689.244751,1839.009399,1300.400513,1007.609009,616.1532593,361.6524963,538.4091187,93.57112122,799.8259277,207.3010406,517.104187,122.7470627,748.4016113,5392.646973,84.24079132,481.03125,1127.98938,111.1193542,290.4698181,410.7631226,359.2391357,3111.176514,203.6042633
833.3945313,675.5925293,1871.898804,1317.452026,1008.520447,611.5221558,339.2272949,547.3024902,93.04000854,792.2041016,204.5813599,516.6549683,123.1731186,745.4604492,5225.976563,85.1612854,474.2745361,1131.448242,110.8884354,293.3945007,415.8961182,345.9699707,3103.519287,204.0644226
831.9995728,697.8168335,1937.328247,1315.518799,1013.030151,609.1280518,335.565155,540.1975098,95.26101685,788.5986938,195.7747498,513.6400757,122.4196701,743.1727905,5252.263672,84.83466339,476.3256531,1127.521118,111.8583069,289.9265747,408.239502,357.3921509,3117.901123,201.910965
838.9263306,691.0650024,1944.215454,1310.318604,998.0140381,619.8567505,329.3258362,540.3666992,93.57112122,776.7781982,190.8965607,503.697113,121.7020874,743.559021,5103.803711,86.23026276,470.9444275,1105.83374,110.3342056,291.5560913,399.6846313,350.0528259,3156.088135,200.1992035
840.4658203,687.9685669,1889.965454,1296.810791,1008.424622,620.1187134,333.2592468,544.8858032,88.01865387,778.9688721,185.1549988,508.4226685,118.5536957,740.8256836,5058.759277,84.77526855,472.0544434,1105.789185,108.0249939,274.7178955,399.4707031,350.0042419,3125.3125,198.7819672
834.1641846,707.8828735,1884.575562,1298.513428,1001.70813,615.7867432,334.0798645,547.2783203,87.34269714,776.0023193,185.3276825,509.9622498,118.3922501,756.8983765,5057.480469,85.07219696,470.6789856,1102.353149,107.4707947,277.2666321,410.0787659,349.177948,3061.847168,199.923111
855.3297119,718.6611328,1869.702881,1296.603516,980.7912598,615.3079224,329.3847656,541.1641235,88.74289703,778.9688721,188.7380676,505.2793579,118.4101563,748.9362793,5121.42041,84.5970993,467.6384277,1103.736572,109.0872421,275.1775208,404.6891479,355.25354,3043.097412,196.2419739
872.2139893,729.9587402,1876.690063,1294.969849,1007.513062,618.6148071,328.8377075,551.6765747,88.54975891,771.7578125,194.5228119,512.78479,118.9528427,769.197876,5028.912109,85.22068024,474.4675903,1121.206909,109.6876297,274.6760864,409.4371643,355.302124,3107.740479,198.4138641
864.2769775,733.2876587,1855.379272,1298.260376,1027.806152,630.8325806,327.6525574,553.3682861,86.76332092,787.2295532,194.6954956,518.6651001,115.5129242,784.3496094,5038.814453,84.24079132,474.2020874,1125.825317,109.1795959,274.1329651,412.9446411,361.4750061,3107.740479,198.2850189
873.416687,740.2670288,1869.652954,1310.47937,1021.809448,638.119812,323.0713501,550.4199219,88.45320129,787.3208618,193.3572235,513.9822998,115.8313522,788.9248047,5112.977051,84.00323486,470.7513428,1123.772827,108.3483047,275.5953064,405.4163513,361.6207886,3140.479736,197.9721375
893.5720825,758.7963867,1889.566284,1351.439941,1020.945801,637.2818604,325.7836609,555.3982544,90.19135284,778.6037598,200.1348724,517.4676514,115.055481,782.0026855,5212.147949,85.45822906,479.1490479,1145.147461,109.8723679,276.2638245,411.6614075,363.5649719,3168.45752,199.6286316
907.8590088,754.4435425,1863.813721,1359.51709,1034.906494,636.2119141,329.635437,551.4349976,86.23220062,759.2527466,195.5588989,516.2915039,113.7997055,764.4147949,5587.613281,85.96303558,472.0785522,1126.048584,110.42659,269.6204529,410.4636841,354.5244751,3093.898926,198.6531525
916.5174561,768.7832031,1854.480957,1351.025635,1014.421509,638.5761719,327.7209167,562.0200806,86.71503448,772.4424438,193.1845398,519.605896,116.2125778,762.4836426,5736.212402,85.78486633,471.0168152,1138.431763,111.4426422,272.7541504,416.5804749,354.6703186,3113.581787,199.0764771
932.8727417,767.5268555,1853.63269,1383.287598,1045.988647,640.8057861,333.8063049,557.5007935,86.03907776,761.3063965,195.0839996,519.2850952,115.7102661,767.1480103,5677.019531,86.05210876,467.7349854,1146.932739,111.165535,273.3808594,413.8856506,354.5730896,3193.146484,198.837204
926.7155151,765.9588013,1855.628906,1367.616943,1027.278687,638.2919312,338.3418274,551.3141479,86.08735657,753.5021362,195.5157166,517.4034424,117.4414291,778.2888794,5687.154297,84.95343018,468.410614,1138.409424,111.7197418,274.9685669,414.6984558,355.0591431,3164.530518,198.616333
920.5101318,765.5284424,1850.039063,1378.82373,1013.461975,636.2867432,332.8034668,550.6616821,84.05950928,744.0093384,194.7386627,515.6500854,118.419136,752.293457,5587.952637,85.75515747,459.0718994,1141.019775,110.7960663,272.6287842,414.0568237,353.7953796,3131.055664,199.8679047
919.7404785,768.723877,1801.478638,1348.793701,1000.988464,629.4782715,335.7892151,551.4349976,83.9629364,741.5447998,190.0331573,513.8752441,117.0557404,745.7574463,5508.793457,85.99272156,450.8672791,1128.681274,110.8884354,269.6204529,407.0845947,355.836792,3076.57251,200.0335693
910.6970215,757.1690063,1802.826294,1234.564575,992.7848511,630.1367188,334.3761597,549.4290771,83.91465759,748.1167603,190.8965607,508.0591431,118.2711487,737.4983521,5472.882813,87.98220062,448.8402405,1111.79126,111.2117157,262.0160828,407.5979004,352.4830627,3065.185303,198.7267609
