ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
1122.576904,1585.656494,4942.925293,1774.812866,660.0335693,1023.618835,425.9525452,851.1329956,208.3595581,1088.633301,296.0488586,439.785614,194.8877563,1075.81604,6334.112793,130.4300079,785.2745972,1166.45874,162.0922089,477.029541,345.4939575,525.651062,4142.159668,215.9778442
1117.089111,1615.535034,4951.463379,1784.568726,648.1358643,1045.341187,420.1552429,853.3650513,213.99617,1079.477905,297.1234741,441.2507629,196.1186371,1069.286255,6319.007324,130.5804749,778.9059448,1185.264404,163.1886902,480.8997498,338.6109314,523.6975098,4051.570068,214.4962616
1101.451294,1674.746582,4948.417969,1784.615234,651.302063,1039.703979,419.0520325,857.2402344,215.308136,1093.516357,303.1802063,441.3395691,199.8112183,1077.87085,6287.596191,130.7609863,788.9207764,1178.119995,164.1898651,492.0318909,337.0957642,525.4069214,4020.682373,214.3480988
1115.826538,1667.004028,4927.447754,1796.340698,633.4556885,1040.578735,417.901947,877.8919678,215.0165863,1100.417969,300.1029968,431.1280212,195.8451233,1079.514648,6300.568848,130.3698425,775.3325806,1143.873291,160.5666199,488.1181946,334.3483276,515.199585,3989.646973,214.6073761
1120.148682,1688.842163,4919.309082,1820.928101,646.9844971,1041.307739,419.2398376,872.4223633,209.7687378,1083.46875,289.3082886,442.804657,196.7568512,1060.655884,6283.009277,129.1663361,775.1624756,1145.071899,161.2817383,479.9865723,337.9378052,520.7671509,3971.144043,214.1258698
1128.356201,1690.579468,4984.766113,1827.896484,645.6412354,1040.190063,419.1459045,875.3165894,213.4616547,1085.252808,295.6092834,448.9538269,201.7259369,1090.382568,6270.455078,134.3714905,785.2503662,1148.528931,161.6631317,493.2059326,341.9703674,531.609375,4003.413086,213.6813812
1115.243774,1703.63269,5060.059082,1821.324219,640.6997681,1068.52124,415.0619812,881.595459,219.389801,1102.342773,295.6092834,446.4453125,203.4582672,1086.820801,6211.013672,135.0334625,779.6108398,1153.069092,159.7084808,497.8153381,356.6825562,526.8231201,4014.219238,218.3854065
1111.650024,1694.64917,4995.250977,1801.095093,641.9470825,1074.109863,414.0292358,878.8729858,221.7707825,1097.460083,294.8766174,441.0287781,200.3582764,1074.720093,6232.930176,133.4688721,792.0565796,1140.232178,157.4201508,495.0757446,356.3280334,539.9607544,4033.560303,217.6446228
1113.204224,1689.239136,5107.791016,1805.686401,642.9065552,1094.568481,412.0296631,873.133667,214.7250214,1098.539551,288.8686829,436.8775635,203.6406097,1072.848022,6251.224121,134.1609039,802.2174072,1147.445557,158.8980255,486.4223022,360.848053,545.0888062,4030.550537,214.1629181
1124.082397,1710.779663,5300.617188,1825.938721,654.5164795,1094.665771,419.039917,878.1862793,218.9039001,1119.385376,289.4059753,436.766571,208.1082001,1073.852295,6224.245605,135.1538086,788.6291504,1162.817383,160.9773407,500.8157959,362.4876709,597.0043335,4027.541016,214.3851318
1116.6521,1784.930664,5425.339844,1914.685913,656.3394775,1093.499512,416.8522034,877.352417,221.2362671,1113.939575,293.2158813,429.8847961,208.837616,1077.596802,6259.397461,135.966156,785.8095093,1153.89856,164.8458252,521.8624878,360.1390076,600.5695801,3996.554688,213.1628113
1114.418091,1766.715454,5328.527344,1898.162354,646.4088135,1077.511475,414.9702454,872.1280518,228.2820282,1118.352783,288.6733093,427.9313354,210.478775,1069.605835,6205.022461,134.1307983,779.1004028,1153.714111,160.5421448,536.1255493,352.9602051,595.2462158,4003.216064,212.9035645
1122.382935,1685.218872,5114.630859,1891.893188,613.1624756,1061.134766,413.4411011,865.5302734,232.7038422,1113.047241,283.8865051,430.3731995,210.1140747,1053.806519,6249.972168,133.5290375,777.2772827,1157.839355,156.7703705,526.2109985,349.0605469,604.7697144,3945.141846,212.2368317
1118.060547,1623.575562,5017.619141,1919.999878,600.7369995,1040.675903,415.3936768,863.5681152,231.2946625,1099.290894,282.0792236,435.6566162,203.0935516,1057.276733,6168.850586,130.8211517,770.2521973,1157.585815,150.8709259,525.6021729,358.0562744,596.1740723,3856.081543,213.459137
1111.067261,1682.936035,4984.916016,1911.959473,601.7925415,1030.956787,410.4064331,857.9760742,214.7736359,1082.483032,280.3208313,438.5202332,203.777359,1046.414673,6077.561523,131.7238007,751.7294312,1150.487671,158.8013153,518.9925537,356.9927673,592.9019775,3870.834717,214.6073761
1120.877197,1698.322021,5214.638672,1939.016968,613.1624756,1077.511475,404.6664734,861.973938,222.693985,1085.205811,285.0587769,435.7453918,211.846405,1060.235107,6177.999512,134.0405426,764.7585449,1138.204102,172.8729248,542.4743652,356.460968,615.7584229,3908.28418,213.7184296
1108.541992,1708.695068,5349.197754,2004.249023,630.6251831,1075.421875,406.7367249,873.7713623,227.0186462,1113.986328,288.1359863,432.97052,216.7698822,1055.936401,6203.861816,132.8069305,761.3796997,1148.782349,187.4764709,548.9536133,372.1923828,613.1211548,3889.337402,214.792572
1102.374023,1716.040771,5296.922363,1981.200073,619.5430908,1069.784668,409.9830627,865.9963989,223.811615,1105.488525,286.3775635,453.2382507,213.8978424,1048.309937,6178.322754,132.0547485,761.8658447,1145.694092,184.3333282,543.9093628,376.136322,607.0651245,3881.048096,213.6073151
1107.279053,1692.415649,5301.965332,1981.6427,609.4684448,1067.209229,412.2649536,859.4967041,223.5686646,1128.869507,286.3775635,409.9057312,216.1316528,1045.166748,6178.880859,134.1609039,765.901062,1158.669312,188.0083923,544.126709,380.0802917,609.0186157,3961.424316,213.4221191
1101.888306,1678.171265,5209.446777,1971.55127,596.9470215,1080.232666,411.2298584,855.1063843,218.5637665,1118.775391,286.7194824,387.7732239,213.077301,1041.931396,6147.166992,132.5662384,760.5532227,1165.583008,189.7008514,540.5610352,382.0744019,601.2044067,3955.059082,213.1257935
1097.031738,1670.527832,5227.171875,1957.125366,603.7114868,1082.954102,412.0766907,856.970459,222.4510498,1126.427979,287.1591187,388.6612244,211.4816895,1033.241699,6133.328125,132.0848236,758.4384766,1151.179077,183.6079712,538.8650513,389.3862305,600.8138428,3922.8396,215.014801
1108.541992,1766.219116,5343.705566,1979.638306,612.5388184,1087.619385,414.0292969,869.4547119,224.3946991,1115.676636,291.7016907,396.3864136,218.5933838,1039.204102,6134.907227,132.2352905,769.1340332,1147.445557,190.0877075,551.9105835,381.2767639,593.3902588,3899.452148,214.8296204
1103.005249,1747.1604,5498.436035,1964.233643,646.1209106,1102.586792,408.1481628,864.5738525,226.4355469,1107.741943,290.8225098,404.977478,224.3374634,1046.183594,6131.703125,132.9573975,762.3277588,1150.741211,187.863327,555.7372437,379.0610657,592.706665,3887.708984,214.3851318
1122.7229,1816.496826,5570.084473,1952.207764,666.750061,1110.896606,408.2187195,864.4512329,226.970047,1126.522095,293.9485168,417.7863464,222.9242401,1052.839722,6545.895508,130.6406403,761.5985107,1146.45459,186.9445496,552.9977417,379.1053772,598.0299072,3931.622559,215.3481598
1118.643066,1760.362549,5435.226074,1944.890015,659.6018066,1101.031738,401.1143494,856.5535278,220.8961487,1117.836304,292.5809021,411.7703857,225.1124268,1044.658325,6460.086426,129.5574646,744.8745117,1138.872437,184.0915375,548.0838623,382.6504822,586.5040894,3879.765137,215.3852081
1120.245972,1774.904907,5481.859863,1976.935059,674.1380615,1140.102661,399.5382385,867.5415649,229.6911621,1130.841431,293.3623962,411.4152527,236.1902924,1053.532959,6531.825195,129.7380066,760.4073486,1145.18689,190.5712585,555.4328613,377.3327942,597.3950195,3960.141357,215.7185669
1135.009521,1768.800049,5495.041016,1972.087524,668.18927,1161.630615,407.1130676,871.4168701,231.2946625,1145.348999,291.1643982,406.2206116,231.9506073,1050.436157,6613.363281,131.9344177,775.1867676,1150.626221,191.4900055,554.9110718,379.4598694,602.767334,3947.657959,221.570816
1181.000732,1786.717407,5487.501465,1978.146973,683.109314,1137.86731,407.3247681,867.0755615,236.8826752,1141.968506,291.4085999,408.4405823,234.0020599,1053.116943,6514.969727,130.2795868,782.770874,1132.234863,191.1031799,566.3475952,375.250061,599.2509766,3946.868896,219.6077118
1162.69165,1788.107056,5369.619141,1966.820557,680.3746948,1137.575684,404.9017639,858.883667,235.6192932,1124.127563,290.2363586,399.6720276,232.3153229,1045.213013,6375.203613,130.9414978,784.3509521,1132.119995,186.9445496,562.3034668,368.7802429,598.0299072,3947.657959,220.2373962
1171.724609,1781.208252,5388.242188,1985.907837,694.6710815,1146.808838,404.5725098,861.0664673,236.15625,1131.686523,290.7247925,400.4266663,233.6373901,1041.515381,6526.532715,130.0990601,793.7095947,1145.094727,190.2327728,567.1303101,379.1940308,624.012146,4043.823486,220.2003632
1171.433105,1845.283569,5448.406738,1979.9646,670.4919434,1152.931885,400.4085999,863.2984009,239.9636536,1132.813232,288.5267334,397.6295776,239.8829193,1033.149048,6476.197754,128.955719,799.9324341,1130.737061,199.1786346,567.9130859,376.3136292,625.9168701,4095.532471,220.1633148
1164.24585,1948.767212,5615.819336,1986.140869,668.1412354,1178.104492,404.2901001,866.5604858,244.0150909,1135.020264,285.8891602,397.696228,240.7946625,1043.780029,6623.85791,129.9185333,795.4597168,1133.917236,198.985199,567.7391357,377.5986938,622.2052002,4062.030029,221.4596863
1169.393677,1877.296509,5586.810059,1998.795776,678.6477051,1181.082275,404.3842773,876.9108276,243.6246033,1133.893311,285.2541809,392.6125793,240.2020264,1083.808228,6687.797363,128.2336426,794.2929077,1138.757324,200.0973969,570.0003052,381.8085022,618.6887817,4089.809326,222.6079407
1202.514893,1906.331421,5725.164063,2003.013428,690.4494019,1203.587036,404.948822,894.4230957,244.1127167,1145.489868,284.0818481,390.1263123,242.435791,1125.82373,6774.907227,131.8101044,795.2652588,1131.313354,202.3701477,576.262207,391.2917175,618.2492065,4119.561523,223.0894165
1220.289307,1880.473022,5670.84082,2012.289673,772.4858398,1227.849121,406.5249939,900.2359009,244.9913635,1173.566284,284.4726563,392.5015869,245.9004974,1137.286743,6861.785645,131.6266785,800.9534302,1146.984741,205.0780792,593.9170532,391.2030945,623.0842285,4164.609375,220.8300323
1218.929443,1893.129272,5715.228516,2018.232544,794.697998,1200.462769,409.9360352,903.4980469,242.1114349,1174.645874,285.2541809,392.3684387,240.8402252,1130.908203,6722.993652,130.6790924,825.5045776,1147.330322,200.4842377,591.0905151,390.6712646,615.6607666,4129.676758,219.2002716
1210.285156,1895.859131,5672.538574,2023.219482,834.8046875,1203.977539,414.4056702,902.2962036,241.3303986,1171.734985,286.9148865,396.2088623,242.2534332,1122.449585,6718.165527,130.8013458,820.4971313,1146.293091,205.0780792,589.3945313,391.2030945,618.8352051,4158.836914,209.977417
1209.750732,1888.761475,5666.496582,2030.840698,842.909668,1210.763184,417.3461304,906.980835,241.916153,1169.997803,284.8634033,403.2459412,243.9402008,1120.785645,6824.916504,129.9149017,818.5038452,1155.097168,203.6273804,590.4816284,393.7732849,617.4678345,4155.432617,211.6812439
1219.900879,1897.596069,5618.46582,2045.499878,809.4223633,1200.609009,422.1921692,912.6220093,243.5758057,1201.971069,286.2310486,403.6233215,239.3814392,1144.404907,6768.685059,131.6572571,822.1500854,1151.870483,206.286972,585.2200317,394.4822998,631.09375,4153.705566,214.3110657
1217.327148,1897.744995,5643.22998,2036.993286,837.9108276,1191.968506,420.4513855,907.3486938,240.6470337,1201.266846,287.8428955,405.0218506,238.5608368,1133.265503,6737.38916,131.9629364,815.3924561,1151.501587,209.0916138,588.2639771,396.8309021,626.6494751,4129.034668,214.2740173
1201.786377,1890.895752,5594.94873,2028.067261,915.1256714,1192.456665,418.4753113,906.9317627,238.3040314,1182.533447,283.8376465,405.2217102,236.2814484,1142.555908,6689.608398,130.1594086,823.7058105,1149.335449,206.6738129,598.0480347,397.8501282,616.1491699,4154.149414,216.2371063
1193.821777,1905.388428,5478.51416,2017.370239,961.8138428,1173.076294,409.4655457,902.1490479,238.7433319,1180.04541,278.3670349,403.8231506,232.0417938,1135.253296,6636.533691,129.3340454,818.0663452,1163.785278,205.2231293,597.5697632,407.9093933,604.1836548,4111.124512,216.2371063
1178.426758,1849.452759,5224.225586,1990.428589,941.7700195,1148.472534,416.1229248,894.7909546,225.4174347,1163.612671,270.6983643,398.8283691,225.15802,1095.271118,6658.21875,128.1113586,794.7791138,1153.967773,194.5364532,568.7827148,406.2697754,588.3110352,3946.868896,218.1261292
1162.594482,1782.796387,5103.347656,1995.462891,924.7351074,1113.7146,411.2298584,882.8463135,223.6601868,1171.077881,273.0429382,397.5185852,215.9493408,1077.152344,6636.71875,128.4781647,798.814209,1157.263306,190.1843872,556.3894653,400.5532837,588.1646118,3850.358154,216.2371063
1140.303345,1826.572021,5163.162598,2016.391357,931.9664917,1103.707153,411.041626,879.1917725,229.0296021,1143.095215,276.217804,402.2026672,220.9639587,1075.026001,6551.55957,128.8450165,797.40448,1140.624023,197.9213562,568.869751,396.4764099,578.4945068,3863.038574,215.014801
1126.704834,1793.467407,5064.152832,2005.087769,825.777771,1091.112305,411.512146,871.4413452,228.1021271,1132.34375,270.0145264,399.4943542,215.7669373,1051.267944,6595.532227,127.2554169,777.0341797,1150.003784,192.0703125,564.7386475,398.7807312,576.2967529,3748.419922,213.570282
1097.56604,1829.302002,5036.592773,2022.776855,828.0101929,1100.924561,411.7709045,880.6635132,232.788147,1129.433228,269.5749512,397.8072205,217.8184052,1047.708984,6628.547363,127.775116,764.6856689,1141.453369,196.4706879,565.0429688,402.7690735,562.2800903,3817.69458,211.7923584
1099.217285,1824.537231,5147.135742,2024.897705,830.6309814,1107.124268,411.5827026,885.7650757,234.8871155,1102.295898,270.2099304,399.5386963,226.5256653,1055.751831,6701.819336,128.9978333,759.2892456,1122.786011,199.0335693,567.5217285,405.7823792,570.9732666,3803.385986,207.6068726
1115.826538,1854.068604,5317.892578,2022.939819,830.4853516,1131.679321,415.2289429,887.3102417,235.8633881,1113.986328,271.9683228,401.1592712,227.8932953,1049.141846,6788.233398,126.0327225,776.2563477,1128.547729,199.6622009,574.6967163,410.6125793,586.1132202,3843.647949,209.6070251
1120.925415,1848.956421,5267.014648,2023.779541,846.2097778,1122.892334,417.1344604,881.4973755,236.15625,1124.456299,269.7214966,399.4055176,226.3432922,1052.285034,6807.782715,127.8056717,796.1890259,1125.713135,198.2115021,573.1312256,412.1635437,586.9437256,3821.444336,209.4588623
1120.148682,1852.480225,5251.237305,2033.94043,838.0078735,1133.192627,420.216156,882.2822266,235.0335388,1115.207275,265.520813,400.9372559,227.0727234,1046.507324,6743.006348,125.2990799,801.3423462,1119.859375,202.5635529,574.8706055,399.6670532,581.913208,3843.05542,210.0885468
1124.082397,1909.458252,5290.432129,2033.10144,839.2211304,1124.552002,427.1558228,883.0180664,244.9425659,1133.658447,265.6673584,408.5293884,234.9594421,1055.520508,6828.399414,125.1767883,813.8853149,1127.717896,202.7086334,601.3529663,404.8960876,582.7434692,3879.074463,212.3109283
1125.345337,1927.028198,5298.270508,2025.014282,853.7322998,1129.189819,424.7563477,880.7615356,243.5758057,1145.818604,265.4719849,410.1942749,234.6858826,1054.734741,6774.86084,122.8536148,807.6624756,1131.151978,201.4513702,606.3971558,410.6125793,601.8394165,3905.175781,212.4590912
1129.619019,1936.458374,5326.081055,2026.925293,860.1386719,1126.651245,423.250824,884.293396,246.0652466,1135.442505,263.5670166,415.3222351,237.0108948,1056.352539,6768.452637,125.1767883,819.8651733,1133.525513,201.5964355,600.7875977,413.2713623,601.5463867,3918.448486,212.6072388
1127.287598,1909.408691,5293.677246,2039.673584,834.2223511,1122.697021,427.6499023,878.137207,243.5758057,1143.75293,261.4178772,413.2133484,233.8197327,1048.171265,6768.963379,124.015213,816.8995361,1152.469604,202.5151978,593.3951416,414.1133728,596.418335,3899.106689,215.3111115
1125.539429,1938.791138,5384.498047,2118.213135,857.8575439,1109.174805,430.9668274,892.1911011,258.1708374,1165.302979,261.3690186,411.7038269,233.5462036,1057.230591,6854.495117,123.6789627,848.5974121,1174.524658,205.0297241,601.4834595,420.2729797,608.9699097,3868.12085,217.3853455
1140.546021,1938.691895,5367.621582,2135.808838,847.083374,1120.012085,435.9070129,907.8883667,260.2697754,1172.439331,265.0323486,412.9469299,231.6315155,1052.608398,6821.528809,125.7270355,852.1949463,1179.318237,203.3372498,618.2250977,421.9569397,610.6303711,3952.19751,216.2371063
1137.43811,1872.432495,5346.70166,2116.185303,848.0540771,1115.472046,434.2602234,911.0032959,264.9558105,1203.144775,267.9142456,416.8983765,237.4211273,1058.201172,6763.437988,125.7881622,852.5352783,1191.210205,202.7086334,621.7908325,419.918457,612.8769531,3951.457275,215.3481598
1162.788696,1853.373657,5349.147949,2151.236572,856.5472412,1107.661377,434.4013977,908.1090698,269.9346924,1203.942993,267.5722656,413.1245728,237.2843933,1061.945313,6848.041016,125.2684937,850.1531372,1195.88855,203.3856201,619.6600342,419.2094421,611.2164917,4035.484619,214.7184906
1145.791016,1854.763428,5307.506836,2184.12085,851.5484009,1119.523926,434.5895691,916.5708618,268.7631836,1186.853027,257.0706482,410.3940735,235.9167328,1055.150635,6728.983887,130.5567932,889.1920166,1192.224243,200.0007019,617.1379395,406.3140869,598.664978,4038.248047,218.3483734
1144.67395,1832.32959,5298.569824,2161.001953,854.0234375,1111.713135,433.9308167,906.7110596,267.3964233,1180.984009,251.8930969,411.5484314,231.3123779,1053.625366,6701.540527,128.783844,884.7191772,1190.97998,197.8730316,613.5722046,406.2254944,592.8530884,3981.160645,216.3482513
1140.448853,1820.268799,5279.796387,2169.834717,847.8114014,1154.08667,440.9646301,914.0201416,265.4439392,1173.706909,256.4844971,417.1203308,237.4211273,1049.927734,6701.540527,130.5567932,913.7432251,1192.823242,196.4223328,619.2252808,410.4352417,590.0203857,4149.609863,219.9410706
1187.799683,1812.625366,5245.345703,2156.154541,844.2200317,1152.914795,430.2845459,915.8841553,262.4663696,1192.580933,260.3920593,411.3486328,236.5550079,1056.213867,6722.297852,131.4738464,908.3953857,1188.444824,202.7569885,625.5740356,403.0791931,591.973999,4171.370117,219.8670044
1167.208008,1713.658447,4989.908691,2164.730713,844.996521,1183.08374,426.7558899,880.5653076,260.4161682,1194.834595,298.6376648,415.2557068,236.7373199,1113.2052,6643.220215,132.115799,913.8890381,1183.129639,198.5500031,624.0955811,414.8666992,577.0293579,4401.445313,221.4226532
1156.960815,1733.908447,4974.930176,2146.272949,833.3972778,1165.265503,408.8774414,880.6879272,266.4201965,1196.008301,292.3366699,420.6056519,237.0108948,1131.046875,6635.326172,129.6092072,921.1815186,1173.400879,202.9020691,634.184082,422.9761658,571.0710449,4424.783691,223.9413452
1150.550415,1805.627197,5026.806641,2142.870361,845.5302734,1158.626465,402.2434692,878.5786743,263.6378479,1183.28479,294.1927795,420.1616211,241.8887482,1132.109863,6659.240234,129.4563904,904.1171265,1194.406982,213.2502441,632.0967407,422.2227783,576.3455811,4381.314453,219.9781036
1148.607788,1791.0354,4987.761719,2212.11084,847.2775879,1170.049561,393.4924927,890.3270264,266.7130432,1158.917603,293.6066589,419.1627502,240.5666962,1143.480469,6704.745605,129.8537292,916.4170532,1209.150146,219.3431244,624.6608887,430.3322449,603.9395142,4413.287598,217.2371826
1149.532471,1787.362549,5003.240234,2162.516602,856.5957031,1198.070679,402.6434326,887.1385498,261.0507507,1161.96936,293.1670532,414.9985046,235.643219,1129.937622,6722.715332,129.5174713,914.8128052,1212.755371,219.4881897,612.09375,427.2302551,620.4957886,4343.025391,217.8298187
1144.762573,1793.467407,5015.472168,2189.43457,896.5379028,1217.792847,396.4419861,893.3683472,268.7631836,1188.952393,306.159729,417.3394775,241.3872681,1123.466675,6795.803711,128.6004333,926.1890259,1202.980225,220.3102417,615.1376343,432.9467468,622.6447144,4367.942871,217.4594269
1147.147461,1796.891968,4975.07959,2171.442627,1041.40686,1262.850952,404.5769958,893.8098755,264.3700256,1173.358032,309.3346558,415.4711914,242.7093658,1119.44519,6768.08252,131.5655518,920.4036255,1213.748779,218.9079132,614.0940552,414.7337952,639.9335938,4341.150879,217.2371826
1141.355347,1823.445312,5025.458496,2171.186035,1018.93634,1257.432373,399.5073547,898.0285645,262.5151367,1171.467773,308.6019897,417.1594543,243.0740509,1141.677979,6884.724121,128.4170227,919.1395874,1210.952759,217.8924408,616.5291748,410.7455139,644.4267578,4317.418457,218.2002258
1131.523193,1808.605103,5002.490723,2164.171143,1018.256897,1256.162964,398.5169983,896.9984131,266.4689941,1172.507324,308.7973938,418.0822754,244.3504791,1132.156006,7052.81543,128.8144073,906.6938477,1231.958862,226.9833679,614.7028198,408.0866394,765.4979858,4369.373535,222.1264038
1111.177612,1789.298218,4973.931152,2166.944336,987.1477661,1226.384644,413.4664612,894.5947266,260.5626526,1166.45874,305.2317505,430.1470947,240.7490234,1119.537598,7146.658203,126.9497604,881.6078491,1252.525757,217.6022949,602.8748779,416.9937439,736.2923584,4315.789551,223.9043274
1141.111694,1762.64563,5015.572266,2169.042236,986.7594604,1223.89502,414.3388672,895.6984253,256.8040771,1167.498535,298.4422607,428.7065125,239.2902527,1126.147217,7270.404297,127.2554169,863.230896,1264.057007,217.1187439,602.8313599,434.1875305,726.0362549,4312.977051,224.0154114
1163.891357,1740.112549,4999.644531,2217.727295,979.8193359,1198.266113,413.0891113,896.6304932,257.0481262,1184.132446,304.1082764,429.6968994,240.7034607,1124.021118,7243.054199,127.1637497,875.5794678,1264.704102,232.5443115,611.7458496,434.4977722,759.8327026,4305.82373,224.0895081
1147.342163,1732.171387,5020.314941,2271.353271,986.5653687,1216.621216,408.8920288,893.7608032,257.7803345,1219.810181,311.1419678,433.0958252,246.9033813,1169.364502,7230.007813,129.2118073,859.3901978,1251.924927,228.3856812,610.7457275,435.1624756,763.8862305,4392.169434,224.2006226
1143.78894,1716.040771,4991.257324,2275.688232,971.0349731,1196.020508,410.0473633,889.6157837,254.7051239,1209.272217,306.9900818,428.5489502,240.5666962,1146.808472,7169.271973,128.9978333,851.0282593,1275.126221,226.6932373,601.0050049,434.3647766,747.329895,4291.316406,221.2004242
1124.41687,1741.998535,5007.283691,2231.896973,993.9907837,1178.104492,410.1888733,884.1217651,254.8027496,1213.430908,306.8436279,427.2659607,243.0284424,1118.751831,7095.720215,126.5218124,862.1613159,1254.628784,238.5888214,596.1782227,432.4150085,756.3162842,4303.898438,221.126358
1150.214111,1701.200684,4895.692871,2213.905273,985.8858643,1150.91333,400.0732727,883.0916748,245.8699951,1195.568359,308.2112122,428.4814758,232.9079437,1118.104736,7170.432617,126.5523682,859.2443237,1250.330322,242.6507263,589.4381104,440.0812683,753.1417236,4249.92041,219.6447754
1148.266846,1751.279785,4977.675781,2207.82251,976.4221191,1132.606812,401.7474365,886.7460938,248.6523285,1206.437012,311.581604,444.9580383,235.825592,1127.164307,7098.04248,127.3471375,878.8366699,1269.441406,243.6661987,596.9174805,443.050354,750.4556274,4216.763184,220.4966583
1140.235962,1774.209839,5122.470215,2214.044922,990.6906128,1149.05835,396.135437,895.5023193,252.7038116,1207.996338,317.5894775,437.102417,243.0740509,1130.39978,7141.875977,127.530571,886.6639404,1251.254761,251.3548126,609.8324585,429.4459534,768.0375366,4210.791992,218.6446838
1135.417114,1791.978394,5166.208496,2220.174561,1016.800903,1154.476929,397.1493835,901.6830444,255.2420502,1204.546753,311.1907959,432.4205017,242.481369,1136.87085,7173.821777,127.6528244,895.3662109,1249.475586,265.8616333,610.6587524,422.5773315,765.7421265,4126.172852,218.052063
1129.527588,1796.44519,5198.811523,2245.204102,1011.559509,1141.00354,395.0508728,905.6563721,255.2420502,1207.240356,312.5095825,434.9865417,245.125473,1130.261108,7192.023926,126.3078308,906.7424316,1235.378784,264.1691895,618.6599121,437.6883545,796.510498,4108.508789,217.7927704
1143.156494,1760.908447,5169.003906,2225.744385,995.0099487,1165.948975,397.1493835,910.071228,251.6298828,1200.718994,311.5327148,435.0090332,244.8519287,1130.307129,7063.913086,126.5829239,904.9921875,1238.9375,265.0395813,618.3990479,427.7177429,794.263916,4174.625488,218.0150146
1128.846069,1750.684204,5126.314941,2229.100098,1007.628418,1180.838379,402.5962524,903.9885254,249.18927,1197.931152,312.0700073,446.2410583,243.3019562,1124.067383,7062.380371,127.8056717,920.7925415,1239.214844,265.7649231,619.8339233,433.9217224,787.182312,4129.972168,217.4594269
1128.846069,1776.840454,5153.276855,2210.292969,1015.733276,1173.173828,404.8127441,908.1826172,245.6747437,1196.465942,309.8719482,454.4793091,241.7976074,1126.424805,6967.189941,129.1200867,924.7791138,1242.358032,269.5367126,616.1378174,437.9099121,810.0388184,4185.381836,216.8297424
1125.828369,1760.213623,5144.539063,2235.881836,1010.637268,1166.437012,405.8974304,911.1994629,243.722229,1191.126343,309.6765747,449.6174316,236.0534821,1132.202393,6959.76123,128.4781647,925.0221558,1241.341309,268.3278198,611.0066528,442.0310974,813.262146,4215.677734,218.3854065
1139.943604,1753.41394,5232.763184,2234.857178,1002.872131,1147.740234,405.2135925,915.0256348,244.6984863,1198.261719,305.964386,443.2923889,233.0903168,1120.138306,6963.058105,127.3777237,917.2434692,1241.086792,278.2891541,612.137146,442.8730774,799.098877,4219.525391,218.4224548
1123.248657,1743.388184,5298.070801,2242.52417,1016.606812,1154.476929,402.3369446,918.9254761,241.0375214,1206.106445,307.5762329,442.3919678,232.7256165,1125.82373,6974.806641,127.6222687,919.8202515,1228.538574,270.9873962,616.8770752,440.0812683,799.098877,4231.219727,221.237442
1116.336914,1714.353271,5206.700684,2244.598633,1010.443298,1142.223877,399.9082336,909.3108521,234.7406769,1202.609253,300.4449158,439.4208374,232.3609009,1124.622192,7116.939941,125.9715881,896.046936,1218.763672,277.6605225,603.7011719,433.6114502,799.8803711,4148.375977,216.2371063
1103.681641,1699.016846,5091.614258,2240.100586,1004.619324,1123.234009,391.4196167,906.612915,229.7617798,1181.864136,298.1980286,431.6326904,229.8079681,1120.092285,7147.540527,124.0763321,884.9136963,1215.505371,274.2272339,592.1776733,419.1208191,786.5473633,4129.774902,214.3851318
1091.269897,1663.628784,5049.624023,2220.19751,1004.085388,1109.125732,399.884613,899.6962891,233.8620605,1198.970703,297.2211609,443.585022,229.6256561,1125.500122,7155.805664,123.9540634,876.6489868,1216.614746,269.8751831,598.1784668,419.0321655,785.8636475,4055.862305,214.792572
1085.429077,1694.847656,4996.549316,2219.54541,993.6025391,1089.452515,399.9082336,893.0004272,234.350174,1191.787476,298.1980286,443.1347656,225.8418579,1118.474609,7142.572754,122.4562225,888.4141235,1218.093506,270.745636,587.6552124,412.4737549,774.1911621,4054.135254,209.977417
1075.061401,1659.161865,4957.604492,2218.892822,990.0596924,1070.023193,404.9070435,884.5877686,226.5889587,1205.586304,292.5809021,445.8133545,220.7816162,1101.233765,7158.869629,122.4256592,901.0057983,1217.053833,265.9099731,580.6106567,418.5447388,755.6325073,3984.17041,209.2736511
1114.049438,1663.976562,5063.004883,2294.775391,990.447876,1093.16272,407.2178345,887.7026978,231.5678406,1221.038818,298.7353516,450.0900879,228.7138977,1126.332153,7259.493164,123.6789627,905.7700806,1209.635498,274.6624146,598.352478,440.7459717,782.0054321,4028.03418,208.3106384
1105.385376,1689.735596,5117.827148,2263.359619,1019.567322,1107.222046,410.4954224,902.7867432,234.0084991,1253.834595,303.5709839,451.0129395,230.172699,1128.134766,7356.121582,124.1680374,895.512085,1202.355957,278.966156,606.8755493,439.6824646,792.1150513,4110.630371,209.5699768
