,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
10,212.998352,851.092896,366.719818,2037.987305,590.436523,1900.450806,226.191803,272.38269,1315.864136,596.90564,204.502045,1027.069824,2805.781494,1458.565063,79.116302,525.676819,381.555237,505.885834,369.777374,2051.833252,69.813049,743.961243,1068.177612,194.356354,183.383133,74.642952,902.4021,497.116058,88.938873,674.034058,665.745178,563.289734,4035.219238,90.685211,5139.61084,117.040161,113.116631,514.326294,666.95636,9575.365234,180.280304,759.822998,1012.473511,341.161804,196.242859,461.833466,325.15802,247.780899,2582.766357,198.105988
11,214.023087,823.069824,365.690948,1974.578857,543.786865,1827.045898,217.472061,267.177063,1272.671753,579.21698,199.558838,1017.820435,2747.485352,1388.397827,79.964355,525.271729,383.513062,497.973419,359.906708,2058.425537,69.229652,749.233887,1051.455322,193.187332,184.259445,72.937187,880.418579,493.62735,90.630844,665.853088,651.112976,557.763062,4000.139404,89.455688,4991.14502,114.346817,112.344055,487.27533,662.348511,9479.918945,177.052277,757.74762,1019.884216,340.062286,201.539795,459.038818,323.608978,246.289169,2605.356445,199.583298
12,227.247025,818.472229,385.09259,1988.971924,557.788696,1843.901001,217.278015,276.120056,1257.806274,586.076904,198.274887,1020.967041,2786.285889,1421.110596,80.788857,528.527527,381.646332,502.803467,359.460297,2098.359375,69.861671,749.696533,1071.150391,198.079819,183.470795,72.604767,877.823608,497.00705,91.325928,667.150085,674.788879,551.470764,3964.209961,89.821236,4984.532715,116.266815,110.555038,500.093994,668.987793,9616.006836,178.959747,766.387512,1020.623474,354.006622,203.333893,454.691467,328.401398,248.796509,2602.989014,197.704758
13,214.120667,813.438477,379.801239,1999.547485,557.245178,1847.341797,214.779724,275.497162,1233.275879,581.275024,191.405716,1010.954834,2742.898193,1395.523926,79.787689,521.543335,383.308105,494.308472,365.412445,2103.176758,65.729271,735.450928,1055.961182,194.31308,180.491287,70.540344,855.497375,488.982819,93.639832,661.114075,670.672546,550.633423,3832.766113,87.860634,5036.684082,113.760155,109.497856,481.381195,659.772034,9492.422852,169.862579,765.132568,1020.981323,342.11145,198.20784,449.811859,329.998871,237.053329,2582.223633,197.90535
14,215.97496,817.407227,400.917633,1994.808105,567.388428,1841.856567,212.366348,275.230255,1205.662109,568.633301,185.018051,1008.809265,2634.906006,1396.7229,80.211716,517.95752,380.280457,496.589966,385.203339,2087.457275,66.409912,717.459045,1050.804932,195.958298,179.001572,69.306938,855.252625,495.87323,93.777023,659.318237,662.620483,544.867432,3674.836426,88.392326,4985.497559,110.560127,107.505501,471.629486,659.821533,9305.631836,171.770065,746.356567,1011.95929,328.416992,201.283478,450.122406,332.467682,239.751114,2658.576172,200.914703
15,216.414139,842.090576,415.615814,2035.091309,575.155151,1886.787109,214.233978,265.797821,1203.913452,570.250244,192.240311,1031.599243,2754.605225,1479.369385,86.442551,517.214844,382.101563,500.133606,386.195374,2190.228027,70.347824,713.66626,1076.213379,201.543518,180.374466,71.100182,879.34137,495.524261,97.677727,681.466736,686.356262,573.673096,3876.203369,91.815041,5001.794434,115.333481,108.237404,481.189514,663.8349,9694.307617,180.573761,761.850342,1030.474976,339.362549,211.706467,456.24408,336.533997,253.39859,2676.677979,200.659363
16,213.144699,850.463623,412.382202,2042.507324,578.677734,1919.350586,212.936371,264.72998,1197.792358,568.976135,195.739059,1036.605469,2774.578857,1474.31311,84.027946,516.832275,381.851227,505.40036,377.763123,2134.194336,70.007515,724.581604,1091.217041,204.401077,180.754196,69.19323,888.350281,496.134857,101.267494,679.421509,669.500793,563.81604,3853.918213,91.682121,5014.41748,117.146828,108.156075,481.093658,660.812561,9784.087891,178.959747,779.274841,1034.469482,332.465363,217.772324,456.510284,343.165894,254.922012,2713.226318,201.377182
17,210.168121,831.055786,407.04184,2021.049194,586.647034,1887.535034,211.165726,264.996948,1219.446167,568.878235,195.193359,1091.053101,2841.237549,1457.783691,84.404854,513.681458,383.364563,502.730591,380.739197,2098.063721,69.083809,710.336121,1086.897217,205.483459,182.828125,69.45565,889.378418,496.505646,102.547905,673.036316,665.684937,563.050415,3882.812988,95.536819,5038.613281,116.480148,112.4254,478.889374,656.20459,9735.339844,180.378113,792.693054,1041.247192,336.913544,220.079041,446.307404,338.518677,262.253571,2714.311523,203.401825
18,205.776398,831.442993,397.488007,1986.426514,570.747986,1869.184082,210.753357,259.301941,1228.92688,566.2323,196.830414,1076.702271,2877.744385,1433.252563,85.040894,501.888794,387.26236,500.813141,377.763123,2061.848877,67.771164,732.398376,1066.273071,201.933151,186.099731,69.726814,888.301331,492.624146,99.891037,661.712646,645.674805,576.185303,3874.644531,95.869125,5021.397461,117.280136,116.857361,487.299316,649.069824,9883.344727,181.209579,805.242615,1046.387085,334.064728,217.174271,443.645813,328.207764,260.666626,2707.554443,201.450821
19,207.142715,842.042358,400.182709,2055.364502,585.802124,1856.717041,216.635254,257.967133,1237.763306,573.386108,205.400848,1087.954102,2967.769775,1486.028809,86.831238,509.165466,397.006897,509.623596,381.235229,2168.381104,68.549019,755.663025,1096.233765,199.292114,187.063644,70.382896,909.501465,508.018799,96.67627,682.015503,661.98938,590.109558,3867.610107,94.672836,5038.887695,120.666824,120.232147,496.164551,656.10553,10306.458008,175.976257,842.698059,1073.363525,336.763611,213.329742,444.843506,352.12146,277.487946,2801.663086,207.174988
20,215.77977,858.981934,391.265778,2043.033569,593.188416,1858.612061,213.482071,263.929108,1288.871826,587.448914,210.921814,1088.907471,2915.30249,1533.380249,86.725227,515.879578,403.679138,514.429321,379.702087,2142.984131,69.132416,740.908691,1096.280029,188.078415,189.721802,70.636566,907.836792,511.703857,96.081779,686.106018,674.247925,586.807983,3728.235107,93.210693,5003.03418,120.026825,119.337624,493.720612,641.191772,10434.776367,168.982208,842.070496,1078.480591,338.362976,212.987991,441.472137,348.490814,278.122711,2781.14502,209.144394
21,208.118652,854.238831,383.03479,2074.804199,574.241028,1813.282349,209.213181,268.912262,1285.351074,562.508362,204.75885,1072.268066,2913.391357,1544.449341,85.205795,515.999573,400.171143,511.541077,375.769684,2128.361816,66.652992,740.122375,1096.047607,182.19014,189.429718,69.735565,889.378418,512.66333,91.760353,675.580444,674.157837,577.381531,3659.019775,89.090164,5010.746582,115.493469,118.931046,479.751892,636.930725,10171.445313,165.705276,806.208008,1076.415894,329.416565,197.737946,420.933411,340.793884,264.062653,2764.769287,208.813095
22,205.142059,836.040833,372.893036,2060.366943,630.401367,1873.572388,204.107712,266.776642,1301.551147,550.797607,203.66748,1055.151978,2874.972656,1504.672974,84.828873,511.91864,390.747437,506.71109,373.231018,2100.091797,64.805573,760.010681,1078.536133,176.691544,188.086014,69.341927,886.832581,504.878784,89.025757,664.007385,666.285889,575.634949,3615.016602,85.501312,4965.756348,113.626816,117.132126,470.287689,636.435242,9932.483398,162.428345,805.966614,1084.584717,320.170319,191.373093,418.937225,342.778595,259.682739,2731.574707,205.334396
23,210.509689,860.869324,375.048798,2027.894531,626.858887,1875.816284,204.649017,270.736481,1314.552368,539.380859,207.037857,1036.796265,2875.307373,1517.259766,83.627472,515.091797,397.74057,509.308075,373.479919,2124.55957,66.798836,772.221069,1085.410522,176.604935,187.998413,68.134766,894.225525,514.494934,92.437157,674.682556,682.450317,576.352722,3583.194336,83.673637,5036.409668,117.333488,120.034897,466.286377,650.804016,10296.834961,159.298141,806.642334,1086.268188,325.368225,193.039047,416.497375,350.475555,257.238892,2732.068115,206.125885
24,206.020401,870.452332,391.510742,2076.779053,661.883179,1903.542725,207.417068,273.361542,1317.406006,558.735474,209.445297,1058.870605,2971.30542,1627.257446,80.694618,519.592957,398.795319,512.244873,374.375916,2184.523193,69.278275,781.610291,1098.974121,181.324234,189.254425,69.027008,892.903625,512.292542,94.847099,690.396057,684.974182,583.530151,3515.914795,84.010208,4977.82959,117.306831,118.767479,465.256134,636.534302,10144.579102,164.531448,827.831665,1087.120972,336.963531,199.788391,421.510101,357.785187,261.523529,2804.277588,205.371231
25,206.947525,860.143372,400.329681,2066.861572,658.108459,1830.736084,203.037445,276.74295,1313.839233,555.501404,207.583557,1019.012329,2934.272949,1651.110596,80.930183,514.536743,389.6698,502.827667,372.882599,2170.620117,67.868401,766.763428,1081.46228,180.588181,184.171814,68.292229,864.604187,501.86972,96.040634,671.539795,679.205383,575.036926,3524.555176,82.966812,4970.025879,114.160141,116.477997,460.53595,625.881653,10065.592773,168.395294,806.690674,1060.637939,323.369049,200.001953,417.562012,359.769928,256.159821,2783.364258,200.622559
26,205.337219,855.884338,391.853729,2085.774414,650.588806,1779.47229,202.963623,277.855225,1280.863892,544.72168,198.531677,985.638123,2828.431396,1632.344971,82.119827,509.833191,371.64798,498.070557,374.873688,2181.649658,68.062866,764.404602,1077.560791,181.324234,182.506821,67.951065,850.307434,483.051758,91.458542,675.480652,669.530823,566.160645,3453.309326,84.717033,4975.76416,116.346825,116.069168,458.834808,651.993042,10067.056641,163.40654,824.453003,1024.033447,310.524231,201.198044,397.68866,355.171173,247.749161,2728.812744,197.401535
27,197.968918,848.479309,385.680481,2078.358398,640.168945,1784.85791,206.07608,277.009888,1252.743652,527.817017,201.420563,970.381226,2757.185303,1608.46936,81.519127,513.929138,379.420776,491.711426,373.181274,2159.887451,65.048653,762.739624,1037.287964,179.462494,180.520508,67.190018,817.748352,483.444244,93.520935,665.803162,673.376587,565.730042,3473.564209,83.976563,4864.069336,113.866806,117.213898,461.302704,670.424683,10098.894531,155.532104,826.093994,1018.378235,291.431946,201.368912,390.724152,358.608124,250.922974,2760.03418,195.542542
28,182.353912,828.297119,369.610504,2044.789185,610.584351,1692.054443,201.204391,274.696289,1212.24353,530.022034,195.867462,972.192993,2757.472168,1582.366577,78.232918,508.94043,370.524567,473.435181,376.267487,2110.276123,61.937206,742.434814,990.930115,172.53511,174.415543,65.116867,794.295959,470.404694,91.604897,627.492188,656.43103,539.077637,3344.10376,81.418549,4790.11084,108.346817,111.77636,443.045135,658.979248,10113.761719,150.885712,801.622559,986.575928,276.238129,191.800262,383.227295,345.005402,246.098755,2681.116943,190.388931
29,173.765656,827.522583,383.230774,2022.409424,592.55603,1696.542603,190.144608,288.800385,1180.119629,518.017212,194.423019,941.297974,2721.251709,1615.990967,76.548599,507.702637,366.053436,471.542053,384.281616,2103.810547,59.214695,751.685242,1006.816406,167.59935,175.32106,63.778473,795.079346,473.021301,91.961571,620.558289,633.145935,557.571716,3351.846924,83.438034,4642.285645,103.066795,113.125534,434.419525,654.024536,10261.547852,151.423721,817.985107,999.436035,298.229218,185.819839,381.497253,344.521332,240.8302,2730.292236,190.425781
30,186.550446,831.200989,409.246582,2055.496094,613.622864,1718.883179,191.854599,283.772766,1226.924805,528.895142,208.161316,946.637817,2732.337646,1685.911499,78.715828,520.980713,379.283203,472.609985,387.915375,2119.107422,65.145882,744.377502,1003.750427,176.215256,177.42421,67.986053,806.585205,476.117676,95.244934,623.800781,690.682739,587.023254,3504.441895,84.010208,4643.847656,106.853447,113.411705,453.683411,643.470947,10268.933594,164.189087,820.73645,1018.534973,317.121552,210.766693,381.763428,347.280609,257.080231,2764.424316,193.536316
31,195.529068,813.390198,397.63501,2044.745483,594.003601,1699.285278,184.780777,280.569305,1208.515747,513.55835,204.084763,924.706116,2729.088135,1678.551514,76.555977,516.284668,377.999176,472.53714,393.739319,2123.460938,63.055378,742.990051,1000.684875,170.240402,172.633698,66.052849,817.454529,470.622711,94.54071,618.812378,663.401611,577.094421,3498.728516,85.996033,4636.54834,106.640129,113.902313,445.920349,644.016052,9998.203125,152.9888,799.112549,1016.91925,301.028076,209.186157,375.153778,336.485504,256.096313,2749.873779,193.849243
32,207.386703,828.587463,394.989349,2068.968018,603.840454,1696.642212,192.149857,284.351166,1220.619629,508.707458,200.810669,942.585266,2829.482666,1688.628296,76.935738,518.490173,378.228485,473.241028,383.933167,2133.64502,63.979099,751.639099,999.895142,165.174759,175.174988,66.918869,814.272095,478.777893,95.802834,623.850586,674.488281,574.390869,3540.229736,86.164314,4657.575195,106.853447,114.147614,456.486755,653.578552,9853.494141,155.4832,826.142334,1021.408081,310.024445,214.653961,381.097961,316.44458,251.113403,2738.973389,193.978073
33,205.337219,808.501831,390.040955,2111.92749,609.077454,1716.389771,194.315109,285.819397,1267.241089,513.901367,203.892197,930.046021,2966.049316,1678.937988,76.757729,517.394836,387.010132,480.303986,397.223755,2212.413086,66.993301,765.375916,993.206238,169.850723,178.446564,68.449669,830.086548,489.92038,96.653397,634.076904,690.832947,580.707092,3449.673828,85.827751,4758.710449,111.520142,114.352058,450.496704,655.461426,10655.175781,156.314667,840.284668,1039.496582,313.872894,214.312225,380.964905,323.028107,249.907349,2757.272705,199.260529
34,204.361282,827.329102,384.602631,2155.282715,597.630005,1668.666626,188.43457,290.135162,1253.894409,514.146362,200.457611,949.403137,2923.234863,1672.817505,77.339226,514.259155,390.495117,480.23114,405.188141,2287.16748,67.139153,765.560913,985.54187,172.145416,177.920807,65.300568,824.015381,491.599365,99.095337,629.737,691.34375,588.674133,3379.703125,87.376007,4783.363281,112.613487,115.292374,452.533325,681.226074,10420.339844,161.107788,834.251343,1041.202515,318.071198,216.36264,390.812897,324.044647,252.668579,2806.201172,201.487625
35,200.945496,842.961731,389.159058,2173.668701,593.119324,1625.980103,186.84758,292.849243,1288.342651,519.879211,201.516846,945.350586,2970.25415,1699.059448,76.283035,522.556152,387.927277,479.964142,420.220917,2284.083008,67.576698,797.058411,983.26593,171.842361,175.174988,66.201546,827.050964,491.337738,100.851341,638.716125,690.893127,591.927856,3324.604736,85.491158,4847.313965,114.346817,114.188515,461.134979,686.87439,10564.263672,161.352325,851.868835,1039.519409,318.720917,218.071335,383.005463,327.142731,250.542114,2883.539795,199.794281
36,199.286407,849.01178,377.400513,2103.195313,582.486938,1611.568359,181.102402,285.908356,1289.677124,512.137329,193.29953,934.480042,2944.35498,1706.706787,75.238708,511.288513,380.1315,470.886688,433.561249,2249.093262,66.60437,774.117432,976.484253,166.257172,171.640564,64.390732,822.203857,490.138367,102.799408,621.555969,679.115356,578.362366,3293.065674,83.337051,4767.341309,114.453468,112.103432,455.073059,660.267517,10262.671875,155.043015,840.91217,1016.223633,318.421021,216.618958,380.255157,318.961823,250.319946,2778.234619,198.763565
37,195.333862,853.561157,378.870331,2051.371094,574.5177,1611.667847,189.184982,288.266479,1267.194824,503.660614,189.543976,898.149719,2879.655762,1714.865723,74.467354,505.287109,371.923126,460.959717,427.339081,2215.371094,64.562485,774.024963,949.542786,161.927551,168.018433,65.837616,804.822693,490.770813,101.473251,617.315796,668.749695,583.099609,3295.237549,79.870285,4773.905273,111.680138,114.229385,456.510712,649.76355,10266.68457,152.891006,824.935608,992.411316,306.175995,211.791901,374.443939,316.541412,240.385849,2759.491943,196.554871
38,193.674789,834.104858,370.590363,2037.855957,568.46051,1596.109375,188.016266,287.020721,1236.152588,508.609497,192.20816,897.148438,2861.736816,1696.374146,72.402435,495.332245,370.868408,457.586029,444.711426,2215.456299,65.291733,779.621521,968.633789,158.463852,167.200562,64.639275,790.966614,484.207367,102.950333,605.44342,652.855652,588.099915,3223.897461,79.76931,4722.028809,115.333481,107.728867,452.413513,647.781555,10266.635742,148.489151,845.014771,993.263977,298.079285,212.005508,369.34256,313.443237,242.607529,2741.48877,196.518082
39,195.285095,834.927612,378.576355,1964.222534,573.949524,1597.406006,188.151611,282.927399,1248.348511,513.509399,199.944016,890.664368,2861.354492,1696.086792,72.176949,495.204742,378.159637,466.493591,453.920227,2159.717773,67.528069,786.18927,978.899353,160.022537,169.97554,64.674782,799.387878,488.939148,100.522102,614.322754,667.397644,588.57843,3219.223145,81.822456,4692.92334,115.22683,109.282433,455.408569,647.533875,10112.686523,152.49971,841.684448,992.209351,301.677795,212.26178,370.628967,319.639496,240.290649,2733.449219,195.284866
40,191.966888,819.004456,368.189667,1931.837891,586.162842,1607.628784,189.271118,280.747253,1268.506592,503.856567,199.655136,906.397888,2901.684082,1697.438477,72.426163,499.263123,372.932037,471.760468,472.736084,2112.811279,66.847458,768.151001,985.031128,164.568588,172.721344,65.269524,812.754272,472.759644,103.023483,628.938843,646.576233,587.645264,3056.146973,80.442459,4598.169434,103.520126,106.338799,463.219482,650.258972,9784.392578,155.287567,824.308228,977.082397,299.578674,212.817123,368.677155,306.714478,242.258408,2731.130859,191.511703
41,201.921448,844.026672,384.112701,1981.862915,613.514282,1685.821167,195.286957,285.374481,1307.833252,506.012482,204.052704,912.977478,2890.503174,1722.921631,76.21183,513.846558,381.598969,477.731201,480.501343,2254.248291,68.305946,762.369507,993.531433,177.47084,190.072311,68.527229,842.914368,490.814453,104.578278,636.970154,675.389648,606.785278,3299.675537,82.697548,4638.797363,102.133461,109.36422,470.239777,648.970764,10178.362305,158.515594,838.305725,1021.901245,315.222351,219.609161,383.493439,326.755524,257.905396,2846.251709,197.107056
42,213.535126,843.92981,399.055847,1957.377197,629.526917,1713.447632,193.540039,290.40213,1317.566895,515.077332,199.655136,925.373657,2881.61499,1735.274658,76.995087,517.845032,392.008453,488.920227,476.270264,2372.105957,72.875885,785.588013,1021.494934,190.502991,186.683929,69.077568,864.261353,504.13736,103.645401,654.778748,683.772339,573.792725,3411.336182,85.356529,4662.624512,103.973465,110.713371,479.919647,649.96167,10577.173828,177.19899,822.329224,1040.843506,316.971619,228.579788,404.165283,323.270111,261.237915,2932.764648,198.616318
43,222.025757,852.060913,408.756653,2001.083252,613.400635,1670.760986,195.232986,296.675537,1307.902466,516.547241,201.645248,932.191528,3046.852295,1735.858643,80.638329,524.664124,394.049194,493.119141,482.890656,2388.41748,77.056892,785.26416,1044.348145,188.771179,185.866028,70.036232,877.138245,509.937592,106.073624,656.125671,725.355042,581.544495,3407.559082,85.08728,4790.753418,105.173454,110.917793,485.358551,655.758667,10943.709961,178.764099,840.719055,1065.216553,336.56369,245.239487,409.665955,331.257477,269.616852,2904.403809,199.775894
44,219.7323,838.073486,407.678772,2024.033447,625.934998,1666.073486,201.473419,292.982727,1314.046265,526.935059,208.739105,963.706421,3108.589111,1729.580811,80.93502,527.417236,383.089325,495.400665,479.356476,2396.742676,77.202744,785.125488,1048.853882,190.935959,184.142609,69.059814,896.869568,510.526337,108.419533,664.107178,717.002563,582.02301,3356.993164,84.851662,4852.72998,107.040154,113.370819,482.2677,653.13269,10813.476563,184.290878,827.107727,1058.214722,343.360931,246.521011,400.350281,327.675293,282.343872,2867.559326,197.65921
45,222.757736,847.656494,403.465332,2041.585815,621.83429,1665.325562,202.882126,294.984863,1297.408936,521.6922,208.032944,975.244385,3076.860596,1778.396484,82.976204,529.525269,373.849152,492.293915,468.106812,2374.514648,80.848961,764.312012,1065.065063,187.77536,187.092865,70.675362,901.912537,507.386292,108.492706,649.042053,713.547363,583.482422,3269.694824,85.861397,4885.371094,107.653458,112.594032,492.139252,650.15979,11108.074219,179.351028,828.845276,1056.755737,345.909882,249.297623,398.220978,330.676544,276.440613,2910.075684,199.315735
46,220.561844,848.140503,408.462708,2033.292236,634.753967,1673.753052,197.556137,297.743378,1306.038086,518.703247,207.037857,962.7052,3077.24292,1790.224243,82.964333,544.911377,374.032532,497.463745,456.508636,2380.388184,78.855682,776.707581,1048.528809,187.342377,186.888382,69.19297,915.033997,513.949768,107.925667,658.370483,728.810242,591.210205,3377.106201,85.188248,4783.454102,109.466805,114.270264,499.183502,662.348511,10896.02832,179.399933,831.065552,1058.079468,347.559265,252.373245,411.795197,329.030701,276.154907,2951.112793,198.100983
47,221.001007,866.096436,404.690155,2040.137817,632.886475,1683.377563,196.270996,299.256134,1304.588379,523.260254,206.524292,969.189331,3043.125,1778.207886,81.089294,540.35022,375.041443,495.740448,453.223328,2376.92334,81.480972,774.764954,1071.289673,186.606323,184.668411,68.544968,907.983704,498.249908,108.460701,653.082764,712.766052,586.807983,3425.075439,85.356529,4754.07373,109.706795,114.188515,484.831451,679.491882,10889.083984,176.563187,835.071777,1054.062256,348.358917,253.483917,413.569641,328.256134,284.026001,2957.179443,197.254303
48,225.636734,869.581116,404.494171,2041.278564,632.441711,1641.638306,198.618881,300.101471,1296.05127,523.897095,204.726776,957.651367,3068.545898,1796.533203,80.567131,537.492065,377.425995,499.356842,446.503387,2377.726563,81.18927,787.76178,1078.11792,185.177597,187.706299,68.509468,907.445129,498.467987,108.245766,641.1604,712.465576,584.008667,3438.29541,85.08728,4740.62207,109.38681,113.002869,486.149292,668.64093,11012.026367,176.171921,838.11261,1061.670776,354.106598,251.219879,406.383209,334.984894,278.344879,2953.924072,198.413864
49,226.807831,870.549194,407.090851,2033.116699,643.93866,1640.591187,198.890717,303.215973,1299.25,526.837097,208.378845,965.518066,3090.335693,1782.689331,81.445328,538.219727,379.650024,498.798676,443.367432,2380.219727,82.550529,792.895874,1076.445801,191.931778,189.897064,68.385201,901.961365,497.683044,108.003403,635.323914,711.59436,579.965393,3444.857666,85.760422,4685.486816,111.066826,113.329956,488.665009,669.929199,11298.703125,177.785919,832.320557,1057.069702,366.301666,253.483917,417.162811,330.289276,279.296997,2967.586914,199.094864
