,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
102,201.16983,991.25592,513.799683,2328.503418,789.194153,1848.440918,247.912109,325.862579,1288.411743,458.728546,215.858566,1099.989014,3036.244141,1698.270508,89.170937,651.360962,333.504181,570.35022,490.95462,2695.51709,103.115242,803.117493,1174.194824,208.990433,210.317459,74.581047,1098.491455,550.168335,126.148781,744.570129,887.690186,637.959534,3953.350098,97.574364,5814.834473,113.905388,122.814987,462.993744,688.212219,13446.567383,196.175873,720.87146,1189.551147,453.266449,291.032318,484.545898,348.894989,384.001648,3189.196289,198.92923
103,200.532593,992.46582,531.731567,2368.209473,782.753418,1852.833984,250.235336,318.69931,1271.774292,455.886566,216.982254,1099.025513,3020.044922,1696.478149,87.877388,647.962646,333.758423,568.796936,501.258545,2697.145996,102.629082,818.519226,1168.931763,211.068649,207.908798,75.273415,1100.596436,552.501465,125.321068,767.516785,877.68512,647.984131,3982.906738,99.358238,5817.741211,113.396873,122.978539,464.639954,683.752869,13327.116211,194.837982,711.797241,1180.304688,453.766235,289.238159,489.469818,346.263977,384.69989,3146.087891,199.076477
104,199.699295,993.433777,522.128662,2359.954346,770.322754,1863.017578,249.420013,310.334717,1276.606812,457.307526,214.769913,1100.278076,3011.539795,1715.256104,88.874252,647.947632,335.006714,568.481384,493.443481,2668.89917,103.893097,813.431519,1165.904297,210.852188,208.907501,74.261482,1098.442383,552.436157,125.247917,763.476257,882.251953,655.400879,3911.188477,99.021652,5978.473633,112.834869,122.0382,462.291687,666.460876,13598.230469,197.117355,699.296021,1184.817383,460.313568,288.640167,478.734711,343.974091,388.222839,3183.623291,196.978226
105,202.444321,999.677185,523.647461,2369.600586,761.71698,1873.750488,244.90451,310.690643,1286.409546,458.973541,216.174576,1106.251343,3016.079102,1700.184937,88.874252,649.192932,335.977661,569.743591,491.402618,2683.000732,106.469772,829.804749,1165.578247,220.030945,213.107971,74.359138,1086.838623,548.358398,125.952148,770.260437,894.089783,659.348511,3905.192139,99.930428,5951.57666,113.985664,122.569679,462.41275,649.119324,13721.744141,208.266541,713.19696,1193.275635,462.862518,292.698303,475.806854,351.379791,380.923035,3289.816162,198.726761
106,199.405182,985.447876,528.154907,2362.063232,767.731567,1857.226929,245.882828,313.805176,1275.018921,462.697418,215.47226,1095.894409,2998.876709,1699.868652,88.933586,649.965637,343.744904,564.355286,497.326111,2717.635254,106.323914,829.943542,1176.011108,223.10498,213.137344,73.69339,1090.461548,539.941528,127.593834,757.589905,908.091003,663.343994,3928.280029,99.728477,5979.856934,115.484421,124.736526,461.952759,646.691467,13720.079102,208.811615,712.424683,1185.0896,465.961273,291.758514,475.230194,352.792664,380.288269,3325.723633,200.475311
107,197.934631,966.814392,531.682495,2326.17041,764.858093,1837.408569,250.222763,312.559387,1270.807739,469.50827,219.82666,1072.772339,2934.845947,1678.146973,89.230263,645.862183,348.160126,562.801941,508.326935,2646.138672,107.831024,810.749023,1152.723511,220.420609,208.026276,73.746651,1098.687012,523.022278,129.546463,751.005188,896.223145,657.171265,3936.825439,101.680626,5933.862793,118.107246,124.940933,470.208008,647.385193,13183.384766,208.068329,716.961853,1168.831055,466.960876,292.228363,474.165558,355.326172,374.765839,3333.960449,200.54892
108,198.767944,960.280518,530.163635,2315.043213,752.640442,1809.253784,247.563644,312.425873,1256.080322,466.911346,215.366882,1082.213989,2929.924561,1681.411621,87.56884,646.829956,347.235413,563.748535,530.677002,2631.393311,112.109268,809.083923,1146.110229,218.732071,206.028839,72.796844,1086.838623,520.860413,129.752243,748.959961,893.969604,658.343628,3882.388184,101.983559,6038.217285,116.795845,126.249222,472.895172,664.231262,13298.479492,204.104187,715.706909,1159.079956,456.765015,285.692657,476.915924,352.743988,368.164215,3338.843506,200.751404
109,198.620911,963.039307,520.462952,2318.453369,743.222168,1769.018188,253.032455,304.684204,1232.585571,459.316528,216.666229,1080.961426,2951.379639,1665.834595,88.162201,646.934937,348.4375,559.646667,516.838867,2603.060547,111.525864,808.667725,1122.776123,211.068649,205.558884,73.870911,1085.418579,520.992859,128.064819,754.147949,881.020142,649.491455,3904.342041,100.132362,6032.543945,114.146255,124.123268,475.025513,672.406555,13257.797852,199.991379,720.581848,1155.111572,444.07016,276.038574,473.855042,354.887726,372.544128,3351.914307,199.223694
110,204.503067,954.908264,518.993103,2297.814697,742.359985,1870.905151,248.642334,304.906647,1233.943359,473.036224,216.912033,1074.265747,2960.028564,1693.466309,88.553818,640.903564,347.859589,559.136963,515.743774,2576.7854,112.400963,800.80481,1116.115967,212.107773,207.55629,73.506973,1093.546387,518.389832,128.604431,750.35675,877.65509,648.653992,3875.778076,99.795792,6079.646973,113.905388,123.101173,472.677307,671.366089,13217.899414,205.838501,727.580688,1149.601807,448.218475,277.619141,473.145233,357.664886,369.687683,3276.942627,199.923126
111,202.934494,966.427185,518.160156,2336.220459,758.144714,1943.78833,253.621964,313.137726,1234.61084,480.239044,217.544144,1082.165771,2949.946289,1682.951172,89.538811,647.490112,349.154205,567.729065,507.67984,2626.678223,112.546814,809.083923,1122.589966,214.705551,211.228027,74.101715,1100.204956,524.985474,128.055695,763.775513,909.653381,648.630127,3975.021973,103.767426,5990.192383,114.387131,126.249222,476.720154,668.046448,13174.329102,214.113663,725.553345,1159.579224,451.916992,282.147156,479.888031,357.470001,371.274567,3318.226318,201.377182
112,204.405014,979.516052,512.917847,2303.512695,752.69989,2040.683228,253.747391,308.332581,1236.589722,476.907135,215.999023,1067.039917,2913.152344,1700.148804,90.749283,643.56665,347.536011,564.136841,493.791931,2589.601074,115.755493,813.524109,1118.67749,211.258942,208.496277,73.78215,1077.389038,523.242859,128.705032,752.701294,897.87561,643.079529,3856.515137,102.185501,5988.946289,113.316597,126.412788,472.701508,668.888733,13258.238281,214.064117,728.449341,1160.236694,454.166077,282.360718,472.967804,362.001099,363.943878,3237.435059,202.426315
113,203.620743,972.752563,516.298462,2316.344482,746.150146,2052.86377,252.104233,317.675995,1214.820923,476.711151,219.967148,1072.435181,2869.860107,1695.76001,91.912285,649.110413,348.4375,567.947449,498.122559,2597.874023,115.512405,815.281555,1143.222534,210.728683,211.404282,73.347206,1076.360962,520.375183,127.589241,749.35907,889.49292,643.103455,3885.220947,102.522095,5964.449219,112.808098,128.416077,472.023621,662.39801,13435.944336,211.536957,717.444519,1180.327515,464.211975,278.046295,474.875275,366.727142,363.111572,3258.347656,203.217758
114,202.738403,964.870178,511.937958,2349.09668,747.111206,2004.640869,252.066589,324.349884,1206.812866,478.475128,219.370132,1081.973145,2921.466553,1685.063965,91.627472,648.27771,356.29718,568.942627,497.674561,2610.94751,117.700142,813.477783,1143.455322,210.419388,210.346832,72.876747,1080.620483,533.279785,128.247757,750.207092,905.597351,646.381165,3902.878662,103.969376,6041.908691,114.467438,128.088989,479.43158,667.996887,13424.292969,213.964996,714.210571,1206.041992,481.854828,287.273224,482.90448,366.970734,364.328033,3323.948242,205.058304
115,199.258118,955.674011,506.989594,2365.5625,753.670898,2009.832642,253.007355,322.303223,1180.418701,473.722198,219.82666,1076.337036,2913.916992,1689.818359,90.796761,646.424805,356.042877,566.321228,507.67984,2617.29126,120.082344,805.013672,1153.329468,210.198441,210.611191,73.267311,1067.988403,532.110779,128.105988,745.019165,898.236084,654.037109,3925.730225,102.185501,6031.990723,116.447929,127.557533,477.930603,680.383667,13579.920898,212.082031,710.783569,1202.368408,484.703674,285.393677,474.653503,365.850128,359.526215,3312.159668,206.51236
116,203.277618,958.982788,505.813721,2361.883789,752.977356,2022.362549,253.208038,323.05957,1202.901001,472.791229,222.987106,1067.810669,2967.48291,1696.532227,88.957314,641.683716,356.204712,568.675537,512.458435,2635.765625,118.818314,803.610901,1153.515381,211.214752,208.378754,73.746651,1068.233276,529.198792,127.246277,737.63623,896.283203,650.520142,3920.017578,102.724022,5987.839355,116.876144,127.230469,474.735016,666.807739,13852.600586,210.991882,714.403625,1209.828613,472.508636,284.026672,472.657318,369.601654,355.97287,3266.387451,207.303833
117,203.081528,957.668884,515.808533,2379.695313,762.673096,1999.698853,256.84552,324.616791,1208.308716,466.225342,223.022232,1062.415405,3030.987549,1684.960083,89.135323,645.104553,355.904205,577.704468,515.345581,2626.163574,120.471275,813.056763,1160.175293,212.893875,211.639282,74.882858,1084.850708,534.537231,128.165436,745.517944,900.519592,657.817322,3936.306396,100.367981,5934.508301,116.956429,128.088989,474.710815,658.880188,14140.261719,215.60022,726.518738,1199.71521,487.752472,285.308228,471.415222,378.225342,347.041595,3292.775391,207.506302
118,197.934631,962.972412,500.228363,2403.743652,751.892273,2074.329102,254.236572,316.652679,1211.760254,467.009308,219.299927,1059.765991,3013.498779,1685.208374,89.515083,643.829163,342.982025,564.015503,520.970398,2622.177734,114.053917,803.470581,1138.984253,204.100632,208.026276,74.394646,1077.476196,527.015076,126.505463,732.198914,859.657959,664.588074,3843.247803,100.435295,5994.250977,112.085472,127.393974,460.669678,658.483765,13948.210938,209.356689,728.594299,1167.334229,449.218048,267.110687,449.856201,380.466553,345.857086,3245.425049,204.358887
119,199.846344,948.13208,504.098907,2376.51001,762.54425,2178.412598,260.445404,312.470367,1234.933105,479.259064,216.385284,1057.887451,3102.71167,1689.583496,90.179657,655.42688,339.838196,563.068909,537.596069,2616.391113,116.484734,803.236755,1131.392578,205.647156,210.875549,74.749695,1061.743774,514.507507,126.761543,737.686218,881.380676,665.975708,3800.802734,100.435295,5949.316406,112.486923,125.922165,462.703247,657.096497,14137.12793,215.203796,746.93573,1131.914185,448.76825,265.273865,447.726898,381.489685,348.930298,3350.040039,201.726898
120,198.914993,953.873718,503.65799,2354.929199,762.648254,2192.590088,263.832031,317.764984,1264.778564,487.392883,220.037338,1066.702637,3127.989258,1730.733521,89.45575,669.005066,329.736206,566.466858,504.245178,2589.301025,114.783157,830.265381,1144.712769,206.044861,216.485977,77.2174,1066.561646,511.397217,130.465622,741.577087,885.767273,674.014465,3851.415283,99.62751,5991.760742,113.129227,127.107788,463.744232,666.8573,13915.704102,213.964996,738.58551,1117.447021,440.22171,266.128204,444.488647,379.930573,349.666534,3354.775146,199.665451
121,199.062057,967.49762,507.430481,2374.177002,761.573303,2294.427002,264.496826,316.964111,1275.479126,492.390808,218.422028,1070.026489,3129.566162,1726.200439,91.437592,671.203064,336.786774,571.777039,495.335022,2706.019043,116.630585,826.571228,1163.016724,209.13797,215.193527,78.3536,1082.884277,519.206238,132.121017,751.055176,891.265564,678.3927,3901.037354,102.387451,5946.317871,114.949173,130.214935,468.150208,672.109314,14138.741211,215.253357,743.605225,1135.111816,447.068939,267.922333,447.993103,386.361847,351.907349,3349.299805,204.138046
122,202.787445,976.353149,522.765625,2413.748535,792.379761,2317.889648,268.962219,326.396515,1269.749146,490.969818,219.82666,1069.06311,3231.824219,1735.794922,91.413857,700.009766,337.711426,575.765686,492.099487,2724.621826,119.450333,840.366028,1167.720825,212.584564,216.427231,78.291458,1093.012085,516.536926,133.927322,761.580627,899.25769,684.230347,3953.870117,105.214722,5990.422852,115.778824,133.363022,469.239655,677.708191,14242.428711,216.83902,736.654785,1157.878418,459.064087,275.056091,448.70285,395.862579,352.195465,3364.83667,205.389648
123,200.287521,975.574707,531.976501,2396.96875,809.274353,2351.036377,273.92926,327.775787,1292.461548,498.417664,217.789917,1092.137207,3329.686035,1729.717529,93.834793,696.648926,338.289307,574.81134,491.751068,2731.308105,121.297745,839.4776,1157.241211,212.407806,222.375458,84.20327,1104.565552,517.242737,133.831299,751.653687,926.989563,700.092712,3933.284424,105.517639,6006.430664,120.435669,135.039215,471.321594,675.819824,14556.964844,217.631851,736.896179,1134.181885,457.71463,280.310333,453.715546,395.472778,358.853973,3377.759521,205.739349
124,209.061737,973.531128,532.907349,2380.413574,812.955505,2347.991211,277.491547,332.225006,1307.464966,499.985687,223.303177,1102.542114,3282.761475,1760.158081,94.178932,687.144226,345.987183,573.97937,487.470184,2708.804932,122.464531,835.22229,1170.189209,219.300995,215.810379,85.357224,1089.078857,522.33844,135.467651,742.225647,942.282654,701.193298,3941.21582,104.979103,6023.315918,124.209328,135.243637,477.736938,675.770142,14349.6875,221.001373,744.087952,1131.166016,469.309937,283.001495,460.546997,394.888153,355.908875,3372.368408,206.770065
125,210.336197,958.641968,528.84082,2343.937012,809.551819,2310.950439,275.434479,325.595673,1305.324951,496.849731,226.112473,1097.436035,3297.622559,1754.667725,91.74614,680.835327,341.386932,570.455627,479.456055,2667.056152,120.228195,832.556763,1174.334229,216.605591,214.620728,84.735855,1088.58728,518.58844,136.170914,738.683899,947.089722,698.465759,3940.79126,102.724022,6027.838379,123.513489,131.850311,480.835632,670.850586,14571.063477,221.496887,747.65979,1127.129883,460.713409,285.05191,457.131287,391.623779,349.762573,3338.735352,207.966431
126,205.924591,961.172241,536.308105,2342.501465,802.184631,2320.086182,279.48587,323.326538,1292.852661,504.00354,221.617584,1081.924927,3368.581543,1769.269409,91.330772,682.718201,331.539215,580.26825,474.229401,2659.855225,124.166107,858.837219,1202.139404,216.384659,217.660934,84.034622,1086.915771,510.558868,134.51619,744.171143,934.110352,697.078247,3910.339111,102.92598,6007.908203,121.292099,133.567429,478.317902,675.471985,15162.734375,218.07782,751.231567,1101.959595,454.965729,271.42511,447.638214,392.549469,354.852478,3345.906982,205.997025
127,202.983505,983.554565,540.462097,2337.162354,813.297424,2302.364258,279.636414,315.940796,1290.96582,509.883453,218.913651,1080.768799,3403.416016,1756.491943,89.123459,681.2854,333.735321,574.982605,472.935181,2715.66333,123.33963,861.081726,1198.739502,213.821793,216.647537,83.15583,1107.859375,510.978088,135.775635,741.726746,920.980408,695.475159,3929.88501,103.531822,5916.422852,119.525734,134.466843,473.718292,674.527832,15321.446289,216.343506,750.555847,1100.508179,466.111206,271.980469,446.218689,391.185303,353.187836,3363.366455,206.751648
128,213.17923,999.222229,538.43457,2377.04834,848.939392,2355.37915,284.302429,320.212036,1315.910156,511.549377,225.375,1108.22644,3465.726563,1765.020508,89.871094,684.781189,331.400482,587.168884,479.356476,2781.45874,125.478745,869.218445,1224.076172,220.803375,219.555557,84.815758,1105.646973,518.411926,138.698975,758.787109,937.295166,704.327454,4033.991211,106.123474,5985.671875,120.435669,136.224884,480.545135,691.42334,15593.147461,222.686127,761.657288,1117.537842,484.403809,279.370544,451.053986,392.354553,349.95462,3417.278564,209.775558
129,213.718445,993.042664,554.852661,2379.516113,854.850098,2425.217773,281.103943,323.282013,1314.966675,505.375549,222.671066,1121.328857,3436.960693,1776.854492,89.776154,696.093872,333.504181,588.343506,489.06308,2784.630615,131.507172,865.383911,1242.380005,231.275742,218.894638,84.620468,1106.384521,519.07373,141.691269,761.879944,942.222595,705.858704,4126.860352,106.561043,5930.355957,121.987961,136.224884,485.822723,714.580078,15697.078125,224.668213,755.913452,1117.900635,484.103912,292.442017,449.989319,395.667664,352.259521,3449.675293,210.494675
130,213.032181,982.386719,550.748169,2384.271729,849.712463,2358.075439,273.74118,323.638,1319.753174,504.297516,227.587326,1123.255737,3455.357422,1764.162842,93.004066,694.435974,332.880035,586.190125,492.049713,2782.615967,132.041962,867.394653,1239.30603,230.789688,217.749054,85.028778,1085.932495,526.684143,143.130005,773.203613,932.247559,700.738708,4080.591553,106.123474,6072.404785,125.333397,132.340942,488.412994,714.6297,15191.862305,225.659241,751.569336,1130.667358,480.905243,305.641571,449.412628,394.449646,359.36615,3397.593262,211.656326
131,212.64003,990.269104,554.110901,2395.958984,859.812744,2393.46875,277.654572,326.529999,1316.140137,501.700623,228.008713,1111.309326,3424.393555,1762.406494,94.012787,714.277954,336.694275,587.462463,498.968781,2795.560791,132.041962,872.538513,1245.360474,237.373581,219.159012,85.499252,1095.470215,518.941345,144.803116,778.894165,940.089355,692.508484,4181.533691,106.830299,6059.301758,123.406441,134.957504,486.54895,707.27533,15348.273438,229.920715,741.915894,1143.728394,485.903229,306.96582,459.704193,404.291412,364.360046,3462.832031,210.420929
132,216.169327,998.346313,558.858276,2423.378662,862.777954,2426.316162,278.33197,337.163696,1298.122437,506.061554,223.935242,1110.297607,3428.980469,1786.241455,93.45504,723.407593,331.724213,598.890198,488.963501,2781.073242,133.597672,880.534912,1284.097412,234.854904,219.291199,84.922279,1107.957764,473.190643,150.401627,770.857605,952.948669,700.906189,4222.846191,105.181046,6120.152832,123.245834,134.303345,490.083405,704.542175,15370.353516,229.425186,743.701843,1109.011841,493.800018,318.584869,447.194611,407.068542,362.75946,3493.250244,204.483719
133,213.669403,1000.876343,564.743103,2477.094971,872.759277,2456.617432,279.034363,322.703644,1296.143433,496.80069,225.901764,1109.189819,3428.740479,1801.876953,91.651199,719.806885,334.035828,600.725525,486.673767,2785.874268,133.451843,862.250854,1267.388306,232.778122,219.335236,83.910339,1111.989258,477.33786,147.643723,775.499817,946.068359,702.772278,4206.510254,104.7435,6106.958008,117.009933,133.444778,487.202576,716.965393,15672.794922,226.699844,749.783569,1103.614746,492.649994,312.39093,449.45697,403.219513,355.780823,3460.705078,203.54335
134,216.26738,1003.017334,559.253967,2480.241455,857.125244,2494.357178,287.06192,324.171906,1270.255615,495.673737,224.005463,1116.704468,3446.18335,1779.821045,91.556259,714.173035,337.572754,596.271912,471.74054,2770.014404,134.181076,837.186218,1260.046021,237.859634,219.467438,87.620743,1088.636353,479.543701,149.680008,776.498108,945.106934,696.982483,4235.736328,105.1474,6129.149414,118.294594,136.061356,492.79483,716.915588,15779.957031,227.542221,755.286011,1118.467529,499.25,316.320923,450.344208,402.683594,354.180206,3469.904541,202.547668
135,217.051666,1000.925049,552.132751,2498.671387,856.832642,2550.117676,288.240967,323.371002,1292.990967,507.482422,231.239395,1143.102295,3533.396973,1792.449585,93.846649,726.408386,337.503387,603.050232,462.282837,2807.776855,132.139175,848.175293,1256.186157,236.401459,220.524887,91.047096,1099.796631,477.845245,148.880173,780.890747,943.934998,699.279297,4220.10791,105.921532,6158.305664,119.846878,137.655823,495.312531,718.456116,15921.734375,229.078323,769.621399,1131.506348,493.899994,314.783081,448.347992,401.562988,353.89212,3521.442627,198.712448
136,218.816315,1014.694946,532.154114,2490.804932,863.551392,2604.530518,289.118958,327.330872,1295.429932,505.522491,234.118866,1144.402954,3476.071533,1783.889038,92.754868,735.350464,334.521271,601.288391,465.120148,2800.104736,130.194534,851.121399,1254.727539,231.452499,220.833328,92.565018,1117.643188,476.433441,148.21373,759.376831,935.943176,692.25946,4167.748047,104.272293,6336.754883,119.151016,132.872406,487.250977,711.74762,16087.835938,223.627609,766.677063,1136.540283,491.049988,309.5289,448.303589,398.737122,357.957611,3599.243896,199.874084
137,220.924088,1018.928284,531.807983,2445.854004,876.438477,2595.694824,292.606018,326.885925,1312.067261,509.981445,232.78447,1160.588379,3459.589844,1789.081177,93.692368,733.820068,337.133484,602.365051,468.455231,2795.432129,132.236404,844.715027,1277.413696,232.822281,220.172409,92.72477,1119.806274,473.146545,148.282654,758.777832,945.828064,695.009521,4168.692383,105.416672,6531.118652,119.07074,136.020477,491.366455,712.542725,15965.006836,221.496887,759.340454,1140.644653,507.200012,312.220062,447.9487,399.224365,373.963623,3600.431152,198.306778
138,221.708374,1041.894409,532.203552,2428.098877,890.902283,2595.794434,297.773743,330.979248,1311.83728,514.09729,234.399826,1160.106689,3346.667969,1803.488647,92.956604,729.319092,342.311615,610.269043,470.048096,2811.892334,131.458542,848.222168,1300.94751,237.41777,221.84671,95.334496,1137.01355,476.852417,149.702972,763.120605,952.978882,706.154358,4296.972168,106.022507,6575.546387,121.399178,138.146408,495.191437,741.414124,15738.884766,227.839523,776.13739,1163.538574,509.0,310.682251,451.053986,402.19635,370.954468,3630.404053,200.187546
139,219.992737,1032.260376,547.731567,2403.915283,976.653992,2710.710693,295.18988,329.110535,1299.595093,513.068298,229.975204,1143.054077,3190.306885,1816.144409,91.52066,728.636353,344.553925,606.280334,483.687134,2751.925781,128.00679,844.247437,1287.250732,231.231537,221.84671,94.588875,1137.111938,480.315796,152.543579,750.441833,957.065002,699.062134,4222.137695,106.426407,6610.284668,120.087746,140.149719,495.820923,761.390503,15654.4375,224.668213,770.731567,1160.651245,503.25,314.227814,445.819458,403.414368,370.122192,3589.154297,201.386032
140,224.208282,1033.28186,542.835815,2400.499023,971.209595,2609.971924,295.265167,331.513123,1294.532593,512.676453,228.640778,1146.281616,2864.083252,1836.692261,91.342636,730.684387,348.368225,605.374878,500.9599,2747.253418,130.097305,845.322815,1306.313232,239.141052,218.013397,95.148102,1158.59668,478.837799,159.893372,752.737976,962.743408,701.402161,4304.148926,107.06591,6529.274414,119.498947,141.008301,490.519196,758.110779,15654.095703,227.195358,779.902405,1171.995483,510.100006,310.169678,447.37204,401.173248,389.777527,3611.361816,202.510773
141,220.82605,1097.704224,537.890564,2391.823486,1023.109863,2660.790771,292.907074,330.934723,1318.69458,510.226501,231.731018,1151.772949,2844.429443,1905.325439,91.09343,725.815674,347.119873,611.003174,489.06308,2740.952881,130.534851,850.513428,1319.915894,240.378296,224.093842,94.500092,1148.763916,475.374542,154.841843,749.094055,947.780884,700.774841,4498.055176,106.762985,6677.779297,118.481934,144.07457,496.93454,754.185059,15947.188477,228.929672,796.844055,1190.956543,506.850006,305.626923,435.968903,415.6922,390.609833,3639.05957,204.225571
142,227.835602,1084.226074,540.165405,2428.053955,1028.64856,2719.546387,297.347321,322.169739,1359.711182,516.841309,230.36145,1154.66333,2820.980713,2028.22876,90.60688,734.345154,348.113922,609.901978,479.356476,2745.967285,129.854233,862.811951,1293.887451,232.336227,222.463562,96.648239,1155.990967,473.764191,154.000687,762.222046,936.724121,707.649963,4492.483887,106.594688,6632.615234,117.812859,143.911041,491.390686,738.53186,15773.546875,227.344009,801.18811,1190.979248,503.200012,310.169617,438.12384,410.625153,400.053375,3678.083984,200.99881
143,224.061234,1090.7948,544.517151,2459.83374,1113.299316,2824.22876,298.325653,323.904907,1335.796509,513.55835,229.272903,1132.359985,2864.371582,2015.979736,90.191513,748.388428,360.828064,607.993286,467.658783,2756.169434,132.819824,865.103333,1293.699097,220.494064,220.833328,96.222153,1180.474731,478.793701,155.329056,751.889404,897.575073,709.290405,4595.080566,107.301498,6414.490234,117.117012,144.892258,488.776154,741.960693,15946.942383,225.262833,806.690674,1231.424561,508.25,318.730835,440.099152,411.502136,391.57019,3715.179199,205.663788
144,220.237823,1093.178955,543.627075,2470.172363,1085.318848,2721.743164,290.674347,318.387878,1335.101318,507.531494,226.884979,1138.188721,2861.344238,1972.748291,89.30146,748.913635,370.213409,608.482727,477.066742,2796.161133,131.750244,867.3479,1263.434937,216.782349,229.821732,98.583321,1172.952637,478.153992,153.973114,758.827759,903.373962,703.404297,4708.203613,107.267853,6305.198242,118.348114,146.282303,490.373932,727.500122,16726.992188,226.006119,800.174561,1227.309204,493.299988,316.110077,448.225067,412.622803,376.460571,3637.031982,202.676727
145,218.47319,1112.690552,543.330322,2440.684814,992.248352,2641.271973,287.438171,319.322235,1311.812012,518.850281,229.062195,1129.806885,2824.632568,1929.580078,88.387688,745.432678,381.956665,607.087891,472.636536,2769.842529,131.944717,854.628601,1247.714111,213.954361,222.683884,98.024109,1158.694946,478.639374,154.993515,754.934265,888.501465,697.880188,4602.256836,106.022507,6252.743652,117.090233,143.829269,481.247223,697.783936,16429.638672,224.618652,810.503723,1207.802734,478.399994,312.790405,446.159912,404.145233,373.387421,3628.128906,202.068283
146,223.423996,1097.023193,541.50061,2466.891113,988.688171,2664.334961,285.632019,325.907104,1335.170776,516.40033,227.201035,1108.659912,2847.024658,1932.794678,88.743706,749.498657,380.893311,607.357056,471.292542,2808.67749,133.305984,858.603333,1242.724976,212.407806,222.155167,96.896767,1146.797363,472.859833,157.190628,755.134033,882.822876,692.669556,4617.17627,107.06591,6279.086914,117.679039,145.709915,480.787231,699.274719,16295.845703,223.627609,819.143555,1205.847778,500.0,326.54953,448.898468,397.762726,385.615936,3617.099121,202.160461
147,229.404205,1112.641724,561.03418,2573.064941,1001.08429,2665.433105,294.286804,323.904907,1336.908691,522.574158,231.344711,1140.838257,2891.472656,2006.764526,90.796761,790.000549,379.922485,611.394714,470.296997,2952.398926,139.723343,865.571045,1263.387451,217.356781,222.551697,102.249367,1164.79126,471.183289,159.746292,773.053894,908.691956,715.972412,4666.277832,108.681488,6320.541992,120.944191,144.31987,492.044312,698.131836,16332.463867,230.663986,812.723999,1204.529419,516.400024,333.450928,444.49884,405.801758,393.10675,3765.827148,201.791687
148,235.923599,1117.507568,564.891479,2581.470215,995.099487,2637.827637,304.4216,312.826324,1460.908569,524.681213,233.135681,1149.268188,2917.901123,2025.592407,90.65435,793.098816,378.697205,611.565979,469.301453,2963.885986,145.022491,869.311951,1287.250732,216.738159,220.260529,103.412201,1172.460815,475.903961,158.86377,770.208679,905.657349,722.65448,4713.586914,107.604416,6336.116699,121.02449,145.955231,498.338623,695.647217,16514.871094,231.159515,803.939453,1204.710815,514.799988,331.572723,452.220642,408.968658,398.324707,3739.464844,202.455475
149,235.041245,1115.707275,567.809143,2577.289795,1009.523621,2600.58667,298.852478,310.957642,1449.924438,522.280273,236.787735,1141.320068,2919.919189,1994.054688,90.013512,778.132874,377.656952,610.391418,465.120148,2924.837402,142.543091,873.754395,1264.234863,216.826538,218.233719,100.403023,1166.413696,477.977539,157.20903,763.469971,901.931641,714.40448,4684.407715,107.604416,6370.685059,122.576759,143.992813,499.04071,709.362305,16777.318359,233.04248,800.609009,1205.029419,513.799988,327.903625,451.18808,409.358429,394.323212,3760.93042,203.322083
150,253.373993,1099.601807,561.677063,2567.580811,991.524414,2691.19165,292.781586,308.288116,1438.291504,510.814453,237.349594,1117.47522,2882.774902,1963.108765,88.755577,726.69342,381.057068,600.456421,465.717468,2843.825195,141.765228,865.05658,1258.728149,211.524063,217.220322,95.689568,1138.734497,477.514252,157.140091,759.97583,891.265564,699.15863,4590.688477,106.291763,6326.688965,122.603493,142.602753,485.943695,694.007324,16156.03125,229.425186,789.314453,1216.487305,503.450012,323.491943,446.429321,393.621338,397.140289,3688.718018,200.113785
151,248.52121,1114.344849,563.506775,2558.905029,992.416931,2756.137939,299.454559,309.413666,1500.187012,513.460388,237.244247,1132.93811,2893.538818,2010.841797,88.03167,681.097839,384.037842,601.117126,466.613464,2833.152344,138.313477,875.063721,1269.365234,214.484619,221.758591,96.639374,1144.978271,475.30835,157.259583,763.370178,886.157898,685.866821,4606.788574,107.402473,6330.708984,123.861389,142.316589,491.003387,686.901306,16361.641602,225.114166,780.240112,1232.174438,503.25,321.788422,449.033112,390.113434,402.294189,3666.658691,200.242844
152,253.177948,1106.94873,584.523926,2578.998047,1007.004822,2766.421631,290.975372,310.709076,1522.526245,505.620544,237.349594,1150.376221,2893.827393,2015.654663,88.80304,684.391174,379.217285,601.33728,458.698853,2838.381592,142.300003,874.455811,1301.088623,217.356781,223.917603,95.547539,1154.171997,468.778809,158.859161,761.623047,896.49353,699.978821,4625.626953,108.075653,6372.996582,125.039017,145.58728,501.51001,674.726624,16643.230469,241.119446,772.806946,1245.156006,516.799988,327.379456,442.972412,391.672516,403.062469,3681.942139,200.519409
