,453
Returns,33.199999999999996
Standard Deviation,20.12461179749811
Sharpe Ratio,1.4718296331898615
ASIANPAINT Weight,2.319173449595098
BAJFINANCE Weight,16.629582845303567
BAJAJFINSV Weight,2.8440945936348485
BRITANNIA Weight,12.945875526214476
DIVISLAB Weight,17.134064224754248
GRASIM Weight,2.884720610265102
HCLTECH Weight,0.0005342446246649771
HDFCBANK Weight,0.4721702476968675
HINDALCO Weight,0.07484705983486804
HINDUNILVR Weight,2.9479369341430215
ICICIBANK Weight,0.026222002368091864
INFY Weight,0.3465199112652389
JSWSTEEL Weight,3.5304745520385277
LT Weight,0.04668252881441646
NESTLEIND Weight,1.330249715494387
POWERGRID Weight,0.07485168346223772
RELIANCE Weight,15.504359839649485
TCS Weight,4.962521558824035
TATACONSUM Weight,0.015039732835589063
TATASTEEL Weight,0.0026845820052424766
TECHM Weight,1.7859679715695167
TITAN Weight,13.99302245686702
ULTRACEMCO Weight,0.015381069897849042
WIPRO Weight,0.11302265884160934
