,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
19131,30.159864649736623,17.747365459277745,1.4976794561832576,3.431469244450573,10.284179012858674,5.408731977834806,0.023205018781492875,7.648494703580411,2.0840887667817847,1.491761099860926,4.338847079969351,1.0437143210968312,6.854262099500325,0.3060504834781652,7.983194283991277,7.273069313924588,0.11361660139710028,9.659231962145437,2.425269849495986,4.7623574262434785,10.239726457084085,0.435307443985625,2.7009788244756856,1.9001985585980166,3.369304538377989,0.42468661828873416,5.798254313798653
