,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO
2021-01-01,10.982666015625,-15.02587890625,-35.890625,-8.3798828125,7.120849609375,5.535278320312614,4.19012451171875,-11.201416015625,-2.1848907470703125,-7.74560546875,-7.5279541015625,4.559814453125,2.451873779296875,9.2947998046875,59.767578125,-0.242828369140625,2.1928710937502274,64.677978515625,11.53314208984375,-0.53802490234375,4.580139160156364,-8.529541015625,2.63720703125,1.8428649902343182
