,Returns,Semi-Deviation,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
8429,22.944295067081107,11.858581447190565,1.6329351999912884,8.05067112427476,0.6702734941539705,0.6195755929910701,3.2517770483448776,1.7253951127156435,5.736127663842839,4.360878210271913,2.806192900487838,8.070131587136757,0.801734704982781,4.998672750722897,6.624739259567219,7.430505377015509,7.6301651135578155,0.5600518668096968,6.20240694115496,0.7695866870181232,0.8318344532528374,2.8688959984486675,0.9474258792746231,8.054853047698268,2.3894915946783617,7.68612655488754,6.912487036711035
24178,23.785435484819953,12.380139425010618,1.6320846471244506,6.235203250059432,0.4723945667873237,3.0971852148326025,2.4952602227287137,0.6010490707042948,2.7932842880140654,9.941812349317553,1.8896279342033657,7.608845553458806,0.006419192269781013,6.514693364109116,0.7355007197367066,1.5507255111183194,10.16615582715362,0.671762253149444,2.8045748242150834,5.919412227650313,5.677852898127364,2.343431075322889,9.571496895323483,8.63963268619844,1.4627657139602537,8.687403100352133,0.11351126120689763
48151,22.61531840082447,11.680136448258178,1.6297171257501146,7.048276426355613,0.9683662232116155,1.758536705718779,8.527799511731443,2.689280331793502,9.719549415609443,1.0914730617473758,0.9777576944933601,8.634626325868707,1.3726678103130072,1.4493431719901457,1.5859119235755375,4.379019639940358,6.596504356651023,0.10002499407848532,9.646107501855457,1.9578198518140009,5.422145667522337,2.5617235731829506,2.1941571931974813,4.384138163644977,2.562257297983184,9.454852205375138,4.917660952346081
28306,22.624520243814494,11.686324664528584,1.6296415503173711,4.915735446313543,0.5490632337256951,1.3574900721266845,0.8698511640006472,0.9885398694485452,7.666928922646597,8.330081881234502,5.020150616736751,8.12691228222095,0.8705198141291673,2.4298042164262994,2.7619969592501064,1.6351108139054553,8.91596686063591,2.565344089211675,4.625666337406133,4.0937763590866645,0.7817195171000664,0.186630412745106,6.974724294880941,5.452438849174925,4.359968714905646,7.90166433358174,8.61991493910624
13025,24.823914890628114,13.065272828319427,1.6259832588096592,3.601032232380589,0.5708377420178906,8.792367378628931,4.068884286801625,0.26564537206212757,7.791578581922582,2.527111657098745,6.142741291236943,7.918719212246924,0.6331679511462175,7.456543597689012,5.7045477784392356,8.49828851582263,7.243659091747526,2.1103574731796564,0.15217460606227393,1.1171184210117697,4.998716893407972,0.03901827136044495,5.158410739647181,8.488967912749061,1.247028012169331,4.82128778404054,0.6517951971307944
26537,23.067250677806115,12.143374340233246,1.6047640574861675,1.3767007328821133,0.08595997223326836,2.293648117215142,7.512776294729815,0.6195629708891588,3.5101515032009027,9.820376759250287,3.8362205323208136,7.627485343700205,2.718418538159819,9.400534423767523,2.9978019267986746,7.512380285007179,6.726634923303843,1.614767601721299,7.6846767811301255,2.507845554006968,0.07328571105457204,2.403965939997374,2.6963486162232915,9.349026046452714,0.10788258566968562,5.797308293332802,1.726240546952434
14795,21.817829482085735,11.374726013923551,1.6033642884902204,3.7725982807268847,2.3087469216258865,1.7902937674265387,9.469804140708382,0.11230572743847694,9.274018368926537,5.664574815964865,4.878027265163205,0.003260199649627878,2.643178159495065,3.097522631622739,3.2248075749767966,1.5649874215897839,9.065102618684824,5.014643379452712,8.691313697206803,1.1019002541384988,1.2596505145223118,0.39336961398116255,8.757926613596174,9.771428305686465,0.2603794575320102,7.02514187672706,0.8550183931571748
4594,23.376188329432953,12.356673085027802,1.6020645843110781,0.13853381665164272,3.8252447559399814,0.6725162980444849,0.23964161144528037,5.099552892510973,10.922327232129641,2.839979193738253,7.7411014645932985,9.800478367931758,1.9530577222604422,2.227628511018232,0.544945600461739,2.787556865277448,6.301881406213135,0.12226054273342359,7.926783839431613,9.539633327604701,2.070207620603961,0.9017159129982575,1.4397120591146317,8.996584768039302,0.21309731080430974,10.913720675418956,2.7818382050345356
19932,22.32256050853665,11.752061829688872,1.5948316797643032,2.0141300323976994,0.5689592346901436,3.578457076546198,7.680363551864722,2.7988372729568125,8.336627675020523,10.50180914913613,1.0715159227420332,3.4593386265844703,0.7669701323928302,2.2605420262156706,8.699020342028222,2.5041464413080785,7.850099134110431,3.2966398967464254,0.7677623302462455,0.39336788325144145,0.3600004883584317,0.6154376894873285,8.333645696509276,8.354922510321096,0.003082028416157754,9.526502872784153,6.257821985885487
21429,21.67124347036986,11.532228036440241,1.5687552668230318,2.594492461507637,0.6070764419715953,0.18134660297441982,1.717010436283269,0.6004395019925508,8.280641374822853,5.502195982313243,2.835634888598518,3.8269557746416503,1.9795049785314287,8.122550116800987,8.651032275699318,0.46596196955911534,10.190678486975205,3.2642423436689953,3.5241056091670533,1.6235188850815798,3.594314798355299,5.638973293806327,3.0991296596480833,5.589689430827947,0.5543279407654174,9.391426792495897,8.164749953511613
