,178
Returns,31.2
Standard Deviation,19.23018460649819
Sharpe Ratio,1.4362836636870742
ASIANPAINT Weight,0.02461232167282983
BAJFINANCE Weight,16.69753428078423
BAJAJFINSV Weight,0.3766489159339977
BRITANNIA Weight,0.01740888010266528
DIVISLAB Weight,0.09344798565350682
GRASIM Weight,0.21238884436129693
HCLTECH Weight,0.007423927233948314
HDFCBANK Weight,0.9637567977923103
HINDALCO Weight,0.03845402010434787
HINDUNILVR Weight,0.600602982282039
ICICIBANK Weight,2.8633656390050257
INFY Weight,26.020228026351056
JSWSTEEL Weight,3.809151197949677
LT Weight,1.5097865241566348
NESTLEIND Weight,39.08913165086509
POWERGRID Weight,0.0037284587846504458
RELIANCE Weight,0.2568875290221234
TCS Weight,2.3134670896824474
TATACONSUM Weight,1.9943158510131926
TATASTEEL Weight,0.07130440121548971
TECHM Weight,0.008359334178526329
TITAN Weight,2.28521417935605
ULTRACEMCO Weight,0.7337558378248329
WIPRO Weight,0.009025324674035023
