,167
Returns,28.166666666666668
Standard Deviation,19.595917942265427
Sharpe Ratio,1.254683079358939
ASIANPAINT Weight,12.879850660812062
BAJFINANCE Weight,18.925795742935826
BAJAJFINSV Weight,0.6310280793034437
BRITANNIA Weight,14.586103124292924
DIVISLAB Weight,1.271817740922613
GRASIM Weight,1.0355032373816395
HCLTECH Weight,0.159320576349511
HDFCBANK Weight,1.7644251513934603
HINDALCO Weight,10.740739187922335
HINDUNILVR Weight,1.3690324429912744
ICICIBANK Weight,0.22417979534300733
INFY Weight,2.054915956648015
JSWSTEEL Weight,3.177302909749951
LT Weight,0.24288578595230473
NESTLEIND Weight,6.236559750835518
POWERGRID Weight,0.26960120138602306
RELIANCE Weight,20.67133555251066
TCS Weight,0.14194241070948746
TATACONSUM Weight,0.2294044234219434
TATASTEEL Weight,1.6586105450714226
TECHM Weight,0.014780829880489378
TITAN Weight,1.5647379418427805
ULTRACEMCO Weight,0.0630035747928554
WIPRO Weight,0.08712337755045017
